"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","172.61"	
"2016/01/02","172.61"	
"2016/01/03","172.61"	
"2016/01/04","169.82"	
"2016/01/05","170.29"	
"2016/01/06","168.25"	
"2016/01/07","164.28"	
"2016/01/08","162.77"	
"2016/01/09","162.77"	
"2016/01/10","162.77"	
"2016/01/11","163.02"	
"2016/01/12","164.18"	
"2016/01/13","159.56"	
"2016/01/14","162.31"	
"2016/01/15","158.71"	
"2016/01/16","158.71"	
"2016/01/17","158.71"	
"2016/01/18","158.66"	
"2016/01/19","159.13"	
"2016/01/20","157.48"	
"2016/01/21","157.81"	
"2016/01/22","160.85"	
"2016/01/23","160.85"	
"2016/01/24","160.85"	
"2016/01/25","158.43"	
"2016/01/26","161.03"	
"2016/01/27","159.13"	
"2016/01/28","159.9"	
"2016/01/29","163.72"	
"2016/01/30","163.72"	
"2016/01/31","163.72"	
"2016/02/01","163.57"	
"2016/02/02","160.77"	
"2016/02/03","161.34"	
"2016/02/04","161.58"	
"2016/02/05","158.86"	
"2016/02/06","158.86"	
"2016/02/07","158.86"	
"2016/02/08","158.86"	
"2016/02/09","158.86"	
"2016/02/10","158.86"	
"2016/02/11","154.51"	
"2016/02/12","157.89"	
"2016/02/13","157.89"	
"2016/02/14","157.89"	
"2016/02/15","157.8"	
"2016/02/16","160.59"	
"2016/02/17","162.91"	
"2016/02/18","162.22"	
"2016/02/19","162.17"	
"2016/02/20","162.17"	
"2016/02/21","162.17"	
"2016/02/22","164.45"	
"2016/02/23","162.37"	
"2016/02/24","163.26"	
"2016/02/25","165.25"	
"2016/02/26","164.6"	
"2016/02/27","164.6"	
"2016/02/28","164.6"	
"2016/02/29","163.38"	
"2016/03/01","167.3"	
"2016/03/02","167.82"	
"2016/03/03","168.47"	
"2016/03/04","168.71"	
"2016/03/05","168.71"	
"2016/03/06","168.71"	
"2016/03/07","168.8"	
"2016/03/08","167.02"	
"2016/03/09","167.98"	
"2016/03/10","167.79"	
"2016/03/11","170.59"	
"2016/03/12","170.59"	
"2016/03/13","170.59"	
"2016/03/14","170.26"	
"2016/03/15","169.76"	
"2016/03/16","171.02"	
"2016/03/17","171.68"	
"2016/03/18","172.56"	
"2016/03/19","172.56"	
"2016/03/20","172.56"	
"2016/03/21","172.87"	
