"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","121.13"	
"2013/01/02","124.2"	
"2013/01/03","123.94"	
"2013/01/04","124.45"	
"2013/01/05","124.45"	
"2013/01/06","124.45"	
"2013/01/07","123.83"	
"2013/01/08","123.49"	
"2013/01/09","124.17"	
"2013/01/10","125.01"	
"2013/01/11","124.83"	
"2013/01/12","124.83"	
"2013/01/13","124.83"	
"2013/01/14","124.81"	
"2013/01/15","125.07"	
"2013/01/16","125.06"	
"2013/01/17","125.83"	
"2013/01/18","126.17"	
"2013/01/19","126.17"	
"2013/01/20","126.17"	
"2013/01/21","126.15"	
"2013/01/22","126.92"	
"2013/01/23","127.08"	
"2013/01/24","126.91"	
"2013/01/25","127.58"	
"2013/01/26","127.58"	
"2013/01/27","127.58"	
"2013/01/28","127.2"	
"2013/01/29","127.96"	
"2013/01/30","127.62"	
"2013/01/31","127.1"	
"2013/02/01","128.13"	
"2013/02/02","128.13"	
"2013/02/03","128.13"	
"2013/02/04","126.84"	
"2013/02/05","128.2"	
"2013/02/06","128.28"	
"2013/02/07","128.18"	
"2013/02/08","129.1"	
"2013/02/09","129.1"	
"2013/02/10","129.1"	
"2013/02/11","129.1"	
"2013/02/12","129.1"	
"2013/02/13","129.1"	
"2013/02/14","128.98"	
"2013/02/15","129.06"	
"2013/02/16","129.06"	
"2013/02/17","129.06"	
"2013/02/18","129.04"	
"2013/02/19","129.89"	
"2013/02/20","128.26"	
"2013/02/21","127.65"	
"2013/02/22","128.58"	
"2013/02/23","128.58"	
"2013/02/24","128.58"	
"2013/02/25","126.4"	
"2013/02/26","127.16"	
"2013/02/27","128.78"	
"2013/02/28","128.67"	
"2013/03/01","129.09"	
"2013/03/02","129.09"	
"2013/03/03","129.09"	
"2013/03/04","129.67"	
"2013/03/05","130.95"	
"2013/03/06","130.93"	
"2013/03/07","131.18"	
"2013/03/08","131.6"	
"2013/03/09","131.6"	
"2013/03/10","131.6"	
"2013/03/11","132.01"	
"2013/03/12","131.91"	
"2013/03/13","131.99"	
"2013/03/14","132.84"	
"2013/03/15","132.57"	
"2013/03/16","132.57"	
"2013/03/17","132.57"	
"2013/03/18","132.04"	
"2013/03/19","131.77"	
"2013/03/20","132.78"	
"2013/03/21","131.75"	
"2013/03/22","132.77"	
