"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2005/01/01","97.01"	
"2005/01/02","97.01"	
"2005/01/03","96.08"	
"2005/01/04","94.85"	
"2005/01/05","94.25"	
"2005/01/06","94.32"	
"2005/01/07","94.3"	
"2005/01/08","94.3"	
"2005/01/09","94.3"	
"2005/01/10","94.59"	
"2005/01/11","94.17"	
"2005/01/12","94.68"	
"2005/01/13","93.68"	
"2005/01/14","94.44"	
"2005/01/15","94.44"	
"2005/01/16","94.44"	
"2005/01/17","94.54"	
"2005/01/18","95.51"	
"2005/01/19","94.63"	
"2005/01/20","93.84"	
"2005/01/21","93.05"	
"2005/01/22","93.05"	
"2005/01/23","93.05"	
"2005/01/24","92.55"	
"2005/01/25","92.74"	
"2005/01/26","93.24"	
"2005/01/27","93.34"	
"2005/01/28","93.03"	
"2005/01/29","93.03"	
"2005/01/30","93.03"	
"2005/01/31","93.81"	
"2005/02/01","94.4"	
"2005/02/02","94.69"	
"2005/02/03","94.49"	
"2005/02/04","95.55"	
"2005/02/05","95.55"	
"2005/02/06","95.55"	
"2005/02/07","95.26"	
"2005/02/08","95.36"	
"2005/02/09","95.36"	
"2005/02/10","95.36"	
"2005/02/11","95.36"	
"2005/02/12","95.36"	
"2005/02/13","95.36"	
"2005/02/14","95.25"	
"2005/02/15","95.55"	
"2005/02/16","95.64"	
"2005/02/17","95.15"	
"2005/02/18","95.24"	
"2005/02/19","95.24"	
"2005/02/20","95.24"	
"2005/02/21","95.24"	
"2005/02/22","93.76"	
"2005/02/23","94.55"	
"2005/02/24","95.23"	
"2005/02/25","96.21"	
"2005/02/26","96.21"	
"2005/02/27","96.21"	
"2005/02/28","95.52"	
"2005/03/01","96.09"	
"2005/03/02","96.27"	
"2005/03/03","96.08"	
"2005/03/04","96.88"	
"2005/03/05","96.88"	
"2005/03/06","96.88"	
"2005/03/07","97.17"	
"2005/03/08","96.67"	
"2005/03/09","95.76"	
"2005/03/10","95.77"	
"2005/03/11","95.09"	
"2005/03/12","95.09"	
"2005/03/13","95.09"	
"2005/03/14","95.77"	
"2005/03/15","95.08"	
"2005/03/16","94.39"	
"2005/03/17","94.58"	
"2005/03/18","94.68"	
"2005/03/19","94.68"	
"2005/03/20","94.68"	
"2005/03/21","94.08"	
"2005/03/22","93.19"	
