"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","112.31"	
"2007/01/02","112.36"	
"2007/01/03","112.41"	
"2007/01/04","112.67"	
"2007/01/05","111.87"	
"2007/01/06","111.87"	
"2007/01/07","111.87"	
"2007/01/08","112.22"	
"2007/01/09","112.2"	
"2007/01/10","112.38"	
"2007/01/11","113.06"	
"2007/01/12","113.43"	
"2007/01/13","113.43"	
"2007/01/14","113.43"	
"2007/01/15","113.42"	
"2007/01/16","113.41"	
"2007/01/17","113.37"	
"2007/01/18","113.06"	
"2007/01/19","113.51"	
"2007/01/20","113.51"	
"2007/01/21","113.51"	
"2007/01/22","113.0"	
"2007/01/23","113.35"	
"2007/01/24","114.12"	
"2007/01/25","113.01"	
"2007/01/26","112.98"	
"2007/01/27","112.98"	
"2007/01/28","112.98"	
"2007/01/29","112.75"	
"2007/01/30","113.43"	
"2007/01/31","114.13"	
"2007/02/01","114.72"	
"2007/02/02","115.0"	
"2007/02/03","115.0"	
"2007/02/04","115.0"	
"2007/02/05","115.06"	
"2007/02/06","115.15"	
"2007/02/07","115.24"	
"2007/02/08","115.1"	
"2007/02/09","114.31"	
"2007/02/10","114.31"	
"2007/02/11","114.31"	
"2007/02/12","114.09"	
"2007/02/13","114.87"	
"2007/02/14","115.83"	
"2007/02/15","115.75"	
"2007/02/16","115.46"	
"2007/02/17","115.46"	
"2007/02/18","115.46"	
"2007/02/19","115.46"	
"2007/02/20","115.46"	
"2007/02/21","115.59"	
"2007/02/22","115.59"	
"2007/02/23","115.18"	
"2007/02/24","115.18"	
"2007/02/25","115.18"	
"2007/02/26","115.29"	
"2007/02/27","111.56"	
"2007/02/28","112.22"	
"2007/03/01","111.93"	
"2007/03/02","110.76"	
"2007/03/03","110.76"	
"2007/03/04","110.76"	
"2007/03/05","109.86"	
"2007/03/06","111.32"	
"2007/03/07","111.1"	
"2007/03/08","111.97"	
"2007/03/09","112.18"	
"2007/03/10","112.18"	
"2007/03/11","112.18"	
"2007/03/12","112.46"	
"2007/03/13","110.01"	
"2007/03/14","110.77"	
"2007/03/15","111.16"	
"2007/03/16","110.58"	
"2007/03/17","110.58"	
"2007/03/18","110.58"	
"2007/03/19","111.74"	
"2007/03/20","112.3"	
"2007/03/21","113.86"	
"2007/03/22","113.77"	
