"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","187.7"	
"2017/01/02","187.7"	
"2017/01/03","189.47"	
"2017/01/04","190.5"	
"2017/01/05","190.42"	
"2017/01/06","190.81"	
"2017/01/07","190.81"	
"2017/01/08","190.81"	
"2017/01/09","190.31"	
"2017/01/10","190.37"	
"2017/01/11","191.16"	
"2017/01/12","190.37"	
"2017/01/13","190.59"	
"2017/01/14","190.59"	
"2017/01/15","190.59"	
"2017/01/16","190.57"	
"2017/01/17","190.08"	
"2017/01/18","190.3"	
"2017/01/19","189.49"	
"2017/01/20","190.11"	
"2017/01/21","190.11"	
"2017/01/22","190.11"	
"2017/01/23","189.37"	
"2017/01/24","191.11"	
"2017/01/25","192.59"	
"2017/01/26","192.18"	
"2017/01/27","192.09"	
"2017/01/28","192.09"	
"2017/01/29","192.09"	
"2017/01/30","192.09"	
"2017/01/31","192.09"	
"2017/02/01","190.46"	
"2017/02/02","190.36"	
"2017/02/03","191.63"	
"2017/02/04","191.63"	
"2017/02/05","191.63"	
"2017/02/06","191.3"	
"2017/02/07","191.21"	
"2017/02/08","191.43"	
"2017/02/09","192.68"	
"2017/02/10","193.55"	
"2017/02/11","193.55"	
"2017/02/12","193.55"	
"2017/02/13","194.62"	
"2017/02/14","195.47"	
"2017/02/15","196.47"	
"2017/02/16","196.38"	
"2017/02/17","196.76"	
"2017/02/18","196.76"	
"2017/02/19","196.76"	
"2017/02/20","196.73"	
"2017/02/21","197.67"	
"2017/02/22","197.58"	
"2017/02/23","197.83"	
"2017/02/24","198.22"	
"2017/02/25","198.22"	
"2017/02/26","198.22"	
"2017/02/27","198.17"	
"2017/02/28","197.36"	
"2017/03/01","200.36"	
"2017/03/02","199.08"	
"2017/03/03","199.39"	
"2017/03/04","199.39"	
"2017/03/05","199.39"	
"2017/03/06","198.82"	
"2017/03/07","198.39"	
"2017/03/08","198.37"	
"2017/03/09","198.61"	
"2017/03/10","199.16"	
"2017/03/11","199.16"	
"2017/03/12","199.16"	
"2017/03/13","199.39"	
"2017/03/14","198.62"	
"2017/03/15","200.17"	
"2017/03/16","199.65"	
"2017/03/17","199.56"	
"2017/03/18","199.56"	
"2017/03/19","199.56"	
"2017/03/20","199.13"	
"2017/03/21","196.69"	
"2017/03/22","197.06"	
