"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","104.29"	
"2012/01/02","104.29"	
"2012/01/03","105.93"	
"2012/01/04","105.92"	
"2012/01/05","106.29"	
"2012/01/06","105.84"	
"2012/01/07","105.84"	
"2012/01/08","105.84"	
"2012/01/09","106.18"	
"2012/01/10","107.3"	
"2012/01/11","107.3"	
"2012/01/12","107.46"	
"2012/01/13","107.03"	
"2012/01/14","107.03"	
"2012/01/15","107.03"	
"2012/01/16","107.0"	
"2012/01/17","107.7"	
"2012/01/18","108.86"	
"2012/01/19","109.36"	
"2012/01/20","109.19"	
"2012/01/21","109.19"	
"2012/01/22","109.19"	
"2012/01/23","109.19"	
"2012/01/24","109.19"	
"2012/01/25","109.19"	
"2012/01/26","109.52"	
"2012/01/27","109.43"	
"2012/01/28","109.43"	
"2012/01/29","109.43"	
"2012/01/30","108.98"	
"2012/01/31","108.89"	
"2012/02/01","110.02"	
"2012/02/02","110.2"	
"2012/02/03","111.84"	
"2012/02/04","111.84"	
"2012/02/05","111.84"	
"2012/02/06","111.83"	
"2012/02/07","111.92"	
"2012/02/08","112.43"	
"2012/02/09","112.86"	
"2012/02/10","112.32"	
"2012/02/11","112.32"	
"2012/02/12","112.32"	
"2012/02/13","113.19"	
"2012/02/14","113.28"	
"2012/02/15","112.66"	
"2012/02/16","113.87"	
"2012/02/17","114.21"	
"2012/02/18","114.21"	
"2012/02/19","114.21"	
"2012/02/20","114.11"	
"2012/02/21","114.45"	
"2012/02/22","114.18"	
"2012/02/23","114.7"	
"2012/02/24","115.05"	
"2012/02/25","115.05"	
"2012/02/26","115.05"	
"2012/02/27","115.1"	
"2012/02/28","115.45"	
"2012/02/29","115.08"	
"2012/03/01","115.85"	
"2012/03/02","115.4"	
"2012/03/03","115.4"	
"2012/03/04","115.4"	
"2012/03/05","114.81"	
"2012/03/06","112.99"	
"2012/03/07","113.94"	
"2012/03/08","115.15"	
"2012/03/09","115.33"	
"2012/03/10","115.33"	
"2012/03/11","115.33"	
"2012/03/12","115.31"	
"2012/03/13","117.3"	
"2012/03/14","117.28"	
"2012/03/15","117.98"	
"2012/03/16","117.97"	
"2012/03/17","117.97"	
"2012/03/18","117.97"	
"2012/03/19","118.58"	
"2012/03/20","117.95"	
"2012/03/21","117.66"	
