"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","102.17"	
"2011/01/02","102.17"	
"2011/01/03","103.27"	
"2011/01/04","103.15"	
"2011/01/05","103.59"	
"2011/01/06","103.5"	
"2011/01/07","103.31"	
"2011/01/08","103.31"	
"2011/01/09","103.31"	
"2011/01/10","103.03"	
"2011/01/11","103.35"	
"2011/01/12","104.16"	
"2011/01/13","103.98"	
"2011/01/14","105.05"	
"2011/01/15","105.05"	
"2011/01/16","105.05"	
"2011/01/17","105.04"	
"2011/01/18","105.19"	
"2011/01/19","104.48"	
"2011/01/20","104.27"	
"2011/01/21","104.61"	
"2011/01/22","104.61"	
"2011/01/23","104.61"	
"2011/01/24","105.24"	
"2011/01/25","105.44"	
"2011/01/26","105.72"	
"2011/01/27","105.7"	
"2011/01/28","103.91"	
"2011/01/29","103.91"	
"2011/01/30","103.91"	
"2011/01/31","104.4"	
"2011/02/01","106.2"	
"2011/02/02","105.68"	
"2011/02/03","105.68"	
"2011/02/04","105.68"	
"2011/02/05","105.68"	
"2011/02/06","105.68"	
"2011/02/07","107.09"	
"2011/02/08","107.63"	
"2011/02/09","107.23"	
"2011/02/10","107.4"	
"2011/02/11","108.0"	
"2011/02/12","108.0"	
"2011/02/13","108.0"	
"2011/02/14","108.16"	
"2011/02/15","107.78"	
"2011/02/16","108.41"	
"2011/02/17","108.7"	
"2011/02/18","108.88"	
"2011/02/19","108.88"	
"2011/02/20","108.88"	
"2011/02/21","108.78"	
"2011/02/22","106.77"	
"2011/02/23","106.39"	
"2011/02/24","106.43"	
"2011/02/25","107.51"	
"2011/02/26","107.51"	
"2011/02/27","107.51"	
"2011/02/28","108.16"	
"2011/03/01","106.56"	
"2011/03/02","106.73"	
"2011/03/03","108.56"	
"2011/03/04","107.68"	
"2011/03/05","107.68"	
"2011/03/06","107.68"	
"2011/03/07","106.7"	
"2011/03/08","107.56"	
"2011/03/09","107.48"	
"2011/03/10","105.51"	
"2011/03/11","106.2"	
"2011/03/12","106.2"	
"2011/03/13","106.2"	
"2011/03/14","105.47"	
"2011/03/15","104.47"	
"2011/03/16","102.59"	
"2011/03/17","103.89"	
"2011/03/18","104.08"	
"2011/03/19","104.08"	
"2011/03/20","104.08"	
"2011/03/21","105.86"	
"2011/03/22","105.5"	
