"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","176.77"	
"2015/01/02","176.5"	
"2015/01/03","176.5"	
"2015/01/04","176.5"	
"2015/01/05","173.11"	
"2015/01/06","171.56"	
"2015/01/07","173.44"	
"2015/01/08","176.96"	
"2015/01/09","175.23"	
"2015/01/10","175.23"	
"2015/01/11","175.23"	
"2015/01/12","173.23"	
"2015/01/13","172.57"	
"2015/01/14","171.48"	
"2015/01/15","169.85"	
"2015/01/16","172.16"	
"2015/01/17","172.16"	
"2015/01/18","172.16"	
"2015/01/19","172.11"	
"2015/01/20","172.27"	
"2015/01/21","173.0"	
"2015/01/22","175.54"	
"2015/01/23","174.54"	
"2015/01/24","174.54"	
"2015/01/25","174.54"	
"2015/01/26","175.17"	
"2015/01/27","172.69"	
"2015/01/28","170.13"	
"2015/01/29","171.27"	
"2015/01/30","169.13"	
"2015/01/31","169.13"	
"2015/02/01","169.13"	
"2015/02/02","171.65"	
"2015/02/03","174.61"	
"2015/02/04","174.27"	
"2015/02/05","176.07"	
"2015/02/06","175.49"	
"2015/02/07","175.49"	
"2015/02/08","175.49"	
"2015/02/09","174.88"	
"2015/02/10","176.75"	
"2015/02/11","176.98"	
"2015/02/12","178.94"	
"2015/02/13","179.91"	
"2015/02/14","179.91"	
"2015/02/15","179.91"	
"2015/02/16","179.95"	
"2015/02/17","180.43"	
"2015/02/18","180.1"	
"2015/02/19","180.1"	
"2015/02/20","180.1"	
"2015/02/21","180.1"	
"2015/02/22","180.1"	
"2015/02/23","180.92"	
"2015/02/24","181.35"	
"2015/02/25","180.87"	
"2015/02/26","180.5"	
"2015/02/27","180.0"	
"2015/02/28","180.0"	
"2015/03/01","180.0"	
"2015/03/02","180.95"	
"2015/03/03","180.38"	
"2015/03/04","179.63"	
"2015/03/05","179.6"	
"2015/03/06","177.45"	
"2015/03/07","177.45"	
"2015/03/08","177.45"	
"2015/03/09","177.9"	
"2015/03/10","174.8"	
"2015/03/11","174.53"	
"2015/03/12","176.53"	
"2015/03/13","175.45"	
"2015/03/14","175.45"	
"2015/03/15","175.45"	
"2015/03/16","177.71"	
"2015/03/17","177.14"	
"2015/03/18","179.32"	
"2015/03/19","178.25"	
"2015/03/20","179.79"	
"2015/03/21","179.79"	
"2015/03/22","179.79"	
