"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","116.15"	
"2008/01/02","114.45"	
"2008/01/03","114.62"	
"2008/01/04","111.69"	
"2008/01/05","111.69"	
"2008/01/06","111.69"	
"2008/01/07","112.08"	
"2008/01/08","109.84"	
"2008/01/09","111.08"	
"2008/01/10","111.8"	
"2008/01/11","110.09"	
"2008/01/12","110.09"	
"2008/01/13","110.09"	
"2008/01/14","111.3"	
"2008/01/15","108.63"	
"2008/01/16","108.0"	
"2008/01/17","105.01"	
"2008/01/18","104.31"	
"2008/01/19","104.31"	
"2008/01/20","104.31"	
"2008/01/21","104.29"	
"2008/01/22","103.22"	
"2008/01/23","105.15"	
"2008/01/24","106.18"	
"2008/01/25","104.74"	
"2008/01/26","104.74"	
"2008/01/27","104.74"	
"2008/01/28","106.54"	
"2008/01/29","107.59"	
"2008/01/30","107.3"	
"2008/01/31","108.83"	
"2008/02/01","109.93"	
"2008/02/02","109.93"	
"2008/02/03","109.93"	
"2008/02/04","108.93"	
"2008/02/05","105.57"	
"2008/02/06","104.81"	
"2008/02/07","104.81"	
"2008/02/08","104.81"	
"2008/02/09","104.81"	
"2008/02/10","104.81"	
"2008/02/11","105.92"	
"2008/02/12","106.6"	
"2008/02/13","108.19"	
"2008/02/14","106.76"	
"2008/02/15","107.14"	
"2008/02/16","107.14"	
"2008/02/17","107.14"	
"2008/02/18","107.02"	
"2008/02/19","106.83"	
"2008/02/20","107.57"	
"2008/02/21","106.24"	
"2008/02/22","107.0"	
"2008/02/23","107.0"	
"2008/02/24","107.0"	
"2008/02/25","108.52"	
"2008/02/26","109.47"	
"2008/02/27","109.3"	
"2008/02/28","108.27"	
"2008/02/29","105.33"	
"2008/03/01","105.33"	
"2008/03/02","105.33"	
"2008/03/03","105.49"	
"2008/03/04","105.1"	
"2008/03/05","105.95"	
"2008/03/06","103.54"	
"2008/03/07","102.86"	
"2008/03/08","102.86"	
"2008/03/09","102.86"	
"2008/03/10","101.62"	
"2008/03/11","105.03"	
"2008/03/12","104.17"	
"2008/03/13","104.64"	
"2008/03/14","102.5"	
"2008/03/15","102.5"	
"2008/03/16","102.5"	
"2008/03/17","101.33"	
"2008/03/18","105.22"	
"2008/03/19","103.07"	
"2008/03/20","105.44"	
"2008/03/21","105.44"	
