"基金名稱","北美股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","208.53"	
"2019/01/02","208.97"	
"2019/01/03","203.58"	
"2019/01/04","210.58"	
"2019/01/05","210.58"	
"2019/01/06","210.58"	
"2019/01/07","212.11"	
"2019/01/08","214.13"	
"2019/01/09","215.24"	
"2019/01/10","216.08"	
"2019/01/11","215.98"	
"2019/01/12","215.98"	
"2019/01/13","215.98"	
"2019/01/14","215.01"	
"2019/01/15","216.82"	
"2019/01/16","217.62"	
"2019/01/17","219.42"	
"2019/01/18","222.5"	
"2019/01/19","222.5"	
"2019/01/20","222.5"	
"2019/01/21","222.46"	
"2019/01/22","219.27"	
"2019/01/23","219.57"	
"2019/01/24","219.69"	
"2019/01/25","221.2"	
"2019/01/26","221.2"	
"2019/01/27","221.2"	
"2019/01/28","219.73"	
"2019/01/29","219.7"	
"2019/01/30","222.66"	
"2019/01/31","224.29"	
"2019/02/01","224.89"	
"2019/02/02","224.89"	
"2019/02/03","224.89"	
"2019/02/04","226.74"	
"2019/02/05","226.74"	
"2019/02/06","226.74"	
"2019/02/07","226.74"	
"2019/02/08","225.61"	
"2019/02/09","225.61"	
"2019/02/10","225.61"	
"2019/02/11","225.87"	
"2019/02/12","228.56"	
"2019/02/13","229.3"	
"2019/02/14","228.93"	
"2019/02/15","231.55"	
"2019/02/16","231.55"	
"2019/02/17","231.55"	
"2019/02/18","231.51"	
"2019/02/19","231.71"	
"2019/02/20","232.45"	
"2019/02/21","231.32"	
"2019/02/22","232.81"	
"2019/02/23","232.81"	
"2019/02/24","232.81"	
"2019/02/25","232.77"	
"2019/02/26","232.58"	
"2019/02/27","232.72"	
"2019/02/28","231.73"	
"2019/03/01","233.22"	
"2019/03/02","233.22"	
"2019/03/03","233.22"	
"2019/03/04","231.81"	
"2019/03/05","231.79"	
"2019/03/06","230.37"	
"2019/03/07","228.05"	
"2019/03/08","227.21"	
"2019/03/09","227.21"	
"2019/03/10","227.21"	
"2019/03/11","230.04"	
"2019/03/12","230.62"	
"2019/03/13","231.97"	
"2019/03/14","231.87"	
"2019/03/15","232.99"	
"2019/03/16","232.99"	
"2019/03/17","232.99"	
"2019/03/18","234.0"	
"2019/03/19","233.68"	
"2019/03/20","232.38"	
"2019/03/21","234.12"	
"2019/03/22","229.05"	
