Date,增長組合_Price
2018/07/20,253.76
2018/07/21,253.76
2018/07/22,253.76
2018/07/23,253.71
2018/07/24,255.9
2018/07/25,257.14
2018/07/26,257.1
2018/07/27,257.5
2018/07/28,257.5
2018/07/29,257.5
2018/07/30,256.46
2018/07/31,255.83
2018/08/01,255.12
2018/08/02,252.35
2018/08/03,252.44
2018/08/04,252.44
2018/08/05,252.44
2018/08/06,252.59
2018/08/07,254.75
2018/08/08,255.22
2018/08/09,255.68
2018/08/10,252.97
2018/08/11,252.97
2018/08/12,252.97
2018/08/13,250.17
2018/08/14,249.83
2018/08/15,246.75
2018/08/16,246.75
2018/08/17,247.54
2018/08/18,247.54
2018/08/19,247.54
2018/08/20,249.16
2018/08/21,250.78
2018/08/22,251.86
2018/08/23,250.93
2018/08/24,251.35
2018/08/25,251.35
2018/08/26,251.35
2018/08/27,254.64
2018/08/28,255.19
2018/08/29,255.9
2018/08/30,254.66
2018/08/31,253.45
2018/09/01,253.45
2018/09/02,253.45
2018/09/03,252.39
2018/09/04,252.25
2018/09/05,249.3
2018/09/06,247.72
2018/09/07,246.89
2018/09/08,246.89
2018/09/09,246.89
2018/09/10,246.05
2018/09/11,245.32
2018/09/12,245.24
2018/09/13,247.81
2018/09/14,249.66
2018/09/15,249.66
2018/09/16,249.66
2018/09/17,248.26
2018/09/18,249.43
2018/09/19,251.3
2018/09/20,252.74
2018/09/21,254.11
2018/09/22,254.11
2018/09/23,254.11
2018/09/24,252.46
2018/09/25,252.46
2018/09/26,253.75
2018/09/27,253.12
2018/09/28,253.06
2018/09/29,253.06
2018/09/30,253.06
2018/10/01,253.06
2018/10/02,250.78
2018/10/03,250.56
2018/10/04,247.71
2018/10/05,246.37
2018/10/06,246.37
2018/10/07,246.37
2018/10/08,244.25
2018/10/09,243.62
2018/10/10,240.4
2018/10/11,235.07
2018/10/12,237.97
2018/10/13,237.97
2018/10/14,237.97
2018/10/15,236.13
2018/10/16,238.02
2018/10/17,238.02
2018/10/18,236.53
2018/10/19,236.48
2018/10/20,236.48
2018/10/21,236.48
2018/10/22,237.66
2018/10/23,233.41
2018/10/24,230.91
2018/10/25,230.01
2018/10/26,227.93
2018/10/27,227.93
2018/10/28,227.93
2018/10/29,227.82
2018/10/30,228.35
2018/10/31,231.74
2018/11/01,234.06
2018/11/02,237.62
2018/11/03,237.62
2018/11/04,237.62
2018/11/05,235.88
2018/11/06,236.92
2018/11/07,238.93
2018/11/08,239.54
2018/11/09,236.64
2018/11/10,236.64
2018/11/11,236.64
2018/11/12,234.75
2018/11/13,234.42
2018/11/14,233.5
2018/11/15,234.97
2018/11/16,235.2
2018/11/17,235.2
2018/11/18,235.2
2018/11/19,234.92
2018/11/20,231.3
2018/11/21,231.84
2018/11/22,231.94
2018/11/23,230.85
2018/11/24,230.85
2018/11/25,230.85
2018/11/26,233.07
2018/11/27,233.11
2018/11/28,235.29
2018/11/29,235.69
2018/11/30,235.77
2018/12/01,235.77
2018/12/02,235.77
2018/12/03,239.45
2018/12/04,236.86
2018/12/05,234.84
2018/12/06,231.18
2018/12/07,230.13
2018/12/08,230.13
2018/12/09,230.13
2018/12/10,227.56
2018/12/11,227.76
2018/12/12,230.75
2018/12/13,231.61
2018/12/14,228.48
2018/12/15,228.48
2018/12/16,228.48
2018/12/17,227.55
2018/12/18,226.01
2018/12/19,226.13
2018/12/20,223.48
2018/12/21,222.51
2018/12/22,222.51
2018/12/23,222.51
2018/12/24,221.19
2018/12/25,221.19
2018/12/26,221.19
2018/12/27,222.58
2018/12/28,223.67
2018/12/29,223.67
2018/12/30,223.67
2018/12/31,224.94
2019/01/01,224.94
2019/01/02,222.81
2019/01/03,221.46
2019/01/04,225.23
2019/01/05,225.23
2019/01/06,225.23
2019/01/07,227.14
2019/01/08,227.92
2019/01/09,230.91
2019/01/10,231.16
2019/01/11,231.8
2019/01/12,231.8
2019/01/13,231.8
2019/01/14,230.29
2019/01/15,232.64
2019/01/16,233.11
2019/01/17,233.17
2019/01/18,235.46
2019/01/19,235.46
2019/01/20,235.46
2019/01/21,235.76
2019/01/22,234.15
2019/01/23,234.0
2019/01/24,234.74
2019/01/25,237.36
2019/01/26,237.36
2019/01/27,237.36
2019/01/28,236.72
2019/01/29,236.86
2019/01/30,237.9
2019/01/31,240.31
2019/02/01,240.29
2019/02/02,240.29
2019/02/03,240.29
2019/02/04,240.78
2019/02/05,240.78
2019/02/06,240.78
2019/02/07,240.78
2019/02/08,239.25
2019/02/09,239.25
2019/02/10,239.25
2019/02/11,239.89
2019/02/12,241.28
2019/02/13,242.85
2019/02/14,242.49
2019/02/15,241.65
2019/02/16,241.65
2019/02/17,241.65
2019/02/18,243.67
2019/02/19,243.51
2019/02/20,245.28
2019/02/21,245.5
2019/02/22,246.52
2019/02/23,246.52
2019/02/24,246.52
2019/02/25,247.59
2019/02/26,247.1
2019/02/27,246.76
2019/02/28,245.57
2019/03/01,246.87
2019/03/02,246.87
2019/03/03,246.87
2019/03/04,247.36
2019/03/05,247.14
2019/03/06,247.16
2019/03/07,245.15
2019/03/08,242.03
2019/03/09,242.03
2019/03/10,242.03
2019/03/11,243.81
2019/03/12,245.8
2019/03/13,246.09
2019/03/14,245.95
2019/03/15,247.44
2019/03/16,247.44
2019/03/17,247.44
2019/03/18,249.57
2019/03/19,249.91
2019/03/20,248.92
2019/03/21,248.99
2019/03/22,247.73
2019/03/23,247.73
2019/03/24,247.73
2019/03/25,244.83
2019/03/26,246.16
2019/03/27,246.65
2019/03/28,246.33
2019/03/29,248.16
2019/03/30,248.16
2019/03/31,248.16
2019/04/01,251.12
2019/04/02,251.33
2019/04/03,253.35
2019/04/04,253.13
2019/04/05,253.13
2019/04/06,253.13
2019/04/07,253.13
2019/04/08,254.03
2019/04/09,253.96
2019/04/10,254.0
2019/04/11,253.02
2019/04/12,253.69
2019/04/13,253.69
2019/04/14,253.69
2019/04/15,253.86
2019/04/16,254.72
2019/04/17,254.75
2019/04/18,253.91
2019/04/19,253.91
2019/04/20,253.91
2019/04/21,253.91
2019/04/22,253.91
2019/04/23,254.09
2019/04/24,253.37
2019/04/25,252.14
2019/04/26,252.42
2019/04/27,252.42
2019/04/28,252.42
2019/04/29,253.44
2019/04/30,253.05
2019/05/01,253.05
2019/05/02,252.87
2019/05/03,254.0
2019/05/04,254.0
2019/05/05,254.0
2019/05/06,250.45
2019/05/07,249.8
2019/05/08,248.16
2019/05/09,244.84
2019/05/10,246.17
2019/05/11,246.17
2019/05/12,246.17
2019/05/13,246.17
2019/05/14,242.93
2019/05/15,244.25
2019/05/16,244.78
2019/05/17,243.33
2019/05/18,243.33
2019/05/19,243.33
2019/05/20,242.22
2019/05/21,242.45
2019/05/22,242.22
2019/05/23,239.84
2019/05/24,240.78
2019/05/25,240.78
2019/05/26,240.78
2019/05/27,240.88
2019/05/28,241.09
2019/05/29,239.15
2019/05/30,239.0
2019/05/31,237.77
2019/06/01,237.77
2019/06/02,237.77
2019/06/03,238.02
2019/06/04,238.82
2019/06/05,240.58
2019/06/06,240.95
2019/06/07,240.95
2019/06/08,240.95
2019/06/09,240.95
2019/06/10,244.8
2019/06/11,245.97
2019/06/12,244.16
2019/06/13,244.04
2019/06/14,243.1
2019/06/15,243.1
2019/06/16,243.1
2019/06/17,243.1
2019/06/18,244.85
2019/06/19,247.7
2019/06/20,250.25
2019/06/21,249.27
2019/06/22,249.27
2019/06/23,249.27
2019/06/24,249.73
2019/06/25,248.31
2019/06/26,247.69
2019/06/27,249.55
2019/06/28,250.06
2019/06/29,250.06
2019/06/30,250.06
2019/07/01,250.06
2019/07/02,252.58
2019/07/03,252.74
2019/07/04,252.83
2019/07/05,252.01
2019/07/06,252.01
2019/07/07,252.01
2019/07/08,249.79
2019/07/09,248.93
2019/07/10,249.76
2019/07/11,250.96
2019/07/12,251.28
2019/07/13,251.28
2019/07/14,251.28
2019/07/15,251.89
2019/07/16,251.63
2019/07/17,251.06
2019/07/18,250.36
2019/07/19,251.44
2019/07/20,251.44
2019/07/21,251.44
2019/07/22,250.54
2019/07/23,251.34
2019/07/24,251.97
2019/07/25,251.77
2019/07/26,251.38
2019/07/27,251.38
2019/07/28,251.38
2019/07/29,250.37
2019/07/30,249.85
2019/07/31,248.41
2019/08/01,247.16
2019/08/02,243.73
2019/08/03,243.73
2019/08/04,243.73
2019/08/05,238.76
2019/08/06,238.21
2019/08/07,238.81
2019/08/08,240.93
2019/08/09,239.96
2019/08/10,239.96
2019/08/11,239.96
2019/08/12,239.26
2019/08/13,237.77
2019/08/14,236.36
2019/08/15,236.21
2019/08/16,238.08
2019/08/17,238.08
2019/08/18,238.08
2019/08/19,240.69
2019/08/20,240.36
2019/08/21,241.07
2019/08/22,239.99
2019/08/23,239.14
2019/08/24,239.14
2019/08/25,239.14
2019/08/26,237.74
2019/08/27,238.34
2019/08/28,238.39
2019/08/29,239.45
2019/08/30,240.29
2019/08/31,240.29
2019/09/01,240.29
2019/09/02,239.98
2019/09/03,239.2
2019/09/04,242.81
2019/09/05,244.45
2019/09/06,245.41
2019/09/07,245.41
2019/09/08,245.41
2019/09/09,245.44
2019/09/10,245.08
2019/09/11,246.85
2019/09/12,247.28
2019/09/13,248.34
2019/09/14,248.34
2019/09/15,248.34
2019/09/16,246.95
2019/09/17,246.46
2019/09/18,246.79
2019/09/19,246.56
2019/09/20,246.46
2019/09/21,246.46
2019/09/22,246.46
2019/09/23,245.51
2019/09/24,245.34
2019/09/25,243.77
2019/09/26,244.2
2019/09/27,243.85
2019/09/28,243.85
2019/09/29,243.85
2019/09/30,244.18
2019/10/01,244.18
2019/10/02,241.12
2019/10/03,241.56
2019/10/04,242.09
2019/10/05,242.09
2019/10/06,242.09
2019/10/07,242.09
2019/10/08,241.39
2019/10/09,241.19
2019/10/10,241.91
2019/10/11,245.31
2019/10/12,245.31
2019/10/13,245.31
2019/10/14,245.88
2019/10/15,247.17
2019/10/16,247.62
2019/10/17,248.46
2019/10/18,247.93
2019/10/19,247.93
2019/10/20,247.93
2019/10/21,248.69
2019/10/22,248.59
2019/10/23,248.15
2019/10/24,249.13
2019/10/25,249.24
2019/10/26,249.24
2019/10/27,249.24
2019/10/28,250.35
2019/10/29,250.7
2019/10/30,250.55
2019/10/31,251.3
2019/11/01,252.75
2019/11/02,252.75
2019/11/03,252.75
2019/11/04,254.68
2019/11/05,255.03
2019/11/06,254.99
2019/11/07,255.43
2019/11/08,254.94
2019/11/09,254.94
2019/11/10,254.94
2019/11/11,252.76
2019/11/12,253.63
2019/11/13,252.05
2019/11/14,251.09
2019/11/15,252.15
2019/11/16,252.15
2019/11/17,252.15
2019/11/18,253.34
2019/11/19,254.37
2019/11/20,253.15
2019/11/21,251.37
2019/11/22,252.13
2019/11/23,252.13
2019/11/24,252.13
2019/11/25,254.04
2019/11/26,254.43
2019/11/27,255.03
2019/11/28,254.79
2019/11/29,252.51
2019/11/30,252.51
2019/12/01,252.51
2019/12/02,252.4
2019/12/03,251.74
2019/12/04,251.32
2019/12/05,252.24
2019/12/06,253.87
2019/12/07,253.87
2019/12/08,253.87
2019/12/09,253.92
2019/12/10,253.52
2019/12/11,254.06
2019/12/12,255.6
2019/12/13,258.84
2019/12/14,258.84
2019/12/15,258.84
2019/12/16,259.3
2019/12/17,260.44
2019/12/18,260.09
2019/12/19,260.24
2019/12/20,260.82
2019/12/21,260.82
2019/12/22,260.82
2019/12/23,260.53
2019/12/24,260.5
2019/12/25,260.5
2019/12/26,260.5
2019/12/27,262.43
2019/12/28,262.43
2019/12/29,262.43
2019/12/30,262.22
2019/12/31,262.04
2020/01/01,262.04
2020/01/02,264.07
2020/01/03,262.82
2020/01/04,262.82
2020/01/05,262.82
2020/01/06,261.36
2020/01/07,262.3
2020/01/08,261.19
2020/01/09,263.65
2020/01/10,264.14
2020/01/11,264.14
2020/01/12,264.14
2020/01/13,265.67
2020/01/14,265.82
2020/01/15,265.46
2020/01/16,266.45
2020/01/17,267.51
2020/01/18,267.51
2020/01/19,267.51
2020/01/20,266.73
2020/01/21,263.74
2020/01/22,265.32
2020/01/23,263.01
2020/01/24,262.87
2020/01/25,262.87
2020/01/26,262.87
2020/01/27,262.87
2020/01/28,262.87
2020/01/29,258.62
2020/01/30,255.2
2020/01/31,253.67
2020/02/01,253.67
2020/02/02,253.67
2020/02/03,253.66
2020/02/04,257.11
2020/02/05,258.82
2020/02/06,261.8
2020/02/07,260.78
2020/02/08,260.78
2020/02/09,260.78
2020/02/10,260.22
2020/02/11,261.99
2020/02/12,263.9
2020/02/13,263.31
2020/02/14,263.59
2020/02/15,263.59
2020/02/16,263.59
2020/02/17,263.87
2020/02/18,261.49
2020/02/19,262.44
2020/02/20,261.84
2020/02/21,260.3
2020/02/22,260.3
2020/02/23,260.3
2020/02/24,254.47
2020/02/25,249.59
2020/02/26,249.98
2020/02/27,244.66
2020/02/28,241.03
2020/02/29,241.03
2020/03/01,241.03
2020/03/02,245.09
2020/03/03,244.06
2020/03/04,246.84
2020/03/05,246.75
2020/03/06,242.24
2020/03/07,242.24
2020/03/08,242.24
2020/03/09,228.99
2020/03/10,232.51
2020/03/11,228.0
2020/03/12,210.62
2020/03/13,215.11
2020/03/14,215.11
2020/03/15,215.11
2020/03/16,202.67
2020/03/17,205.11
2020/03/18,196.45
2020/03/19,194.61
2020/03/20,196.65
2020/03/21,196.65
2020/03/22,196.65
2020/03/23,191.65
2020/03/24,203.39
2020/03/25,208.62
2020/03/26,215.17
2020/03/27,212.06
2020/03/28,212.06
2020/03/29,212.06
2020/03/30,213.19
2020/03/31,212.92
2020/04/01,207.76
2020/04/02,208.69
2020/04/03,207.15
2020/04/04,207.15
2020/04/05,207.15
2020/04/06,213.66
2020/04/07,217.2
2020/04/08,218.44
2020/04/09,221.25
2020/04/10,221.25
2020/04/11,221.25
2020/04/12,221.25
2020/04/13,221.25
2020/04/14,224.04
2020/04/15,221.04
2020/04/16,220.75
2020/04/17,225.02
2020/04/18,225.02
2020/04/19,225.02
2020/04/20,224.1
2020/04/21,219.24
2020/04/22,221.21
2020/04/23,222.31
2020/04/24,221.99
2020/04/25,221.99
2020/04/26,221.99
2020/04/27,225.57
2020/04/28,227.01
2020/04/29,228.78
2020/04/30,228.78
2020/05/01,228.78
2020/05/02,228.78
2020/05/03,228.78
2020/05/04,223.27
2020/05/05,225.17
2020/05/06,225.59
2020/05/07,226.13
2020/05/08,229.25
2020/05/09,229.25
2020/05/10,229.25
2020/05/11,229.77
2020/05/12,228.35
2020/05/13,226.98
2020/05/14,225.29
2020/05/15,225.8
2020/05/16,225.8
2020/05/17,225.8
2020/05/18,229.43
2020/05/19,231.13
2020/05/20,232.98
2020/05/21,231.59
2020/05/22,227.36
2020/05/23,227.36
2020/05/24,227.36
2020/05/25,228.97
2020/05/26,232.69
2020/05/27,232.82
2020/05/28,233.75
2020/05/29,233.89
2020/05/30,233.89
2020/05/31,233.89
2020/06/01,237.63
2020/06/02,239.73
2020/06/03,243.44
2020/06/04,244.08
2020/06/05,247.14
2020/06/06,247.14
2020/06/07,247.14
2020/06/08,248.15
2020/06/09,248.42
2020/06/10,248.78
2020/06/11,240.52
2020/06/12,241.3
2020/06/13,241.3
2020/06/14,241.3
2020/06/15,238.69
2020/06/16,244.43
2020/06/17,245.28
2020/06/18,245.36
2020/06/19,246.12
2020/06/20,246.12
2020/06/21,246.12
2020/06/22,246.2
2020/06/23,249.34
2020/06/24,246.46
2020/06/25,246.46
2020/06/26,244.84
2020/06/27,244.84
2020/06/28,244.84
2020/06/29,244.25
2020/06/30,245.71
2020/07/01,245.71
2020/07/02,249.98
2020/07/03,251.57
2020/07/04,251.57
2020/07/05,251.57
2020/07/06,256.54
2020/07/07,254.87
2020/07/08,256.56
2020/07/09,257.32
2020/07/10,256.38
2020/07/11,256.38
2020/07/12,256.38
2020/07/13,257.49
2020/07/14,255.85
2020/07/15,258.28
2020/07/16,254.46
2020/07/17,255.75
2020/07/18,255.75
2020/07/19,255.75
2020/07/20,256.85
2020/07/21,260.82
2020/07/22,258.87
2020/07/23,259.26
2020/07/24,255.46
2020/07/25,255.46
2020/07/26,255.46
2020/07/27,256.86
2020/07/28,258.0
2020/07/29,258.88
2020/07/30,257.47
2020/07/31,256.65
2020/08/01,256.65
2020/08/02,256.65
2020/08/03,258.28
2020/08/04,261.34
2020/08/05,263.52
2020/08/06,263.52
2020/08/07,261.77
2020/08/08,261.77
2020/08/09,261.77
2020/08/10,261.36
2020/08/11,263.13
2020/08/12,264.62
2020/08/13,265.11
2020/08/14,264.81
2020/08/15,264.81
2020/08/16,264.81
2020/08/17,265.88
2020/08/18,267.04
2020/08/19,266.45
2020/08/20,263.93
2020/08/21,265.31
2020/08/22,265.31
2020/08/23,265.31
2020/08/24,269.25
2020/08/25,269.21
2020/08/26,270.88
2020/08/27,270.53
2020/08/28,271.81
2020/08/29,271.81
2020/08/30,271.81
2020/08/31,270.01
2020/09/01,271.43
2020/09/02,273.39
2020/09/03,270.02
2020/09/04,266.77
2020/09/05,266.77
2020/09/06,266.77
2020/09/07,266.2
2020/09/08,264.21
2020/09/09,264.6
2020/09/10,263.9
2020/09/11,265.32
2020/09/12,265.32
2020/09/13,265.32
2020/09/14,267.82
2020/09/15,269.21
2020/09/16,269.92
2020/09/17,267.33
2020/09/18,267.74
2020/09/19,267.74
2020/09/20,267.74
2020/09/21,263.14
2020/09/22,262.68
2020/09/23,261.93
2020/09/24,258.61
2020/09/25,258.69
2020/09/26,258.69
2020/09/27,258.69
2020/09/28,262.12
2020/09/29,261.9
2020/09/30,262.67
2020/10/01,262.67
2020/10/02,262.67
2020/10/03,262.67
2020/10/04,262.67
2020/10/05,265.98
2020/10/06,267.16
2020/10/07,269.02
2020/10/08,270.46
2020/10/09,271.5
2020/10/10,271.5
2020/10/11,271.5
2020/10/12,274.88
2020/10/13,274.88
2020/10/14,273.82
2020/10/15,269.87
2020/10/16,270.8
2020/10/17,270.8
2020/10/18,270.8
2020/10/19,270.5
2020/10/20,271.26
2020/10/21,272.24
2020/10/22,271.77
