Date,65歲後基金_Price,大中華股票基金_Price,中港動態資產配置基金_Price,中港基金_Price,日本股票基金_Price,北美股票基金_Price,全球基金_Price,均衡組合_Price,亞洲股票基金_Price,亞洲債券基金_Price,亞歐基金_Price,美洲基金_Price,香港股票基金_Price,核心累積基金_Price,基金經理精選退休基金_Price,強積金保守基金_Price,富達增長基金_Price,富達穩定資本基金_Price,富達穩定增長基金_Price,綠色退休基金_Price,增長組合_Price,歐洲股票基金_Price,環球債券基金_Price,穩定資本組合_Price
20/9/2006,,139.96,,,169.35,105.54,,138.96,139.45,,,,196.55,,,105.98,,,,101.33,149.91,189.66,,134.35
21/9/2006,,141.04,,,171.09,104.87,,139.48,139.77,,,,198.4,,,105.98,,,,101.43,150.6,190.62,,134.8
22/9/2006,,141.13,,,170.11,104.69,,139.64,138.46,,,,198.29,,,105.99,,,,100.94,150.24,189.74,,135.21
23/9/2006,,141.13,,,170.11,104.69,,139.64,138.46,,,,198.29,,,106,,,,100.94,150.24,189.74,,135.21
24/9/2006,,141.13,,,170.11,104.69,,139.64,138.46,,,,198.29,,,106.01,,,,100.94,150.24,189.74,,135.21
25/9/2006,,140.52,,,169.41,105.65,,139.52,138.27,,,,197.67,,,106.01,,,,101.24,149.95,188.3,,135.17
26/9/2006,,138.74,,,168.84,106.51,,139.29,137.96,,,,195.31,,,106.02,,,,101.96,149.62,189.67,,134.99
27/9/2006,,140.02,,,172.85,106.59,,139.85,140.09,,,,197.37,,,106.03,,,,102.66,150.98,191.21,,135.19
28/9/2006,,139.32,,,173.94,106.78,,139.89,140.26,,,,197.26,,,106.04,,,,102.76,151.14,190.95,,135.18
29/9/2006,,139.51,,,174.57,106.48,,139.77,140.65,,,,197.15,,,106.04,,,,102.66,151.08,190.74,,135.03
30/9/2006,,139.51,,,174.57,106.48,,139.77,140.65,,,,197.15,,,106.05,,,,102.66,151.08,190.74,,135.03
1/10/2006,,139.51,,,174.57,106.48,,139.77,140.65,,,,197.15,,,106.06,,,,102.66,151.08,190.74,,135.03
2/10/2006,,139.51,,,174.57,106.48,,139.77,140.65,,,,197.15,,,106.06,,,,102.66,151.08,190.74,,135.03
3/10/2006,,140.18,,,174.78,106.06,,140.07,141.56,,,,198.09,,,106.07,,,,102.76,151.52,191.65,,135.26
4/10/2006,,139.97,,,172.77,107.32,,140.05,140.01,,,,198.56,,,106.08,,,,103.44,151.51,191.84,,135.23
5/10/2006,,141.74,,,176.18,107.52,,140.77,142.08,,,,201.1,,,106.09,,,,104.09,152.97,193.35,,135.6
6/10/2006,,141.34,,,174.47,107.05,,140.29,141.76,,,,200.79,,,106.09,,,,103.53,152.46,192.1,,135.14
7/10/2006,,141.34,,,174.47,107.05,,140.29,141.76,,,,200.79,,,106.1,,,,103.53,152.46,192.1,,135.14
8/10/2006,,141.34,,,174.47,107.05,,140.29,141.76,,,,200.79,,,106.11,,,,103.53,152.46,192.1,,135.14
9/10/2006,,140.64,,,174.46,107.15,,139.73,140.33,,,,198.71,,,106.12,,,,103.62,151.72,192.64,,134.64
10/10/2006,,141.42,,,173.46,107.43,,139.77,141.34,,,,199.97,,,106.12,,,,103.81,152.12,193.12,,134.51
11/10/2006,,141.9,,,172.49,107.02,,139.61,142.06,,,,200.45,,,106.13,,,,103.51,151.98,193.35,,134.32
12/10/2006,,141.4,,,171.51,108.01,,139.73,142.49,,,,200.34,,,106.14,,,,104.2,152.33,194.84,,134.33
13/10/2006,,142.57,,,172.6,108.31,,140.06,144.47,,,,201.21,,,106.14,,,,104.4,153.02,194.88,,134.51
14/10/2006,,142.57,,,172.6,108.31,,140.06,144.47,,,,201.21,,,106.15,,,,104.4,153.02,194.88,,134.51
15/10/2006,,142.57,,,172.6,108.31,,140.06,144.47,,,,201.21,,,106.16,,,,104.4,153.02,194.88,,134.51
16/10/2006,,142.65,,,175.56,108.71,,140.2,145.34,,,,201.18,,,106.17,,,,104.92,153.4,195.2,,134.54
17/10/2006,,142.15,,,175.4,108.34,,140.05,144.4,,,,200.78,,,106.17,,,,104.33,152.8,193.46,,134.61
18/10/2006,,142.14,,,175.02,108.34,,140.29,144.5,,,,201.55,,,106.18,,,,104.82,153.31,194.98,,134.72
19/10/2006,,142.33,,,176.44,108.41,,140.38,144.47,,,,201.64,,,106.19,,,,105.22,153.5,196.32,,134.78
20/10/2006,,143.4,,,176.89,108.5,,140.94,145,,,,203.18,,,106.2,,,,105.32,154.25,196.9,,135.25
21/10/2006,,143.4,,,176.89,108.5,,140.94,145,,,,203.18,,,106.2,,,,105.32,154.25,196.9,,135.25
22/10/2006,,143.4,,,176.89,108.5,,140.94,145,,,,203.18,,,106.21,,,,105.32,154.25,196.9,,135.25
23/10/2006,,143.19,,,177.72,109.02,,140.78,144.71,,,,202.86,,,106.22,,,,105.63,154.25,196.41,,135.01
24/10/2006,,143.28,,,177.35,109.11,,140.66,144.63,,,,203.24,,,106.22,,,,105.63,154.21,196.4,,134.85
25/10/2006,,143.47,,,177.13,109.5,,140.93,145.5,,,,203.13,,,106.23,,,,106.02,154.55,197.86,,135.09
26/10/2006,,144.64,,,179.39,110.09,,141.72,146.83,,,,204.69,,,106.24,,,,106.51,155.6,199.1,,135.78
27/10/2006,,144.14,,,179.96,109.2,,141.87,147.19,,,,203.8,,,106.25,,,,106.21,155.32,199.47,,136.14
28/10/2006,,144.14,,,179.96,109.2,,141.87,147.19,,,,203.8,,,106.25,,,,106.21,155.32,199.47,,136.14
29/10/2006,,144.14,,,179.96,109.2,,141.87,147.19,,,,203.8,,,106.26,,,,106.21,155.32,199.47,,136.14
30/10/2006,,144.14,,,179.96,109.2,,141.87,147.19,,,,203.8,,,106.27,,,,106.21,155.32,199.47,,136.14
31/10/2006,,144.11,,,177.16,109.24,,141.98,147.34,,,,204.54,,,106.28,,,,106.01,155.11,199.21,,136.4
1/11/2006,,145.58,,,178.69,108.74,,142.63,148.22,,,,206.6,,,106.28,,,,105.81,155.91,200.05,,136.98
2/11/2006,,147.45,,,178.31,108.44,,142.73,148.49,,,,209.05,,,106.29,,,,105.81,156.29,199.2,,136.94
3/11/2006,,148.82,,,178.3,108.24,,142.66,148.72,,,,209.91,,,106.3,,,,105.53,156.42,199.01,,136.78
4/11/2006,,148.82,,,178.3,108.24,,142.66,148.72,,,,209.91,,,106.3,,,,105.53,156.42,199.01,,136.78
5/11/2006,,148.82,,,178.3,108.24,,142.66,148.72,,,,209.91,,,106.31,,,,105.53,156.42,199.01,,136.78
6/11/2006,,149.68,,,175.57,109.41,,142.81,148.76,,,,211.74,,,106.32,,,,106.51,157.06,201.01,,136.68
7/11/2006,,150.94,,,176.86,109.77,,143.45,150.76,,,,212.41,,,106.33,,,,107.13,157.95,203.45,,137.21
8/11/2006,,150.15,,,174.05,110.25,,143.24,149.45,,,,210.74,,,106.33,,,,106.92,157.36,203,,137.18
9/11/2006,,150.73,,,172.79,109.66,,143.33,149.81,,,,212.59,,,106.34,,,,106.63,157.57,202.87,,137.21
10/11/2006,,151.12,,,172.93,109.95,,143.68,150.87,,,,212.77,,,106.35,,,,106.73,157.84,203.58,,137.59
11/11/2006,,151.12,,,172.93,109.95,,143.68,150.87,,,,212.77,,,106.35,,,,106.73,157.84,203.58,,137.59
12/11/2006,,151.12,,,172.93,109.95,,143.68,150.87,,,,212.77,,,106.36,,,,106.73,157.84,203.58,,137.59
13/11/2006,,151.1,,,170.38,110.25,,143.59,149.93,,,,212.84,,,106.37,,,,106.73,157.69,203.36,,137.53
14/11/2006,,151.97,,,173.99,110.73,,143.86,150.97,,,,213.51,,,106.37,,,,107.12,158.34,202.91,,137.64
15/11/2006,,153.43,,,172.7,110.92,,144.26,151.41,,,,216.43,,,106.38,,,,107.52,159.23,204.01,,137.8
16/11/2006,,154.01,,,172.1,111.21,,144.2,151.74,,,,217.2,,,106.39,,,,107.52,159.29,204.26,,137.68
17/11/2006,,154.78,,,171.61,111.3,,144.26,151.75,,,,218.84,,,106.39,,,,107.42,159.3,202.99,,137.76
18/11/2006,,154.78,,,171.61,111.3,,144.26,151.75,,,,218.84,,,106.4,,,,107.42,159.3,202.99,,137.76
19/11/2006,,154.78,,,171.61,111.3,,144.26,151.75,,,,218.84,,,106.41,,,,107.42,159.3,202.99,,137.76
20/11/2006,,153.88,,,166.15,111.18,,143.89,150.72,,,,216.96,,,106.41,,,,107.13,158.38,203.53,,137.64
21/11/2006,,154.65,,,165.68,111.39,,144.13,151.2,,,,217.82,,,106.42,,,,107.43,158.81,204.03,,137.8
22/11/2006,,157.18,,,170.33,111.58,,145.18,153.6,,,,221.12,,,106.43,,,,108.12,160.59,205.48,,138.52
23/11/2006,,157.56,,,170.27,111.58,,145.42,154.1,,,,221.4,,,106.43,,,,108.02,160.77,205.04,,138.8
24/11/2006,,157.55,,,170.17,111.09,,145.51,153.68,,,,221.1,,,106.44,,,,107.81,160.61,205.55,,139
25/11/2006,,157.55,,,170.17,111.09,,145.51,153.68,,,,221.1,,,106.45,,,,107.81,160.61,205.55,,139
26/11/2006,,157.55,,,170.17,111.09,,145.51,153.68,,,,221.1,,,106.46,,,,107.81,160.61,205.55,,139
27/11/2006,,157.53,,,171.63,109.75,,145.59,154.6,,,,220.48,,,106.46,,,,106.66,160.28,202.77,,139.29
28/11/2006,,153.45,,,172.1,110.05,,144.7,152.27,,,,213.76,,,106.47,,,,106.86,158.46,202.81,,138.84
29/11/2006,,155.48,,,174.25,111.03,,145.71,154.56,,,,216.66,,,106.48,,,,108.06,160.32,205.72,,139.47
30/11/2006,,157.77,,,177.59,111.02,,146.37,156.65,,,,219.83,,,106.48,,,,108.44,161.5,206.51,,139.89
1/12/2006,,157.85,,,178.53,110.81,,146.71,156.43,,,,218.08,,,106.48,,,,108.25,161.41,206.62,,140.46
2/12/2006,,157.85,,,178.53,110.81,,146.71,156.43,,,,218.08,,,106.48,,,,108.25,161.41,206.62,,140.46
3/12/2006,,157.85,,,178.53,110.81,,146.71,156.43,,,,218.08,,,106.49,,,,108.25,161.41,206.62,,140.46
4/12/2006,,157.83,,,178.81,111.8,,147,156.01,,,,218.34,,,106.5,,,,108.65,161.81,207.26,,140.7
5/12/2006,,158.21,,,178.14,112.29,,147.37,156.93,,,,220.68,,,106.5,,,,109.03,162.64,208.5,,140.87
6/12/2006,,159.76,,,180.16,111.91,,147.67,158.39,,,,221.94,,,106.51,,,,109.12,163.29,209,,141.03
7/12/2006,,159.07,,,180.56,111.61,,147.34,158.21,,,,219.98,,,106.52,,,,109.12,162.9,209.97,,140.72
8/12/2006,,157.6,,,179.09,111.71,,146.96,156.4,,,,218.9,,,106.52,,,,109.12,162.39,210.38,,140.4
9/12/2006,,157.6,,,179.09,111.71,,146.96,156.4,,,,218.9,,,106.53,,,,109.12,162.39,210.38,,140.4
10/12/2006,,157.6,,,179.09,111.71,,146.96,156.4,,,,218.9,,,106.53,,,,109.12,162.39,210.38,,140.4
11/12/2006,,157.97,,,178.2,112.06,,146.81,155.88,,,,220.62,,,106.54,,,,109.22,162.64,209.88,,140.06
12/12/2006,,156.69,,,178.73,111.85,,146.88,155,,,,220.71,,,106.55,,,,109.42,162.56,210.46,,140.2
13/12/2006,,155.21,,,178.67,111.96,,146.8,154.99,,,,219.14,,,106.55,,,,109.71,162.44,211.66,,140.13
14/12/2006,,157.16,,,179.5,112.82,,147.09,157.44,,,,221.85,,,106.56,,,,110.4,163.5,212.08,,140.09
15/12/2006,,158.52,,,180.28,112.91,,147.23,157.72,,,,223.88,,,106.57,,,,110.4,164.11,212.26,,140.02
16/12/2006,,158.52,,,180.28,112.91,,147.23,157.72,,,,223.88,,,106.57,,,,110.4,164.11,212.26,,140.02
17/12/2006,,158.52,,,180.28,112.91,,147.23,157.72,,,,223.88,,,106.58,,,,110.4,164.11,212.26,,140.02
18/12/2006,,160.06,,,180.37,112.58,,147.34,158.13,,,,225.2,,,106.59,,,,110.3,164.5,211.91,,140
19/12/2006,,158.88,,,178.21,112.97,,146.81,156.69,,,,223.15,,,106.59,,,,110.4,163.46,212.07,,139.69
20/12/2006,,161.02,,,180.22,112.86,,147.8,159.03,,,,226.84,,,106.6,,,,110.6,165.02,213.08,,140.44
21/12/2006,,160.53,,,180.4,112.46,,147.63,158.57,,,,226.93,,,106.6,,,,110.3,164.78,212.22,,140.3
22/12/2006,,161.2,,,179.49,111.86,,147.66,158.59,,,,228.28,,,106.61,,,,110.01,164.86,211.43,,140.3
23/12/2006,,161.2,,,179.49,111.86,,147.66,158.59,,,,228.28,,,106.62,,,,110.01,164.86,211.43,,140.3
24/12/2006,,161.2,,,179.49,111.86,,147.66,158.59,,,,228.28,,,106.62,,,,110.01,164.86,211.43,,140.3
25/12/2006,,161.2,,,179.49,111.86,,147.66,158.59,,,,228.28,,,106.63,,,,110.01,164.86,211.43,,140.3
26/12/2006,,161.2,,,179.49,111.86,,147.66,158.59,,,,228.28,,,106.64,,,,110.01,164.86,211.43,,140.3
27/12/2006,,164.57,,,179.83,113.08,,148.28,159.08,,,,233.09,,,106.64,,,,110.91,166.6,212.96,,140.42
28/12/2006,,166.21,,,179.47,112.98,,148.62,160.1,,,,236.48,,,106.65,,,,110.91,167.41,213.4,,140.55
29/12/2006,,167.56,,,179.45,112.31,,148.73,160.61,,,,237.05,,,106.65,,,,110.71,167.54,213.66,,140.65
30/12/2006,,167.56,,,179.45,112.31,,148.73,160.61,,,,237.05,,,106.66,,,,110.71,167.54,213.66,,140.65
31/12/2006,,167.56,,,179.45,112.31,,148.73,160.61,,,,237.05,,,106.67,,,,110.71,167.54,213.66,,140.65
1/1/2007,,167.56,,,179.45,112.31,,148.73,160.61,,,,237.05,,,106.67,,,,110.71,167.54,213.66,,140.65
2/1/2007,,170.46,,,179.48,112.36,,150.05,162.69,,,,242.15,,,106.68,,,,111.4,169.67,218.24,,141.61
3/1/2007,,172.1,,,179.53,112.41,,150.21,162.31,,,,243.21,,,106.69,,,,111.1,169.89,216.85,,141.74
4/1/2007,,170.06,,,181.01,112.67,,149.25,160.1,,,,238.82,,,106.69,,,,110.91,168.3,213.89,,141.07
5/1/2007,,170.44,,,179.5,111.87,,148.84,158.68,,,,240.85,,,106.7,,,,109.84,167.85,210.81,,140.66
6/1/2007,,170.44,,,179.5,111.87,,148.84,158.68,,,,240.85,,,106.71,,,,109.84,167.85,210.81,,140.66
7/1/2007,,170.44,,,179.5,111.87,,148.84,158.68,,,,240.85,,,106.71,,,,109.84,167.85,210.81,,140.66
8/1/2007,,168.87,,,179.53,112.22,,148.6,156.46,,,,240.13,,,106.72,,,,109.94,167.53,211.02,,140.44
9/1/2007,,167.79,,,179.72,112.2,,148.43,157.28,,,,237.69,,,106.72,,,,109.94,167.16,211.43,,140.37
10/1/2007,,164.96,,,176.49,112.38,,147.17,154.36,,,,233.4,,,106.73,,,,109.43,165.11,209.17,,139.45
11/1/2007,,163.68,,,174.79,113.06,,147.05,155.47,,,,232.51,,,106.74,,,,110.14,165.13,211.47,,139.26
12/1/2007,,166.01,,,177.9,113.43,,147.71,158.47,,,,236.09,,,106.74,,,,110.95,166.79,213.33,,139.49
13/1/2007,,166.01,,,177.9,113.43,,147.71,158.47,,,,236.09,,,106.75,,,,110.95,166.79,213.33,,139.49
14/1/2007,,166.01,,,177.9,113.43,,147.71,158.47,,,,236.09,,,106.76,,,,110.95,166.79,213.33,,139.49
15/1/2007,,169.8,,,179.62,113.42,,148.94,160.99,,,,242.17,,,106.76,,,,111.34,168.98,214.53,,140.3
16/1/2007,,170.57,,,179.41,113.41,,148.88,160.88,,,,242.54,,,106.77,,,,111.15,168.81,213.09,,140.29
17/1/2007,,170.56,,,180.41,113.37,,149.01,160.89,,,,243.11,,,106.77,,,,111.24,169.02,213.34,,140.38
18/1/2007,,171.14,,,180.92,113.06,,149.28,161.73,,,,244.84,,,106.78,,,,111.15,169.59,213.26,,140.52
19/1/2007,,170.93,,,181.31,113.51,,149.42,161.32,,,,245.12,,,106.79,,,,111.54,169.79,214.74,,140.63
20/1/2007,,170.93,,,181.31,113.51,,149.42,161.32,,,,245.12,,,106.79,,,,111.54,169.79,214.74,,140.63
21/1/2007,,170.93,,,181.31,113.51,,149.42,161.32,,,,245.12,,,106.8,,,,111.54,169.79,214.74,,140.63
22/1/2007,,173.34,,,182.56,113,,149.99,162.71,,,,249.65,,,106.81,,,,111.13,170.87,214.34,,140.97
23/1/2007,,172.74,,,183,113.35,,149.97,162.98,,,,248.96,,,106.81,,,,111.63,170.93,215.54,,140.91
24/1/2007,,173.32,,,184.07,114.12,,150.4,163.42,,,,248.85,,,106.82,,,,112.23,171.66,216.73,,141.22
25/1/2007,,171.75,,,183.17,113.01,,149.72,162.46,,,,246.12,,,106.83,,,,111.43,170.47,215.85,,140.76
26/1/2007,,168.62,,,181.59,112.98,,148.63,159.89,,,,241.64,,,106.83,,,,110.84,168.67,213.37,,139.99
27/1/2007,,168.62,,,181.59,112.98,,148.63,159.89,,,,241.64,,,106.84,,,,110.84,168.67,213.37,,139.99
28/1/2007,,168.62,,,181.59,112.98,,148.63,159.89,,,,241.64,,,106.84,,,,110.84,168.67,213.37,,139.99
29/1/2007,,167.71,,,181.66,112.75,,148.57,159.45,,,,241.51,,,106.85,,,,111.03,168.7,214.54,,139.89
30/1/2007,,169.18,,,182.22,113.43,,149.19,160.19,,,,244.51,,,106.86,,,,111.71,169.72,215.61,,140.32
31/1/2007,,166.73,,,182.3,114.13,,148.85,159.63,,,,240.7,,,106.86,,,,111.91,168.92,215.54,,140.2
1/2/2007,,167.41,,,184.6,114.72,,149.84,161,,,,243.41,,,106.87,,,,112.9,170.56,218.57,,140.91
2/2/2007,,168.58,,,183.52,115,,150.22,162.78,,,,245.73,,,106.88,,,,113,171.4,219.01,,141.08
3/2/2007,,168.58,,,183.52,115,,150.22,162.78,,,,245.73,,,106.88,,,,113,171.4,219.01,,141.08
4/2/2007,,168.58,,,183.52,115,,150.22,162.78,,,,245.73,,,106.89,,,,113,171.4,219.01,,141.08
5/2/2007,,168.75,,,181.9,115.06,,150,162.59,,,,244.92,,,106.9,,,,112.8,170.97,218.4,,140.95
6/2/2007,,170.89,,,182.38,115.15,,150.64,163.64,,,,247.62,,,106.9,,,,113.39,172.12,219.56,,141.37
7/2/2007,,172.06,,,181.38,115.24,,151.04,164.39,,,,249.26,,,106.91,,,,113.79,172.69,221.47,,141.7
8/2/2007,,172.73,,,180,115.1,,151.06,163.8,,,,251.29,,,106.91,,,,113.29,172.64,220.07,,141.72
9/2/2007,,172.72,,,181.93,114.31,,151.01,163.64,,,,250.99,,,106.92,,,,112.99,172.75,220.69,,141.62
10/2/2007,,172.72,,,181.93,114.31,,151.01,163.64,,,,250.99,,,106.93,,,,112.99,172.75,220.69,,141.62
11/2/2007,,172.72,,,181.93,114.31,,151.01,163.64,,,,250.99,,,106.93,,,,112.99,172.75,220.69,,141.62
12/2/2007,,171.73,,,181.92,114.09,,150.51,162.01,,,,250.76,,,106.94,,,,112.5,172.02,218.5,,141.2
13/2/2007,,168.81,,,183.18,114.87,,149.95,161.46,,,,245.13,,,106.95,,,,113.39,171.06,219.63,,140.83
14/2/2007,,169.48,,,184.77,115.83,,150.93,163.98,,,,245.89,,,106.95,,,,114.57,172.45,223.34,,141.65
15/2/2007,,171.59,,,188.2,115.75,,152,165.59,,,,249.17,,,106.96,,,,114.76,173.86,222.61,,142.57
16/2/2007,,172.16,,,187.89,115.46,,152.09,165.53,,,,250.51,,,106.97,,,,114.76,174.06,222.22,,142.61
17/2/2007,,172.16,,,187.89,115.46,,152.09,165.53,,,,250.51,,,106.97,,,,114.76,174.06,222.22,,142.61
18/2/2007,,172.16,,,187.89,115.46,,152.09,165.53,,,,250.51,,,106.98,,,,114.76,174.06,222.22,,142.61
19/2/2007,,172.16,,,187.89,115.46,,152.09,165.53,,,,250.51,,,106.98,,,,114.76,174.06,222.22,,142.61
20/2/2007,,172.16,,,187.89,115.46,,152.09,165.53,,,,250.51,,,106.99,,,,114.76,174.06,222.22,,142.61
21/2/2007,,172.7,,,186.84,115.59,,152.2,166.42,,,,251.42,,,107,,,,114.47,174.23,221.16,,142.69
22/2/2007,,173.66,,,187.67,115.59,,152.32,166.83,,,,253.06,,,107,,,,114.57,174.72,221.67,,142.65
23/2/2007,,173.55,,,188.83,115.18,,152.41,166.99,,,,252.36,,,107.01,,,,114.57,174.73,222.62,,142.78
24/2/2007,,173.55,,,188.83,115.18,,152.41,166.99,,,,252.36,,,107.02,,,,114.57,174.73,222.62,,142.78
25/2/2007,,173.55,,,188.83,115.18,,152.41,166.99,,,,252.36,,,107.02,,,,114.57,174.73,222.62,,142.78
26/2/2007,,173.82,,,189.45,115.29,,152.69,167.91,,,,250.77,,,107.03,,,,114.86,174.81,223.98,,143.17
27/2/2007,,171.1,,,192.12,111.56,,151.07,166.73,,,,245.24,,,107.04,,,,111.87,171.02,217.07,,142.5
28/2/2007,,167.61,,,186.77,112.22,,149.87,161.69,,,,238.36,,,107.04,,,,111.68,168.45,214.32,,141.89
1/3/2007,,163.67,,,186.38,111.93,,148.85,160.35,,,,233.89,,,107.05,,,,111.2,166.48,211.37,,141.28
2/3/2007,,162.49,,,185.15,110.76,,148.81,159.03,,,,233.41,,,107.05,,,,110.57,166.38,210.75,,141.26
3/3/2007,,162.49,,,185.15,110.76,,148.81,159.03,,,,233.41,,,107.06,,,,110.57,166.38,210.75,,141.26
4/3/2007,,162.49,,,185.15,110.76,,148.81,159.03,,,,233.41,,,107.07,,,,110.57,166.38,210.75,,141.26
5/3/2007,,153.62,,,180.53,109.86,,146.45,152.71,,,,221.43,,,107.07,,,,108.96,161.56,206.76,,139.95
6/3/2007,,156.95,,,183.13,111.32,,147.66,156.21,,,,227.02,,,107.08,,,,110.64,164.21,209.69,,140.54
7/3/2007,,158.11,,,182.43,111.1,,148,157.5,,,,227.88,,,107.09,,,,110.85,164.66,211.63,,140.83
8/3/2007,,161.23,,,184.5,111.97,,149.13,158.79,,,,232.21,,,107.09,,,,111.63,166.87,214.43,,141.49
9/3/2007,,161.81,,,183.95,112.18,,149.02,159.58,,,,233.07,,,107.1,,,,111.73,167.08,214.65,,141.25
10/3/2007,,161.81,,,183.95,112.18,,149.02,159.58,,,,233.07,,,107.1,,,,111.73,167.08,214.65,,141.25
11/3/2007,,161.81,,,183.95,112.18,,149.02,159.58,,,,233.07,,,107.11,,,,111.73,167.08,214.65,,141.25
12/3/2007,,164.99,,,186.08,112.46,,149.77,161.96,,,,237,,,107.12,,,,112.12,168.45,214.45,,141.72
13/3/2007,,164.69,,,185.42,110.01,,149.4,161.98,,,,235.92,,,107.12,,,,110.54,167.28,211.89,,141.69
14/3/2007,,160.8,,,181.29,110.77,,148.05,158.29,,,,229.94,,,107.13,,,,109.74,164.43,207,,141
15/3/2007,,162.24,,,181.61,111.16,,148.64,161.28,,,,231.75,,,107.14,,,,110.63,165.74,211.07,,141.27
16/3/2007,,162.04,,,180.57,110.58,,148.66,161.67,,,,231.55,,,107.14,,,,110.53,165.55,211.67,,141.39
17/3/2007,,162.04,,,180.57,110.58,,148.66,161.67,,,,231.55,,,107.15,,,,110.53,165.55,211.67,,141.39
18/3/2007,,162.04,,,180.57,110.58,,148.66,161.67,,,,231.55,,,107.16,,,,110.53,165.55,211.67,,141.39
19/3/2007,,163.38,,,181.39,111.74,,149.48,162.98,,,,234.71,,,107.16,,,,111.83,167.3,214.34,,141.8
20/3/2007,,164.26,,,183.04,112.3,,149.91,163.9,,,,236.16,,,107.17,,,,112.62,168.11,215.54,,142.06
21/3/2007,,165.13,,,183.03,113.86,,150.65,164.79,,,,238.1,,,107.17,,,,113.81,169.45,217.43,,142.55
22/3/2007,,166.98,,,184.5,113.77,,151.57,167.97,,,,240.61,,,107.18,,,,114.4,171.06,220.95,,143.17
23/3/2007,,168.25,,,185.48,113.96,,151.41,167.92,,,,240.99,,,107.19,,,,114.6,171.22,220.66,,142.86
24/3/2007,,168.25,,,185.48,113.96,,151.41,167.92,,,,240.99,,,107.19,,,,114.6,171.22,220.66,,142.86
25/3/2007,,168.25,,,185.48,113.96,,151.41,167.92,,,,240.99,,,107.2,,,,114.6,171.22,220.66,,142.86
26/3/2007,,169.4,,,185.4,113.93,,151.46,169.3,,,,242.22,,,107.21,,,,114.6,171.41,219.56,,142.86
27/3/2007,,169,,,184.04,113.42,,151.29,168.74,,,,241.23,,,107.21,,,,114.11,171.02,219.92,,142.79
28/3/2007,,167.23,,,184.87,112.55,,150.85,166.74,,,,238.9,,,107.22,,,,113.41,170.02,219.16,,142.59
29/3/2007,,168.89,,,182.64,113.11,,151.24,168.03,,,,241.21,,,107.23,,,,113.81,170.98,220.51,,142.72
30/3/2007,,169.17,,,183.35,112.91,,151.21,168.82,,,,241.49,,,107.23,,,,113.61,171.05,220.23,,142.65
31/3/2007,,169.17,,,183.35,112.91,,151.21,168.82,,,,241.49,,,107.24,,,,113.61,171.05,220.23,,142.65
1/4/2007,,169.17,,,183.35,112.91,,151.21,168.82,,,,241.49,,,107.24,,,,113.61,171.05,220.23,,142.65
2/4/2007,,169.05,,,181,112.98,,151.29,168.74,,,,241.46,,,107.25,,,,114.11,171.06,222.32,,142.76
3/4/2007,,170.32,,,181.9,113.84,,152.03,170.37,,,,244.07,,,107.26,,,,115.01,172.62,224.76,,143.15
4/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.26,,,,115.3,174.27,225.48,,143.58
5/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.27,,,,115.3,174.27,225.48,,143.58
6/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.28,,,,115.3,174.27,225.48,,143.58
7/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.28,,,,115.3,174.27,225.48,,143.58
8/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.29,,,,115.3,174.27,225.48,,143.58
9/4/2007,,173.13,,,184.61,114.22,,152.84,173.44,,,,248.42,,,107.3,,,,115.3,174.27,225.48,,143.58
10/4/2007,,174.54,,,184.12,114.56,,153.46,175.15,,,,251.16,,,107.3,,,,116.19,175.56,227.85,,143.9
11/4/2007,,174.92,,,183.99,113.9,,153.57,175.96,,,,251.34,,,107.31,,,,115.8,175.67,227.78,,144.01
12/4/2007,,174.52,,,182.91,114.65,,153.49,175.69,,,,250.84,,,107.31,,,,116.09,175.55,228.15,,143.95
13/4/2007,,174.12,,,179.74,114.93,,153.57,175.85,,,,250.44,,,107.32,,,,116.49,175.65,229.88,,144.01
14/4/2007,,174.12,,,179.74,114.93,,153.57,175.85,,,,250.44,,,107.33,,,,116.49,175.65,229.88,,144.01
15/4/2007,,174.12,,,179.74,114.93,,153.57,175.85,,,,250.44,,,107.33,,,,116.49,175.65,229.88,,144.01
16/4/2007,,176.33,,,181.19,115.99,,154.66,177.09,,,,254.35,,,107.34,,,,117.75,177.61,233.07,,144.73
17/4/2007,,175.35,,,180.86,116.19,,154.66,177.16,,,,254.63,,,107.35,,,,117.95,177.55,233.46,,144.75
18/4/2007,,175.24,,,183.77,116.56,,155.04,177.86,,,,253.94,,,107.35,,,,118.15,177.84,232.83,,145.19
19/4/2007,,171.72,,,181.34,116.56,,154.06,174.92,,,,248.7,,,107.36,,,,117.74,175.88,232.28,,144.64
20/4/2007,,173.67,,,180.36,117.52,,154.82,177.07,,,,251.69,,,107.37,,,,118.74,177.42,235.3,,145.05
21/4/2007,,173.67,,,180.36,117.52,,154.82,177.07,,,,251.69,,,107.37,,,,118.74,177.42,235.3,,145.05
22/4/2007,,173.67,,,180.36,117.52,,154.82,177.07,,,,251.69,,,107.38,,,,118.74,177.42,235.3,,145.05
