Date,65歲後基金_Price,大中華股票基金_Price,中港動態資產配置基金_Price,中港基金_Price,日本股票基金_Price,北美股票基金_Price,全球基金_Price,均衡組合_Price,亞洲股票基金_Price,亞洲債券基金_Price,亞歐基金_Price,美洲基金_Price,香港股票基金_Price,核心累積基金_Price,基金經理精選退休基金_Price,強積金保守基金_Price,富達增長基金_Price,富達穩定資本基金_Price,富達穩定增長基金_Price,綠色退休基金_Price,增長組合_Price,歐洲股票基金_Price,環球債券基金_Price,穩定資本組合_Price
1/12/2000,,,,,,,,100,,,,,,,,100,,,,,100,,,100
2/12/2000,,,,,,,,100,,,,,,,,100,,,,,100,,,100
3/12/2000,,,,,,,,100,,,,,,,,100,,,,,100,,,100
4/12/2000,,,,,,,,99.89,,,,,,,,100.03,,,,,99.9,,,99.89
5/12/2000,,,,,,,,100.56,,,,,,,,100.05,,,,,101,,,100.29
6/12/2000,,,,,,,,101.04,,,,,,,,100.06,,,,,101.63,,,100.7
7/12/2000,,,,,,,,100.98,,,,,,,,100.07,,,,,101.35,,,100.76
8/12/2000,,,,,,,,101.22,,,,,,,,100.09,,,,,101.83,,,100.85
9/12/2000,,,,,,,,101.67,,,,,,,,100.13,,,,,102.66,,,101.1
10/12/2000,,,,,,,,101.67,,,,,,,,100.13,,,,,102.66,,,101.1
11/12/2000,,,,,,,,101.67,,,,,,,,100.13,,,,,102.66,,,101.1
12/12/2000,,,,,,,,101.41,,,,,,,,100.14,,,,,102.33,,,100.88
13/12/2000,,,,,,,,101.62,,,,,,,,100.15,,,,,102.59,,,101.06
14/12/2000,,,,,,,,101.43,,,,,,,,100.16,,,,,101.91,,,101.14
15/12/2000,,,,,,,,100.58,,,,,,,,100.18,,,,,100.24,,,100.74
16/12/2000,,,,,,,,100.62,,,,,,,,100.22,,,,,100.25,,,100.8
17/12/2000,,,,,,,,100.62,,,,,,,,100.22,,,,,100.25,,,100.8
18/12/2000,,,,,,,,100.62,,,,,,,,100.22,,,,,100.25,,,100.8
19/12/2000,,,,,,,,100.4,,,,,,,,100.23,,,,,99.9,,,100.64
20/12/2000,,,,,,,,100.06,,,,,,,,100.24,,,,,99.15,,,100.51
21/12/2000,,,,,,,,99.83,,,,,,,,100.25,,,,,98.7,,,100.4
22/12/2000,,,,,,,,100.22,,,,,,,,100.26,,,,,99.25,,,100.69
23/12/2000,,,,,,,,100.74,,,,,,,,100.33,,,,,100.14,,,100.98
24/12/2000,,,,,,,,100.74,,,,,,,,100.33,,,,,100.14,,,100.98
25/12/2000,,,,,,,,100.74,,,,,,,,100.33,,,,,100.14,,,100.98
26/12/2000,,,,,,,,100.74,,,,,,,,100.33,,,,,100.14,,,100.98
27/12/2000,,,,,,,,100.74,,,,,,,,100.33,,,,,100.14,,,100.98
28/12/2000,,,,,,,,100.76,,,,,,,,100.34,,,,,100.29,,,100.92
29/12/2000,,,,,,,,101.12,,,,,,,,100.36,,,,,100.7,,,101.24
30/12/2000,,,,,,,,100.95,,,,,,,,100.41,,,,,100.06,,,101.31
31/12/2000,,,,,,,,100.95,,,,,,,,100.41,,,,,100.06,,,101.31
1/1/2001,,,,,,,,100.95,,,,,,,,100.41,,,,,100.06,,,101.31
2/1/2001,,,,,,,,100.95,,,,,,,,100.41,,,,,100.06,,,101.31
3/1/2001,,,,,,,,101.11,,,,,,,,100.42,,,,,100.29,,,101.45
4/1/2001,,,,,,,,101.99,,,,,,,,100.43,,,,,101.66,,,102.02
5/1/2001,,,,,,,,102.35,,,,,,,,100.45,,,,,102,,,102.4
6/1/2001,,,,,,,,102.33,,,,,,,,100.48,,,,,101.85,,,102.46
7/1/2001,,,,,,,,102.33,,,,,,,,100.48,,,,,101.85,,,102.46
8/1/2001,,,,,,,,102.33,,,,,,,,100.48,,,,,101.85,,,102.46
9/1/2001,,,,,,,,101.97,,,,,,,,100.49,,,,,101.43,,,102.14
10/1/2001,,,,,,,,101.75,,,,,,,,100.51,,,,,101.14,,,101.96
11/1/2001,,,,,,,,101.45,,,,,,,,100.52,,,,,100.55,,,101.8
12/1/2001,,,,,,,,101.52,,,,,,,,100.53,,,,,100.9,,,101.72
13/1/2001,,,,,,,,101.35,,,,,,,,100.57,,,,,100.79,,,101.52
14/1/2001,,,,,,,,101.35,,,,,,,,100.57,,,,,100.79,,,101.52
15/1/2001,,,,,,,,101.35,,,,,,,,100.57,,,,,100.79,,,101.52
16/1/2001,,,,,,,,101.57,,,,,,,,100.58,,,,,101.19,,,101.64
17/1/2001,,,,,,,,101.7,,,,,,,,100.59,,,,,101.52,,,101.66
18/1/2001,,,,,,,,102.62,,,,,,,,100.6,,,,,102.79,,,102.38
19/1/2001,,,,,,,,102.83,,,,,,,,100.61,,,,,103.24,,,102.47
20/1/2001,,,,,,,,102.93,,,,,,,,100.65,,,,,103.4,,,102.54
21/1/2001,,,,,,,,102.93,,,,,,,,100.65,,,,,103.4,,,102.54
22/1/2001,,,,,,,,102.93,,,,,,,,100.65,,,,,103.4,,,102.54
23/1/2001,,,,,,,,103,,,,,,,,100.66,,,,,103.54,,,102.56
24/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
25/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
26/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
27/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
28/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
29/1/2001,,,,,,,,102.71,,,,,,,,100.73,,,,,103.2,,,102.31
30/1/2001,,,,,,,,102.88,,,,,,,,100.74,,,,,103.36,,,102.48
31/1/2001,,,,,,,,103.38,,,,,,,,100.75,,,,,103.96,,,102.92
1/2/2001,,,,,,,,103.78,,,,,,,,100.76,,,,,104.37,,,103.33
2/2/2001,,,,,,,,103.17,,,,,,,,100.77,,,,,103.45,,,102.88
3/2/2001,,,,,,,,102.85,,,,,,,,100.81,,,,,102.83,,,102.72
4/2/2001,,,,,,,,102.85,,,,,,,,100.81,,,,,102.83,,,102.72
5/2/2001,,,,,,,,102.85,,,,,,,,100.81,,,,,102.83,,,102.72
6/2/2001,,,,,,,,102.77,,,,,,,,100.82,,,,,102.75,,,102.63
7/2/2001,,,,,,,,102.56,,,,,,,,100.83,,,,,102.41,,,102.48
8/2/2001,,,,,,,,102.06,,,,,,,,100.84,,,,,101.78,,,102.08
9/2/2001,,,,,,,,101.91,,,,,,,,100.85,,,,,101.45,,,102.03
10/2/2001,,,,,,,,102.2,,,,,,,,100.88,,,,,101.83,,,102.26
11/2/2001,,,,,,,,102.2,,,,,,,,100.88,,,,,101.83,,,102.26
12/2/2001,,,,,,,,102.2,,,,,,,,100.88,,,,,101.83,,,102.26
13/2/2001,,,,,,,,102.09,,,,,,,,100.89,,,,,101.7,,,102.17
14/2/2001,,,,,,,,101.75,,,,,,,,100.9,,,,,101.25,,,101.89
15/2/2001,,,,,,,,101.55,,,,,,,,100.91,,,,,101.28,,,101.58
16/2/2001,,,,,,,,101.37,,,,,,,,100.92,,,,,100.79,,,101.57
17/2/2001,,,,,,,,101.32,,,,,,,,100.95,,,,,100.55,,,101.63
18/2/2001,,,,,,,,101.32,,,,,,,,100.95,,,,,100.55,,,101.63
19/2/2001,,,,,,,,101.32,,,,,,,,100.95,,,,,100.55,,,101.63
20/2/2001,,,,,,,,100.99,,,,,,,,100.96,,,,,100.2,,,101.33
21/2/2001,,,,,,,,100.57,,,,,,,,100.97,,,,,99.54,,,101.07
22/2/2001,,,,,,,,100.17,,,,,,,,100.98,,,,,98.96,,,100.79
23/2/2001,,,,,,,,100.12,,,,,,,,100.99,,,,,98.9,,,100.76
24/2/2001,,,,,,,,100.53,,,,,,,,101.02,,,,,99.4,,,101.11
25/2/2001,,,,,,,,100.53,,,,,,,,101.02,,,,,99.4,,,101.11
26/2/2001,,,,,,,,100.53,,,,,,,,101.02,,,,,99.4,,,101.11
27/2/2001,,,,,,,,100.53,,,,,,,,101.03,,,,,99.13,,,101.26
28/2/2001,,,,,,,,100.36,,,,,,,,101.04,,,,,98.71,,,101.22
1/3/2001,,,,,,,,100.01,,,,,,,,101.06,,,,,97.92,,,101.13
2/3/2001,,,,,,,,99.54,,,,,,,,101.07,,,,,97.05,,,100.87
3/3/2001,,,,,,,,99.61,,,,,,,,101.1,,,,,97.31,,,100.83
4/3/2001,,,,,,,,99.61,,,,,,,,101.1,,,,,97.31,,,100.83
5/3/2001,,,,,,,,99.61,,,,,,,,101.1,,,,,97.31,,,100.83
6/3/2001,,,,,,,,100.18,,,,,,,,101.11,,,,,98.29,,,101.16
7/3/2001,,,,,,,,100.22,,,,,,,,101.12,,,,,98.34,,,101.2
8/3/2001,,,,,,,,100.24,,,,,,,,101.13,,,,,98.33,,,101.24
9/3/2001,,,,,,,,99.74,,,,,,,,101.14,,,,,97.53,,,100.93
10/3/2001,,,,,,,,98.32,,,,,,,,101.17,,,,,95.29,,,100.02
11/3/2001,,,,,,,,98.32,,,,,,,,101.17,,,,,95.29,,,100.02
12/3/2001,,,,,,,,98.32,,,,,,,,101.17,,,,,95.29,,,100.02
13/3/2001,,,,,,,,97.65,,,,,,,,101.18,,,,,94.34,,,99.53
14/3/2001,,,,,,,,97.05,,,,,,,,101.19,,,,,93.38,,,99.15
15/3/2001,,,,,,,,97.4,,,,,,,,101.2,,,,,93.93,,,99.37
16/3/2001,,,,,,,,96.93,,,,,,,,101.21,,,,,93.29,,,99.02
17/3/2001,,,,,,,,96.92,,,,,,,,101.24,,,,,93.32,,,98.98
18/3/2001,,,,,,,,96.92,,,,,,,,101.24,,,,,93.32,,,98.98
19/3/2001,,,,,,,,96.92,,,,,,,,101.24,,,,,93.32,,,98.98
20/3/2001,,,,,,,,96.66,,,,,,,,101.25,,,,,92.87,,,98.82
21/3/2001,,,,,,,,96.4,,,,,,,,101.26,,,,,92.51,,,98.68
22/3/2001,,,,,,,,95.27,,,,,,,,101.27,,,,,90.87,,,97.86
23/3/2001,,,,,,,,95.87,,,,,,,,101.28,,,,,91.97,,,98.16
24/3/2001,,,,,,,,96.85,,,,,,,,101.31,,,,,93.65,,,98.74
25/3/2001,,,,,,,,96.85,,,,,,,,101.31,,,,,93.65,,,98.74
26/3/2001,,,,,,,,96.85,,,,,,,,101.31,,,,,93.65,,,98.74
27/3/2001,,,,,,,,97.07,,,,,,,,101.32,,,,,93.92,,,98.92
28/3/2001,,,,,,,,96.57,,,,,,,,101.33,,,,,93.39,,,98.45
29/3/2001,,,,,,,,96.03,,,,,,,,101.34,,,,,92.49,,,98.11
30/3/2001,,,,,,,,96.12,,,,,,,,101.35,,,,,92.72,,,98.12
31/3/2001,,,,,,,,95.76,,,,,,,,101.38,,,,,92.2,,,97.84
1/4/2001,,,,,,,,95.76,,,,,,,,101.38,,,,,92.2,,,97.84
2/4/2001,,,,,,,,95.76,,,,,,,,101.38,,,,,92.2,,,97.84
3/4/2001,,,,,,,,95.11,,,,,,,,101.38,,,,,91.26,,,97.39
4/4/2001,,,,,,,,94.97,,,,,,,,101.39,,,,,90.77,,,97.45
5/4/2001,,,,,,,,95.78,,,,,,,,101.41,,,,,92.09,,,97.95
6/4/2001,,,,,,,,95.78,,,,,,,,101.41,,,,,92.09,,,97.95
7/4/2001,,,,,,,,95.7,,,,,,,,101.44,,,,,91.7,,,98.05
8/4/2001,,,,,,,,95.7,,,,,,,,101.44,,,,,91.7,,,98.05
9/4/2001,,,,,,,,95.7,,,,,,,,101.44,,,,,91.7,,,98.05
10/4/2001,,,,,,,,95.91,,,,,,,,101.45,,,,,92.19,,,98.07
11/4/2001,,,,,,,,96.3,,,,,,,,101.46,,,,,93.1,,,98.15
12/4/2001,,,,,,,,97.03,,,,,,,,101.47,,,,,94.38,,,98.56
13/4/2001,,,,,,,,96.39,,,,,,,,101.51,,,,,93.52,,,98.06
14/4/2001,,,,,,,,96.39,,,,,,,,101.51,,,,,93.52,,,98.06
15/4/2001,,,,,,,,96.39,,,,,,,,101.51,,,,,93.52,,,98.06
16/4/2001,,,,,,,,96.39,,,,,,,,101.51,,,,,93.52,,,98.06
17/4/2001,,,,,,,,96.39,,,,,,,,101.51,,,,,93.52,,,98.06
18/4/2001,,,,,,,,97.5,,,,,,,,101.52,,,,,95.42,,,98.69
19/4/2001,,,,,,,,98.75,,,,,,,,101.53,,,,,97.21,,,99.61
20/4/2001,,,,,,,,98.54,,,,,,,,101.54,,,,,96.73,,,99.55
21/4/2001,,,,,,,,98.36,,,,,,,,101.56,,,,,96.28,,,99.54
22/4/2001,,,,,,,,98.36,,,,,,,,101.56,,,,,96.28,,,99.54
23/4/2001,,,,,,,,98.36,,,,,,,,101.56,,,,,96.28,,,99.54
24/4/2001,,,,,,,,98.11,,,,,,,,101.57,,,,,95.92,,,99.36
25/4/2001,,,,,,,,98.27,,,,,,,,101.58,,,,,96.26,,,99.42
26/4/2001,,,,,,,,98.59,,,,,,,,101.59,,,,,96.72,,,99.66
27/4/2001,,,,,,,,98.83,,,,,,,,101.59,,,,,97.11,,,99.81
28/4/2001,,,,,,,,99.81,,,,,,,,101.63,,,,,98.85,,,100.32
29/4/2001,,,,,,,,99.81,,,,,,,,101.63,,,,,98.85,,,100.32
30/4/2001,,,,,,,,99.81,,,,,,,,101.63,,,,,98.85,,,100.32
1/5/2001,,,,,,,,99.81,,,,,,,,101.63,,,,,98.85,,,100.32
2/5/2001,,,,,,,,99.81,,,,,,,,101.63,,,,,98.85,,,100.32
3/5/2001,,,,,,,,99.58,,,,,,,,101.64,,,,,98.32,,,100.29
4/5/2001,,,,,,,,99.58,,,,,,,,101.65,,,,,98.3,,,100.3
5/5/2001,,,,,,,,99.99,,,,,,,,101.67,,,,,98.91,,,100.59
6/5/2001,,,,,,,,99.99,,,,,,,,101.67,,,,,98.91,,,100.59
7/5/2001,,,,,,,,99.99,,,,,,,,101.67,,,,,98.91,,,100.59
8/5/2001,,,,,,,,99.69,,,,,,,,101.68,,,,,98.38,,,100.43
9/5/2001,,,,,,,,99.49,,,,,,,,101.69,,,,,98.12,,,100.26
10/5/2001,,,,,,,,99.67,,,,,,,,101.69,,,,,98.38,,,100.39
11/5/2001,,,,,,,,99.4,,,,,,,,101.7,,,,,98.17,,,100.08
12/5/2001,,,,,,,,98.58,,,,,,,,101.72,,,,,97.18,,,99.37
13/5/2001,,,,,,,,98.58,,,,,,,,101.72,,,,,97.18,,,99.37
14/5/2001,,,,,,,,98.58,,,,,,,,101.72,,,,,97.18,,,99.37
15/5/2001,,,,,,,,98.79,,,,,,,,101.73,,,,,97.58,,,99.46
16/5/2001,,,,,,,,99.2,,,,,,,,101.74,,,,,98.15,,,99.76
17/5/2001,,,,,,,,99.86,,,,,,,,101.75,,,,,99.08,,,100.24
18/5/2001,,,,,,,,99.77,,,,,,,,101.75,,,,,98.92,,,100.2
19/5/2001,,,,,,,,100.28,,,,,,,,101.78,,,,,99.85,,,100.46
20/5/2001,,,,,,,,100.28,,,,,,,,101.78,,,,,99.85,,,100.46
21/5/2001,,,,,,,,100.28,,,,,,,,101.78,,,,,99.85,,,100.46
22/5/2001,,,,,,,,100.3,,,,,,,,101.78,,,,,99.95,,,100.44
23/5/2001,,,,,,,,100,,,,,,,,101.79,,,,,99.6,,,100.17
24/5/2001,,,,,,,,99.95,,,,,,,,101.79,,,,,99.57,,,100.12
25/5/2001,,,,,,,,99.7,,,,,,,,101.8,,,,,99.17,,,99.95
26/5/2001,,,,,,,,99.73,,,,,,,,101.82,,,,,99.19,,,99.99
27/5/2001,,,,,,,,99.73,,,,,,,,101.82,,,,,99.19,,,99.99
28/5/2001,,,,,,,,99.73,,,,,,,,101.82,,,,,99.19,,,99.99
29/5/2001,,,,,,,,99.51,,,,,,,,101.83,,,,,98.87,,,99.84
30/5/2001,,,,,,,,98.91,,,,,,,,101.83,,,,,97.82,,,99.49
31/5/2001,,,,,,,,98.64,,,,,,,,101.84,,,,,97.27,,,99.38
1/6/2001,,,,,,,,98.64,,,,,,,,101.84,,,,,97.23,,,99.42
2/6/2001,,,,,,,,99,,,,,,,,101.86,,,,,97.68,,,99.72
3/6/2001,,,,,,,,99,,,,,,,,101.86,,,,,97.68,,,99.72
4/6/2001,,,,,,,,99,,,,,,,,101.86,,,,,97.68,,,99.72
5/6/2001,,,,,,,,99.2,,,,,,,,101.87,,,,,98.06,,,99.8
6/6/2001,,,,,,,,99.22,,,,,,,,101.88,,,,,97.93,,,99.9
7/6/2001,,,,,,,,99.48,,,,,,,,101.88,,,,,98.5,,,99.99
8/6/2001,,,,,,,,99.5,,,,,,,,101.89,,,,,98.53,,,100
9/6/2001,,,,,,,,98.97,,,,,,,,101.91,,,,,97.72,,,99.65
10/6/2001,,,,,,,,98.97,,,,,,,,101.91,,,,,97.72,,,99.65
11/6/2001,,,,,,,,98.97,,,,,,,,101.91,,,,,97.72,,,99.65
12/6/2001,,,,,,,,98.42,,,,,,,,101.91,,,,,96.86,,,99.27
13/6/2001,,,,,,,,98.44,,,,,,,,101.92,,,,,96.75,,,99.35
14/6/2001,,,,,,,,98.08,,,,,,,,101.93,,,,,96,,,99.22
15/6/2001,,,,,,,,97.95,,,,,,,,101.93,,,,,95.57,,,99.26
16/6/2001,,,,,,,,97.48,,,,,,,,101.95,,,,,94.82,,,98.96
17/6/2001,,,,,,,,97.48,,,,,,,,101.95,,,,,94.82,,,98.96
18/6/2001,,,,,,,,97.48,,,,,,,,101.95,,,,,94.82,,,98.96
19/6/2001,,,,,,,,97.56,,,,,,,,101.96,,,,,95.05,,,98.96
20/6/2001,,,,,,,,97.43,,,,,,,,101.96,,,,,94.86,,,98.86
21/6/2001,,,,,,,,97.81,,,,,,,,101.97,,,,,95.51,,,99.09
22/6/2001,,,,,,,,97.84,,,,,,,,101.98,,,,,95.54,,,99.12
23/6/2001,,,,,,,,97.73,,,,,,,,102,,,,,95.22,,,99.14
24/6/2001,,,,,,,,97.73,,,,,,,,102,,,,,95.22,,,99.14
25/6/2001,,,,,,,,97.73,,,,,,,,102,,,,,95.22,,,99.14
26/6/2001,,,,,,,,97.73,,,,,,,,102,,,,,95.22,,,99.14
27/6/2001,,,,,,,,97.54,,,,,,,,102.01,,,,,94.98,,,98.98
28/6/2001,,,,,,,,97.28,,,,,,,,102.01,,,,,94.72,,,98.7
29/6/2001,,,,,,,,97.42,,,,,,,,102.02,,,,,95.41,,,98.51
30/6/2001,,,,,,,,97.63,,,,,,,,102.04,,,,,95.72,,,98.68
1/7/2001,,,,,,,,97.63,,,,,,,,102.04,,,,,95.72,,,98.68
2/7/2001,,,,,,,,97.63,,,,,,,,102.04,,,,,95.72,,,98.68
3/7/2001,,,,,,,,97.63,,,,,,,,102.04,,,,,95.72,,,98.68
4/7/2001,,,,,,,,97.48,,,,,,,,102.05,,,,,95.56,,,98.53
5/7/2001,,,,,,,,96.91,,,,,,,,102.06,,,,,94.61,,,98.19
6/7/2001,,,,,,,,96.16,,,,,,,,102.08,,,,,93.28,,,97.78
7/7/2001,,,,,,,,96.16,,,,,,,,102.08,,,,,93.28,,,97.78
8/7/2001,,,,,,,,96.16,,,,,,,,102.08,,,,,93.28,,,97.78
9/7/2001,,,,,,,,96.16,,,,,,,,102.08,,,,,93.28,,,97.78
10/7/2001,,,,,,,,96.2,,,,,,,,102.08,,,,,93.29,,,97.84
11/7/2001,,,,,,,,96.02,,,,,,,,102.09,,,,,92.79,,,97.86
12/7/2001,,,,,,,,96.56,,,,,,,,102.09,,,,,93.66,,,98.21
13/7/2001,,,,,,,,96.47,,,,,,,,102.1,,,,,93.53,,,98.13
14/7/2001,,,,,,,,96.27,,,,,,,,102.11,,,,,93.17,,,98.02
15/7/2001,,,,,,,,96.27,,,,,,,,102.11,,,,,93.17,,,98.02
16/7/2001,,,,,,,,96.27,,,,,,,,102.11,,,,,93.17,,,98.02
17/7/2001,,,,,,,,96.05,,,,,,,,102.12,,,,,92.85,,,97.88
18/7/2001,,,,,,,,96.18,,,,,,,,102.12,,,,,92.79,,,98.1
19/7/2001,,,,,,,,96.42,,,,,,,,102.13,,,,,92.88,,,98.43
20/7/2001,,,,,,,,96.43,,,,,,,,102.14,,,,,92.78,,,98.51
21/7/2001,,,,,,,,95.97,,,,,,,,102.15,,,,,92.04,,,98.21
22/7/2001,,,,,,,,95.97,,,,,,,,102.15,,,,,92.04,,,98.21
23/7/2001,,,,,,,,95.97,,,,,,,,102.15,,,,,92.04,,,98.21
24/7/2001,,,,,,,,95.78,,,,,,,,102.16,,,,,91.69,,,98.11
25/7/2001,,,,,,,,96.02,,,,,,,,102.17,,,,,92.02,,,98.32
26/7/2001,,,,,,,,96.02,,,,,,,,102.17,,,,,92.02,,,98.32
27/7/2001,,,,,,,,96.32,,,,,,,,102.17,,,,,92.48,,,98.51
28/7/2001,,,,,,,,96.16,,,,,,,,102.19,,,,,92.18,,,98.42
29/7/2001,,,,,,,,96.16,,,,,,,,102.19,,,,,92.18,,,98.42
30/7/2001,,,,,,,,96.16,,,,,,,,102.19,,,,,92.18,,,98.42
31/7/2001,,,,,,,,96.7,,,,,,,,102.19,,,,,93.08,,,98.75
1/8/2001,,,,,,,,97.17,,,,,,,,102.2,,,,,93.75,,,99.08
2/8/2001,,,,,,,,97.45,,,,,,,,102.21,,,,,94.24,,,99.25
3/8/2001,,,,,,,,97.12,,,,,,,,102.21,,,,,93.68,,,99.06
4/8/2001,,,,,,,,96.68,,,,,,,,102.23,,,,,93,,,98.75
5/8/2001,,,,,,,,96.68,,,,,,,,102.23,,,,,93,,,98.75
6/8/2001,,,,,,,,96.68,,,,,,,,102.23,,,,,93,,,98.75
7/8/2001,,,,,,,,96.57,,,,,,,,102.23,,,,,92.89,,,98.66
8/8/2001,,,,,,,,96.24,,,,,,,,102.24,,,,,92.33,,,98.47
9/8/2001,,,,,,,,95.95,,,,,,,,102.24,,,,,91.51,,,98.5
10/8/2001,,,,,,,,96.34,,,,,,,,102.25,,,,,91.91,,,98.89
11/8/2001,,,,,,,,96.25,,,,,,,,102.26,,,,,91.65,,,98.89
12/8/2001,,,,,,,,96.25,,,,,,,,102.26,,,,,91.65,,,98.89
13/8/2001,,,,,,,,96.25,,,,,,,,102.26,,,,,91.65,,,98.89
14/8/2001,,,,,,,,96.84,,,,,,,,102.27,,,,,92.6,,,99.27
15/8/2001,,,,,,,,97.27,,,,,,,,102.27,,,,,93.08,,,99.65
16/8/2001,,,,,,,,97.05,,,,,,,,102.28,,,,,92.41,,,99.71
17/8/2001,,,,,,,,96.85,,,,,,,,102.29,,,,,92.06,,,99.6
18/8/2001,,,,,,,,96.56,,,,,,,,102.3,,,,,91.51,,,99.48
19/8/2001,,,,,,,,96.56,,,,,,,,102.3,,,,,91.51,,,99.48
20/8/2001,,,,,,,,96.56,,,,,,,,102.3,,,,,91.51,,,99.48
21/8/2001,,,,,,,,96.52,,,,,,,,102.31,,,,,91.59,,,99.35
22/8/2001,,,,,,,,96.6,,,,,,,,102.31,,,,,91.62,,,99.46
23/8/2001,,,,,,,,96.42,,,,,,,,102.32,,,,,91.41,,,99.31
24/8/2001,,,,,,,,96.47,,,,,,,,102.32,,,,,91.53,,,99.31
25/8/2001,,,,,,,,96.51,,,,,,,,102.34,,,,,91.66,,,99.29
26/8/2001,,,,,,,,96.51,,,,,,,,102.34,,,,,91.66,,,99.29
27/8/2001,,,,,,,,96.51,,,,,,,,102.34,,,,,91.66,,,99.29
28/8/2001,,,,,,,,96.33,,,,,,,,102.34,,,,,91.21,,,99.26
29/8/2001,,,,,,,,96.27,,,,,,,,102.35,,,,,90.94,,,99.33
30/8/2001,,,,,,,,95.99,,,,,,,,102.35,,,,,90.49,,,99.16
31/8/2001,,,,,,,,95.77,,,,,,,,102.35,,,,,89.97,,,99.14
1/9/2001,,,,,,,,95.31,,,,,,,,102.37,,,,,89.28,,,98.81
2/9/2001,,,,,,,,95.31,,,,,,,,102.37,,,,,89.28,,,98.81
3/9/2001,,,,,,,,95.31,,,,,,,,102.37,,,,,89.28,,,98.81
4/9/2001,,,,,,,,95.5,,,,,,,,102.37,,,,,89.79,,,98.8
5/9/2001,,,,,,,,94.78,,,,,,,,102.38,,,,,89.1,,,98.07
6/9/2001,,,,,,,,94.2,,,,,,,,102.38,,,,,88.15,,,97.71
7/9/2001,,,,,,,,93.88,,,,,,,,102.39,,,,,87.33,,,97.7
8/9/2001,,,,,,,,93.86,,,,,,,,102.4,,,,,86.94,,,97.92
9/9/2001,,,,,,,,93.86,,,,,,,,102.4,,,,,86.94,,,97.92
10/9/2001,,,,,,,,93.86,,,,,,,,102.4,,,,,86.94,,,97.92
15/9/2001,,,,,,,,91.61,,,,,,,,102.43,,,,,82.41,,,97.08
16/9/2001,,,,,,,,91.61,,,,,,,,102.43,,,,,82.41,,,97.08
17/9/2001,,,,,,,,91.61,,,,,,,,102.43,,,,,82.41,,,97.08
18/9/2001,,,,,,,,91.49,,,,,,,,102.43,,,,,82.35,,,96.93
19/9/2001,,,,,,,,91.74,,,,,,,,102.44,,,,,82.73,,,97.12
20/9/2001,,,,,,,,91.01,,,,,,,,102.44,,,,,81.48,,,96.73
21/9/2001,,,,,,,,90,,,,,,,,102.44,,,,,79.8,,,96.16
22/9/2001,,,,,,,,90.8,,,,,,,,102.45,,,,,81.31,,,96.5
23/9/2001,,,,,,,,90.8,,,,,,,,102.45,,,,,81.31,,,96.5
24/9/2001,,,,,,,,90.8,,,,,,,,102.45,,,,,81.31,,,96.5
25/9/2001,,,,,,,,91.07,,,,,,,,102.45,,,,,81.77,,,96.64
26/9/2001,,,,,,,,91.23,,,,,,,,102.46,,,,,81.83,,,96.86
27/9/2001,,,,,,,,91.76,,,,,,,,102.46,,,,,82.64,,,97.22
28/9/2001,,,,,,,,92.44,,,,,,,,102.46,,,,,83.95,,,97.52
29/9/2001,,,,,,,,92.97,,,,,,,,102.48,,,,,84.62,,,97.96
30/9/2001,,,,,,,,92.97,,,,,,,,102.48,,,,,84.62,,,97.96
1/10/2001,,,,,,,,92.97,,,,,,,,102.48,,,,,84.62,,,97.96
2/10/2001,,,,,,,,92.97,,,,,,,,102.48,,,,,84.62,,,97.96
3/10/2001,,,,,,,,92.97,,,,,,,,102.48,,,,,84.62,,,97.96
4/10/2001,,,,,,,,93.66,,,,,,,,102.48,,,,,85.81,,,98.34
5/10/2001,,,,,,,,93.93,,,,,,,,102.48,,,,,86.13,,,98.58
6/10/2001,,,,,,,,93.52,,,,,,,,102.49,,,,,85.38,,,98.37
7/10/2001,,,,,,,,93.52,,,,,,,,102.49,,,,,85.38,,,98.37
8/10/2001,,,,,,,,93.52,,,,,,,,102.49,,,,,85.38,,,98.37
9/10/2001,,,,,,,,93.82,,,,,,,,102.49,,,,,85.87,,,98.56
10/10/2001,,,,,,,,93.75,,,,,,,,102.49,,,,,86.03,,,98.34
11/10/2001,,,,,,,,94.21,,,,,,,,102.49,,,,,86.87,,,98.56
12/10/2001,,,,,,,,93.89,,,,,,,,102.5,,,,,86.7,,,98.15
13/10/2001,,,,,,,,93.86,,,,,,,,102.5,,,,,86.36,,,98.33
14/10/2001,,,,,,,,93.86,,,,,,,,102.5,,,,,86.36,,,98.33
15/10/2001,,,,,,,,93.86,,,,,,,,102.5,,,,,86.36,,,98.33
16/10/2001,,,,,,,,94.01,,,,,,,,102.5,,,,,86.66,,,98.39
17/10/2001,,,,,,,,94.22,,,,,,,,102.5,,,,,87.03,,,98.5
18/10/2001,,,,,,,,93.42,,,,,,,,102.51,,,,,85.84,,,97.94
19/10/2001,,,,,,,,93.32,,,,,,,,102.51,,,,,85.67,,,97.88
20/10/2001,,,,,,,,93.32,,,,,,,,102.51,,,,,85.81,,,97.8
