Date,中港基金_Price
2012/03/23,112.05
2012/03/24,112.05
2012/03/25,112.05
2012/03/26,112.11
2012/03/27,114.26
2012/03/28,113.18
2012/03/29,111.56
2012/03/30,111.5
2012/03/31,111.5
2012/04/01,111.5
2012/04/02,111.37
2012/04/03,113.02
2012/04/04,113.02
2012/04/05,111.97
2012/04/06,111.97
2012/04/07,111.97
2012/04/08,111.97
2012/04/09,111.97
2012/04/10,110.6
2012/04/11,109.52
2012/04/12,110.65
2012/04/13,112.92
2012/04/14,112.92
2012/04/15,112.92
2012/04/16,112.26
2012/04/17,111.96
2012/04/18,113.18
2012/04/19,114.33
2012/04/20,114.09
2012/04/21,114.09
2012/04/22,114.09
2012/04/23,112.12
2012/04/24,112.29
2012/04/25,112.31
2012/04/26,113.16
2012/04/27,112.29
2012/04/28,112.29
2012/04/29,112.29
2012/04/30,114.71
2012/05/01,114.71
2012/05/02,115.95
2012/05/03,115.17
2012/05/04,114.31
2012/05/05,114.31
2012/05/06,114.31
2012/05/07,111.13
2012/05/08,111.05
2012/05/09,109.86
2012/05/10,109.32
2012/05/11,107.94
2012/05/12,107.94
2012/05/13,107.94
2012/05/14,106.67
2012/05/15,107.63
2012/05/16,104.35
2012/05/17,104.2
2012/05/18,102.82
2012/05/19,102.82
2012/05/20,102.82
2012/05/21,102.95
2012/05/22,103.58
2012/05/23,102.17
2012/05/24,101.78
2012/05/25,102.04
2012/05/26,102.04
2012/05/27,102.04
2012/05/28,102.68
2012/05/29,104.13
2012/05/30,102.39
2012/05/31,102.53
2012/06/01,102.27
2012/06/02,102.27
2012/06/03,102.27
2012/06/04,99.82
2012/06/05,100.26
2012/06/06,102.23
2012/06/07,102.68
2012/06/08,101.72
2012/06/09,101.72
2012/06/10,101.72
2012/06/11,104.21
2012/06/12,103.84
2012/06/13,104.81
2012/06/14,103.94
2012/06/15,106.32
2012/06/16,106.32
2012/06/17,106.32
2012/06/18,107.1
2012/06/19,107.0
2012/06/20,107.39
2012/06/21,106.14
2012/06/22,104.52
2012/06/23,104.52
2012/06/24,104.52
2012/06/25,103.86
2012/06/26,104.34
2012/06/27,105.3
2012/06/28,104.27
2012/06/29,106.24
2012/06/30,106.24
2012/07/01,106.24
2012/07/02,106.24
2012/07/03,107.94
2012/07/04,107.71
2012/07/05,108.36
2012/07/06,108.09
2012/07/07,108.09
2012/07/08,108.09
2012/07/09,106.08
2012/07/10,105.77
2012/07/11,105.92
2012/07/12,103.74
2012/07/13,104.13
2012/07/14,104.13
2012/07/15,104.13
2012/07/16,104.16
2012/07/17,106.03
2012/07/18,104.89
2012/07/19,106.89
2012/07/20,107.22
2012/07/21,107.22
2012/07/22,107.22
2012/07/23,103.99
2012/07/24,103.13
2012/07/25,103.21
2012/07/26,103.29
2012/07/27,105.31
2012/07/28,105.31
2012/07/29,105.31
2012/07/30,107.04
2012/07/31,107.96
2012/08/01,108.19
2012/08/02,107.78
2012/08/03,107.51
2012/08/04,107.51
2012/08/05,107.51
2012/08/06,109.1
2012/08/07,109.62
2012/08/08,109.42
2012/08/09,110.7
2012/08/10,109.94
2012/08/11,109.94
2012/08/12,109.94
2012/08/13,109.55
2012/08/14,110.79
2012/08/15,109.43
2012/08/16,108.95
2012/08/17,110.0
2012/08/18,110.0
2012/08/19,110.0
2012/08/20,109.67
2012/08/21,109.98
2012/08/22,108.62
2012/08/23,109.96
2012/08/24,108.54
2012/08/25,108.54
2012/08/26,108.54
2012/08/27,108.1
2012/08/28,108.06
2012/08/29,107.73
2012/08/30,106.39
2012/08/31,106.01
2012/09/01,106.01
2012/09/02,106.01
2012/09/03,106.45
2012/09/04,105.57
2012/09/05,104.06
2012/09/06,104.76
2012/09/07,108.3
2012/09/08,108.3
2012/09/09,108.3
2012/09/10,108.23
2012/09/11,108.2
2012/09/12,109.47
2012/09/13,109.25
2012/09/14,112.33
2012/09/15,112.33
2012/09/16,112.33
2012/09/17,112.42
2012/09/18,112.02
2012/09/19,113.64
2012/09/20,112.1
2012/09/21,112.92
2012/09/22,112.92
2012/09/23,112.92
2012/09/24,112.63
2012/09/25,112.8
2012/09/26,111.69
2012/09/27,113.26
2012/09/28,113.38
2012/09/29,113.38
2012/09/30,113.38
2012/10/01,113.38
2012/10/02,113.38
2012/10/03,113.35
2012/10/04,113.63
2012/10/05,114.33
2012/10/06,114.33
2012/10/07,114.33
2012/10/08,113.18
2012/10/09,114.09
2012/10/10,114.24
2012/10/11,114.82
2012/10/12,115.72
2012/10/13,115.72
2012/10/14,115.72
2012/10/15,116.0
2012/10/16,115.94
2012/10/17,117.29
2012/10/18,118.01
2012/10/19,118.09
2012/10/20,118.09
2012/10/21,118.09
2012/10/22,119.05
2012/10/23,119.05
2012/10/24,119.04
2012/10/25,119.18
2012/10/26,117.79
2012/10/27,117.79
2012/10/28,117.79
2012/10/29,117.82
2012/10/30,117.18
2012/10/31,116.17
2012/11/01,119.42
2012/11/02,121.18
2012/11/03,121.18
2012/11/04,121.18
2012/11/05,120.33
2012/11/06,120.12
2012/11/07,120.89
2012/11/08,117.72
2012/11/09,116.95
2012/11/10,116.95
2012/11/11,116.95
2012/11/12,117.15
2012/11/13,115.66
2012/11/14,117.04
2012/11/15,115.4
2012/11/16,115.21
2012/11/17,115.21
2012/11/18,115.21
2012/11/19,116.41
2012/11/20,116.05
2012/11/21,117.66
2012/11/22,118.76
2012/11/23,119.8
2012/11/24,119.8
2012/11/25,119.8
2012/11/26,119.5
2012/11/27,119.21
2012/11/28,118.23
2012/11/29,119.54
2012/11/30,120.24
2012/12/01,120.24
2012/12/02,120.24
2012/12/03,118.56
2012/12/04,118.92
2012/12/05,121.66
2012/12/06,121.49
2012/12/07,121.45
2012/12/08,121.45
2012/12/09,121.45
2012/12/10,121.76
2012/12/11,121.96
2012/12/12,123.18
2012/12/13,122.95
2012/12/14,123.83
2012/12/15,123.83
2012/12/16,123.83
2012/12/17,123.42
2012/12/18,123.42
2012/12/19,124.28
2012/12/20,123.94
2012/12/21,123.3
2012/12/22,123.3
2012/12/23,123.3
2012/12/24,123.36
2012/12/25,123.36
2012/12/26,123.36
2012/12/27,124.17
2012/12/28,124.4
2012/12/29,124.4
2012/12/30,124.4
2012/12/31,124.33
2013/01/01,124.33
2013/01/02,127.95
2013/01/03,128.64
2013/01/04,128.03
2013/01/05,128.03
2013/01/06,128.03
2013/01/07,128.11
2013/01/08,126.5
2013/01/09,127.58
2013/01/10,128.49
2013/01/11,127.84
2013/01/12,127.84
2013/01/13,127.84
2013/01/14,128.6
2013/01/15,128.6
2013/01/16,128.17
2013/01/17,128.13
2013/01/18,129.63
2013/01/19,129.63
2013/01/20,129.63
2013/01/21,129.69
2013/01/22,129.83
2013/01/23,129.94
2013/01/24,129.64
2013/01/25,129.4
2013/01/26,129.4
2013/01/27,129.4
2013/01/28,130.03
2013/01/29,130.03
2013/01/30,130.63
2013/01/31,130.31
2013/02/01,130.28
2013/02/02,130.28
2013/02/03,130.28
2013/02/04,130.1
2013/02/05,127.06
2013/02/06,127.57
2013/02/07,126.97
2013/02/08,127.35
2013/02/09,127.35
2013/02/10,127.35
2013/02/11,127.35
2013/02/12,127.35
2013/02/13,127.35
2013/02/14,128.37
2013/02/15,128.38
2013/02/16,128.38
2013/02/17,128.38
2013/02/18,127.95
2013/02/19,126.48
2013/02/20,127.38
2013/02/21,125.12
2013/02/22,124.52
2013/02/23,124.52
2013/02/24,124.52
2013/02/25,124.69
2013/02/26,122.74
2013/02/27,123.34
2013/02/28,125.61
2013/03/01,125.02
2013/03/02,125.02
2013/03/03,125.02
2013/03/04,123.05
2013/03/05,123.11
2013/03/06,124.36
2013/03/07,124.48
2013/03/08,126.39
2013/03/09,126.39
2013/03/10,126.39
2013/03/11,126.3
2013/03/12,125.1
2013/03/13,123.12
2013/03/14,123.42
2013/03/15,122.75
2013/03/16,122.75
2013/03/17,122.75
2013/03/18,120.41
2013/03/19,119.85
2013/03/20,121.88
2013/03/21,121.56
2013/03/22,121.07
2013/03/23,121.07
2013/03/24,121.07
2013/03/25,121.87
2013/03/26,121.98
2013/03/27,122.56
2013/03/28,121.86
2013/03/29,121.86
2013/03/30,121.86
2013/03/31,121.86
2013/04/01,121.86
2013/04/02,122.11
2013/04/03,121.59
2013/04/04,121.59
2013/04/05,118.3
2013/04/06,118.3
2013/04/07,118.3
2013/04/08,118.28
2013/04/09,119.29
2013/04/10,120.07
2013/04/11,120.15
2013/04/12,120.47
2013/04/13,120.47
2013/04/14,120.47
2013/04/15,118.32
2013/04/16,118.04
2013/04/17,117.35
2013/04/18,117.02
2013/04/19,120.08
2013/04/20,120.08
2013/04/21,120.08
2013/04/22,119.9
2013/04/23,118.46
2013/04/24,120.85
2013/04/25,121.94
2013/04/26,123.02
2013/04/27,123.02
2013/04/28,123.02
2013/04/29,122.02
2013/04/30,123.59
2013/05/01,123.59
2013/05/02,123.36
2013/05/03,123.4
2013/05/04,123.4
2013/05/05,123.4
2013/05/06,124.63
2013/05/07,125.29
2013/05/08,126.26
2013/05/09,126.73
2013/05/10,127.31
2013/05/11,127.31
2013/05/12,127.31
2013/05/13,125.07
2013/05/14,125.13
2013/05/15,125.68
2013/05/16,125.53
2013/05/17,125.53
2013/05/18,125.53
2013/05/19,125.53
2013/05/20,127.84
2013/05/21,127.19
2013/05/22,126.72
2013/05/23,123.23
2013/05/24,123.37
2013/05/25,123.37
2013/05/26,123.37
2013/05/27,123.62
2013/05/28,125.06
2013/05/29,122.99
2013/05/30,122.95
2013/05/31,122.25
2013/06/01,122.25
2013/06/02,122.25
2013/06/03,121.75
2013/06/04,121.77
2013/06/05,120.71
2013/06/06,119.42
2013/06/07,118.36
2013/06/08,118.36
2013/06/09,118.36
2013/06/10,118.48
2013/06/11,117.02
2013/06/12,117.02
2013/06/13,115.09
2013/06/14,115.21
2013/06/15,115.21
2013/06/16,115.21
2013/06/17,116.79
2013/06/18,116.75
2013/06/19,115.63
2013/06/20,112.17
2013/06/21,111.68
2013/06/22,111.68
2013/06/23,111.68
2013/06/24,109.11
2013/06/25,109.18
2013/06/26,111.9
2013/06/27,112.08
2013/06/28,114.21
2013/06/29,114.21
2013/06/30,114.21
2013/07/01,114.21
2013/07/02,113.36
2013/07/03,110.57
2013/07/04,112.29
2013/07/05,114.4
2013/07/06,114.4
2013/07/07,114.4
2013/07/08,112.8
2013/07/09,113.21
2013/07/10,114.41
2013/07/11,117.79
2013/07/12,116.19
2013/07/13,116.19
2013/07/14,116.19
2013/07/15,116.44
2013/07/16,116.65
2013/07/17,117.21
2013/07/18,116.99
2013/07/19,117.11
2013/07/20,117.11
2013/07/21,117.11
2013/07/22,116.81
2013/07/23,120.01
2013/07/24,120.45
2013/07/25,119.95
2013/07/26,120.39
2013/07/27,120.39
2013/07/28,120.39
2013/07/29,119.71
2013/07/30,119.95
2013/07/31,119.49
2013/08/01,120.74
2013/08/02,120.96
2013/08/03,120.96
2013/08/04,120.96
2013/08/05,121.38
2013/08/06,119.7
2013/08/07,117.73
2013/08/08,118.46
2013/08/09,118.93
2013/08/10,118.93
2013/08/11,118.93
2013/08/12,121.82
2013/08/13,123.84
2013/08/14,123.84
2013/08/15,123.71
2013/08/16,123.75
2013/08/17,123.75
2013/08/18,123.75
2013/08/19,123.24
2013/08/20,120.16
2013/08/21,119.92
2013/08/22,120.51
2013/08/23,120.27
2013/08/24,120.27
2013/08/25,120.27
2013/08/26,121.46
2013/08/27,120.58
2013/08/28,118.56
2013/08/29,119.4
2013/08/30,119.25
2013/08/31,119.25
2013/09/01,119.25
2013/09/02,122.24
2013/09/03,123.31
2013/09/04,123.09
2013/09/05,124.68
2013/09/06,124.92
2013/09/07,124.92
2013/09/08,124.92
2013/09/09,125.73
2013/09/10,126.98
2013/09/11,126.8
2013/09/12,127.08
2013/09/13,126.64
2013/09/14,126.64
2013/09/15,126.64
2013/09/16,128.72
2013/09/17,127.92
2013/09/18,127.6
2013/09/19,129.75
2013/09/20,129.75
2013/09/21,129.75
2013/09/22,129.75
2013/09/23,129.15
2013/09/24,128.03
2013/09/25,128.03
2013/09/26,127.72
2013/09/27,127.8
2013/09/28,127.8
2013/09/29,127.8
2013/09/30,126.11
2013/10/01,126.11
2013/10/02,126.54
2013/10/03,128.03
2013/10/04,127.59
2013/10/05,127.59
2013/10/06,127.59
2013/10/07,126.71
2013/10/08,128.03
2013/10/09,127.32
2013/10/10,126.84
2013/10/11,128.35
2013/10/12,128.35
2013/10/13,128.35
2013/10/14,128.35
2013/10/15,128.99
2013/10/16,128.01
2013/10/17,127.21
2013/10/18,128.69
2013/10/19,128.69
2013/10/20,128.69
2013/10/21,129.11
2013/10/22,128.68
2013/10/23,126.96
2013/10/24,125.99
2013/10/25,125.01
2013/10/26,125.01
2013/10/27,125.01
2013/10/28,125.87
2013/10/29,126.37
2013/10/30,128.81
2013/10/31,125.54
2013/11/01,128.4
2013/11/02,128.4
2013/11/03,128.4
2013/11/04,128.17
2013/11/05,127.41
2013/11/06,126.99
2013/11/07,126.19
2013/11/08,125.6
2013/11/09,125.6
2013/11/10,125.6
2013/11/11,127.51
2013/11/12,126.83
2013/11/13,124.24
2013/11/14,125.13
2013/11/15,127.55
2013/11/16,127.55
2013/11/17,127.55
2013/11/18,131.69
2013/11/19,131.84
2013/11/20,132.19
2013/11/21,131.31
2013/11/22,132.02
2013/11/23,132.02
2013/11/24,132.02
2013/11/25,132.34
2013/11/26,132.14
2013/11/27,132.53
2013/11/28,132.48
2013/11/29,133.05
2013/11/30,133.05
2013/12/01,133.05
2013/12/02,133.69
2013/12/03,133.08
2013/12/04,132.22
2013/12/05,132.07
2013/12/06,132.45
2013/12/07,132.45
2013/12/08,132.45
2013/12/09,132.55
2013/12/10,132.22
2013/12/11,129.59
2013/12/12,129.19
2013/12/13,128.95
2013/12/14,128.95
2013/12/15,128.95
2013/12/16,128.44
2013/12/17,128.11
2013/12/18,128.63
2013/12/19,126.92
2013/12/20,126.36
2013/12/21,126.36
2013/12/22,126.36
2013/12/23,127.03
2013/12/24,128.63
2013/12/25,128.63
2013/12/26,128.63
2013/12/27,128.8
2013/12/28,128.8
2013/12/29,128.8
2013/12/30,128.63
2013/12/31,128.76
2014/01/01,128.76
2014/01/02,128.71
2014/01/03,125.93
2014/01/04,125.93
2014/01/05,125.93
2014/01/06,124.9
2014/01/07,124.96
2014/01/08,126.5
2014/01/09,125.04
2014/01/10,125.48
2014/01/11,125.48
2014/01/12,125.48
2014/01/13,125.76
2014/01/14,125.25
2014/01/15,125.77
2014/01/16,126.16
2014/01/17,126.8
2014/01/18,126.8
2014/01/19,126.8
2014/01/20,125.39
2014/01/21,126.22
2014/01/22,126.69
2014/01/23,124.92
2014/01/24,123.14
2014/01/25,123.14
2014/01/26,123.14
2014/01/27,120.67
2014/01/28,120.58
2014/01/29,121.51
2014/01/30,120.86
2014/01/31,120.86
2014/02/01,120.86
2014/02/02,120.86
2014/02/03,120.86
2014/02/04,117.57
2014/02/05,116.76
2014/02/06,117.53
2014/02/07,118.67
2014/02/08,118.67
2014/02/09,118.67
2014/02/10,118.35
2014/02/11,120.66
2014/02/12,122.57
2014/02/13,121.6
2014/02/14,122.65
2014/02/15,122.65
2014/02/16,122.65
2014/02/17,123.4
2014/02/18,123.75
2014/02/19,123.94
2014/02/20,122.9
2014/02/21,123.46
2014/02/22,123.46
2014/02/23,123.46
2014/02/24,122.25
2014/02/25,122.13
2014/02/26,122.72
2014/02/27,124.82
2014/02/28,124.42
2014/03/01,124.42
2014/03/02,124.42
2014/03/03,122.81
2014/03/04,123.53
2014/03/05,122.99
2014/03/06,123.45
2014/03/07,123.59
2014/03/08,123.59
2014/03/09,123.59
2014/03/10,121.16
2014/03/11,121.17
2014/03/12,119.69
2014/03/13,118.93
2014/03/14,118.03
2014/03/15,118.03
2014/03/16,118.03
2014/03/17,117.64
2014/03/18,118.08
2014/03/19,118.17
2014/03/20,116.0
2014/03/21,117.84
2014/03/22,117.84
2014/03/23,117.84
2014/03/24,120.22
2014/03/25,119.76
2014/03/26,120.77
2014/03/27,120.43
2014/03/28,121.79
2014/03/29,121.79
2014/03/30,121.79
2014/03/31,122.14
2014/04/01,123.72
2014/04/02,123.56
2014/04/03,123.94
2014/04/04,123.79
2014/04/05,123.79
2014/04/06,123.79
2014/04/07,123.21
2014/04/08,124.94
2014/04/09,126.11
2014/04/10,127.79
2014/04/11,126.25
2014/04/12,126.25
2014/04/13,126.25
2014/04/14,126.51
2014/04/15,124.26
2014/04/16,124.74
2014/04/17,125.0
2014/04/18,125.0
2014/04/19,125.0
2014/04/20,125.0
2014/04/21,125.0
2014/04/22,124.92
2014/04/23,123.48
2014/04/24,123.79
2014/04/25,121.72
2014/04/26,121.72
2014/04/27,121.72
2014/04/28,121.69
2014/04/29,123.4
2014/04/30,121.43
2014/05/01,121.43
2014/05/02,122.39
2014/05/03,122.39
2014/05/04,122.39
2014/05/05,120.89
2014/05/06,120.89
2014/05/07,119.84
2014/05/08,120.45
2014/05/09,120.5
2014/05/10,120.5
2014/05/11,120.5
2014/05/12,122.85
2014/05/13,123.15
2014/05/14,124.51
2014/05/15,124.87
2014/05/16,124.59
2014/05/17,124.59
2014/05/18,124.59
2014/05/19,124.52
2014/05/20,125.11
2014/05/21,125.79
2014/05/22,126.57
2014/05/23,126.81
2014/05/24,126.81
2014/05/25,126.81
2014/05/26,126.85
2014/05/27,126.73
2014/05/28,127.91
2014/05/29,127.37
2014/05/30,128.04
2014/05/31,128.04
2014/06/01,128.04
2014/06/02,128.04
2014/06/03,128.92
2014/06/04,128.41
2014/06/05,128.52
2014/06/06,127.84
2014/06/07,127.84
2014/06/08,127.84
2014/06/09,128.38
2014/06/10,129.52
2014/06/11,129.49
2014/06/12,129.51
2014/06/13,130.33
2014/06/14,130.33
2014/06/15,130.33
2014/06/16,130.36
2014/06/17,129.74
2014/06/18,129.72
2014/06/19,129.65
2014/06/20,130.0
2014/06/21,130.0
2014/06/22,130.0
2014/06/23,127.54
2014/06/24,128.12
2014/06/25,128.0
2014/06/26,129.91
2014/06/27,129.62
2014/06/28,129.62
2014/06/29,129.62
2014/06/30,129.66
2014/07/01,129.66
2014/07/02,132.29
2014/07/03,132.18
2014/07/04,132.46
2014/07/05,132.46
2014/07/06,132.46
2014/07/07,132.45
2014/07/08,132.25
2014/07/09,130.34
2014/07/10,130.6
2014/07/11,130.91
2014/07/12,130.91
2014/07/13,130.91
2014/07/14,131.7
2014/07/15,131.98
2014/07/16,132.4
2014/07/17,132.33
2014/07/18,131.84
2014/07/19,131.84
2014/07/20,131.84
2014/07/21,131.22
2014/07/22,134.05
2014/07/23,135.12
2014/07/24,135.84
2014/07/25,136.7
2014/07/26,136.7
2014/07/27,136.7
2014/07/28,137.49
2014/07/29,138.73
2014/07/30,139.34
2014/07/31,139.6
2014/08/01,137.9
2014/08/02,137.9
2014/08/03,137.9
2014/08/04,138.59
2014/08/05,138.16
2014/08/06,138.09
2014/08/07,137.16
2014/08/08,136.67
2014/08/09,136.67
2014/08/10,136.67
2014/08/11,138.71
2014/08/12,138.71
2014/08/13,140.09
2014/08/14,139.44
2014/08/15,140.14
2014/08/16,140.14
2014/08/17,140.14
2014/08/18,140.06
2014/08/19,140.76
2014/08/20,140.84
2014/08/21,140.14
2014/08/22,140.62
2014/08/23,140.62
2014/08/24,140.62
2014/08/25,141.21
2014/08/26,141.06
2014/08/27,139.99
2014/08/28,139.04
2014/08/29,139.09
2014/08/30,139.09
2014/08/31,139.09
2014/09/01,138.81
2014/09/02,139.12
2014/09/03,142.51
2014/09/04,142.45
2014/09/05,142.15
2014/09/06,142.15
2014/09/07,142.15
2014/09/08,142.11
2014/09/09,142.11
2014/09/10,139.37
2014/09/11,139.21
2014/09/12,138.74
2014/09/13,138.74
2014/09/14,138.74
2014/09/15,137.49
2014/09/16,136.31
2014/09/17,137.82
2014/09/18,136.49
2014/09/19,137.14
2014/09/20,137.14
2014/09/21,137.14
2014/09/22,134.92
2014/09/23,134.67
2014/09/24,135.16
2014/09/25,134.34
2014/09/26,133.82
2014/09/27,133.82
2014/09/28,133.82
2014/09/29,131.48
2014/09/30,129.86
2014/10/01,129.86
2014/10/02,129.86
2014/10/03,130.6
2014/10/04,130.6
2014/10/05,130.6
2014/10/06,131.77
2014/10/07,132.4
2014/10/08,131.57
2014/10/09,132.85
2014/10/10,130.48
2014/10/11,130.48
2014/10/12,130.48
2014/10/13,130.84
2014/10/14,130.38
2014/10/15,130.86
2014/10/16,129.29
2014/10/17,130.33
2014/10/18,130.33
2014/10/19,130.33
2014/10/20,130.42
2014/10/21,130.59
2014/10/22,132.23
2014/10/23,132.08
2014/10/24,131.76
2014/10/25,131.76
2014/10/26,131.76
2014/10/27,130.91
2014/10/28,133.18
2014/10/29,134.92
2014/10/30,133.98
2014/10/31,135.6
2014/11/01,135.6
2014/11/02,135.6
2014/11/03,134.87
2014/11/04,135.08
2014/11/05,134.16
2014/11/06,133.79
2014/11/07,133.11
2014/11/08,133.11
2014/11/09,133.11
2014/11/10,134.36
2014/11/11,134.38
2014/11/12,135.26
2014/11/13,135.88
2014/11/14,136.01
2014/11/15,136.01
2014/11/16,136.01
2014/11/17,134.18
2014/11/18,132.77
2014/11/19,132.04
2014/11/20,131.57
2014/11/21,132.62
2014/11/22,132.62
2014/11/23,132.62
2014/11/24,135.47
2014/11/25,135.18
2014/11/26,137.05
2014/11/27,136.25
2014/11/28,136.37
2014/11/29,136.37
2014/11/30,136.37
2014/12/01,132.78
2014/12/02,134.79
2014/12/03,133.78
2014/12/04,136.66
2014/12/05,137.37
2014/12/06,137.37
2014/12/07,137.37
2014/12/08,138.25
2014/12/09,134.54
2014/12/10,134.81
2014/12/11,133.92
2014/12/12,133.43
2014/12/13,133.43
2014/12/14,133.43
2014/12/15,132.46
2014/12/16,130.59
2014/12/17,130.64
2014/12/18,131.64
2014/12/19,133.47
2014/12/20,133.47
2014/12/21,133.47
2014/12/22,135.64
2014/12/23,134.98
2014/12/24,134.92
2014/12/25,134.92
2014/12/26,134.92
2014/12/27,134.92
2014/12/28,134.92
2014/12/29,137.52
2014/12/30,135.61
2014/12/31,137.13
2015/01/01,137.13
2015/01/02,138.29
2015/01/03,138.29
2015/01/04,138.29
2015/01/05,137.76
2015/01/06,135.88
2015/01/07,137.04
2015/01/08,137.96
2015/01/09,138.58
2015/01/10,138.58
2015/01/11,138.58
2015/01/12,138.88
2015/01/13,139.9
2015/01/14,139.08
2015/01/15,140.62
2015/01/16,139.24
2015/01/17,139.24
2015/01/18,139.24
2015/01/19,135.99
2015/01/20,137.73
2015/01/21,140.13
2015/01/22,141.13
2015/01/23,142.79
2015/01/24,142.79
2015/01/25,142.79
2015/01/26,143.17
2015/01/27,142.27
2015/01/28,142.33
2015/01/29,140.65
2015/01/30,140.17
2015/01/31,140.17
2015/02/01,140.17
2015/02/02,139.59
2015/02/03,140.23
2015/02/04,140.87
2015/02/05,141.61
2015/02/06,140.94
2015/02/07,140.94
2015/02/08,140.94
2015/02/09,139.93
2015/02/10,140.27
2015/02/11,139.02
2015/02/12,139.95
2015/02/13,141.39
2015/02/14,141.39
2015/02/15,141.39
2015/02/16,141.72
2015/02/17,142.29
2015/02/18,142.13
2015/02/19,142.13
2015/02/20,142.13
2015/02/21,142.13
2015/02/22,142.13
2015/02/23,142.34
2015/02/24,141.93
2015/02/25,141.93
2015/02/26,143.23
2015/02/27,142.73
2015/02/28,142.73
2015/03/01,142.73
2015/03/02,142.72
2015/03/03,141.43
2015/03/04,139.54
2015/03/05,138.36
2015/03/06,138.58
2015/03/07,138.58
2015/03/08,138.58
2015/03/09,138.51
2015/03/10,137.29
2015/03/11,136.15
2015/03/12,136.88
2015/03/13,137.3
2015/03/14,137.3
2015/03/15,137.3
2015/03/16,138.15
2015/03/17,138.22
2015/03/18,139.4
2015/03/19,141.13
2015/03/20,140.97
2015/03/21,140.97
2015/03/22,140.97
2015/03/23,141.41
2015/03/24,140.6
2015/03/25,141.47
2015/03/26,141.09
2015/03/27,140.86
2015/03/28,140.86
2015/03/29,140.86
2015/03/30,143.67
2015/03/31,143.94
2015/04/01,144.99
2015/04/02,146.24
2015/04/03,146.24
2015/04/04,146.24
2015/04/05,146.24
2015/04/06,146.24
2015/04/07,146.24
2015/04/08,152.24
2015/04/09,156.29
2015/04/10,158.39
2015/04/11,158.39
2015/04/12,158.39
2015/04/13,163.03
2015/04/14,160.53
2015/04/15,161.16
2015/04/16,162.17
2015/04/17,161.56
2015/04/18,161.56
2015/04/19,161.56
