Date,香港股票基金_Price
2011/05/16,303.94
2011/05/17,302.75
2011/05/18,304.63
2011/05/19,305.52
2011/05/20,305.59
2011/05/21,305.59
2011/05/22,305.59
2011/05/23,299.13
2011/05/24,299.93
2011/05/25,299.92
2011/05/26,301.16
2011/05/27,304.13
2011/05/28,304.13
2011/05/29,304.13
2011/05/30,304.53
2011/05/31,310.67
2011/06/01,310.84
2011/06/02,306.3
2011/06/03,302.85
2011/06/04,302.85
2011/06/05,302.85
2011/06/06,302.85
2011/06/07,301.88
2011/06/08,299.26
2011/06/09,297.71
2011/06/10,294.81
2011/06/11,294.81
2011/06/12,294.81
2011/06/13,295.13
2011/06/14,295.2
2011/06/15,294.47
2011/06/16,290.95
2011/06/17,287.16
2011/06/18,287.16
2011/06/19,287.16
2011/06/20,284.96
2011/06/21,288.19
2011/06/22,288.53
2011/06/23,286.81
2011/06/24,292.47
2011/06/25,292.47
2011/06/26,292.47
2011/06/27,290.17
2011/06/28,290.16
2011/06/29,290.68
2011/06/30,295.18
2011/07/01,295.18
2011/07/02,295.18
2011/07/03,295.18
2011/07/04,300.17
2011/07/05,300.7
2011/07/06,297.43
2011/07/07,297.69
2011/07/08,299.39
2011/07/09,299.39
2011/07/10,299.39
2011/07/11,294.02
2011/07/12,285.27
2011/07/13,289.03
2011/07/14,288.84
2011/07/15,287.65
2011/07/16,287.65
2011/07/17,287.65
2011/07/18,286.35
2011/07/19,286.61
2011/07/20,289.2
2011/07/21,289.01
2011/07/22,294.58
2011/07/23,294.58
2011/07/24,294.58
2011/07/25,292.19
2011/07/26,295.25
2011/07/27,295.41
2011/07/28,294.68
2011/07/29,292.41
2011/07/30,292.41
2011/07/31,292.41
2011/08/01,295.25
2011/08/02,291.9
2011/08/03,286.65
2011/08/04,284.57
2011/08/05,271.78
2011/08/06,271.78
2011/08/07,271.78
2011/08/08,264.99
2011/08/09,250.58
2011/08/10,256.95
2011/08/11,255.23
2011/08/12,255.13
2011/08/13,255.13
2011/08/14,255.13
2011/08/15,262.46
2011/08/16,262.27
2011/08/17,263.79
2011/08/18,260.0
2011/08/19,251.72
2011/08/20,251.72
2011/08/21,251.72
2011/08/22,251.32
2011/08/23,256.8
2011/08/24,251.66
2011/08/25,254.7
2011/08/26,252.53
2011/08/27,252.53
2011/08/28,252.53
2011/08/29,256.73
2011/08/30,260.76
2011/08/31,265.34
2011/09/01,266.4
2011/09/02,261.44
2011/09/03,261.44
2011/09/04,261.44
2011/09/05,253.84
2011/09/06,254.0
2011/09/07,258.2
2011/09/08,256.93
2011/09/09,256.02
2011/09/10,256.02
2011/09/11,256.02
2011/09/12,246.11
2011/09/13,246.11
2011/09/14,245.37
2011/09/15,246.88
2011/09/16,250.71
2011/09/17,250.71
2011/09/18,250.71
2011/09/19,244.13
2011/09/20,244.12
2011/09/21,242.76
2011/09/22,231.08
2011/09/23,226.93
2011/09/24,226.93
2011/09/25,226.93
2011/09/26,221.23
2011/09/27,231.06
2011/09/28,230.24
2011/09/29,230.24
2011/09/30,224.72
2011/10/01,224.72
2011/10/02,224.72
2011/10/03,213.07
2011/10/04,205.23
2011/10/05,205.23
2011/10/06,217.44
2011/10/07,224.8
2011/10/08,224.8
2011/10/09,224.8
2011/10/10,224.22
2011/10/11,230.14
2011/10/12,232.46
2011/10/13,238.54
2011/10/14,234.77
2011/10/15,234.77
2011/10/16,234.77
2011/10/17,239.57
2011/10/18,230.14
2011/10/19,232.82
2011/10/20,228.69
2011/10/21,229.48
2011/10/22,229.48
2011/10/23,229.48
2011/10/24,238.67
2011/10/25,241.44
2011/10/26,243.22
2011/10/27,251.39
2011/10/28,254.07
2011/10/29,254.07
2011/10/30,254.07
2011/10/31,251.7
2011/11/01,245.75
2011/11/02,250.41
2011/11/03,245.29
2011/11/04,251.66
2011/11/05,251.66
2011/11/06,251.66
2011/11/07,250.0
2011/11/08,249.27
2011/11/09,252.86
2011/11/10,240.83
2011/11/11,242.43
2011/11/12,242.43
2011/11/13,242.43
2011/11/14,246.57
2011/11/15,245.05
2011/11/16,240.48
2011/11/17,239.03
2011/11/18,234.46
2011/11/19,234.46
2011/11/20,234.46
2011/11/21,231.03
2011/11/22,231.55
2011/11/23,227.07
2011/11/24,227.78
2011/11/25,224.73
2011/11/26,224.73
2011/11/27,224.73
2011/11/28,229.25
2011/11/29,231.84
2011/11/30,228.2
2011/12/01,241.35
2011/12/02,242.05
2011/12/03,242.05
2011/12/04,242.05
2011/12/05,243.45
2011/12/06,240.2
2011/12/07,243.79
2011/12/08,242.34
2011/12/09,236.1
2011/12/10,236.1
2011/12/11,236.1
2011/12/12,235.98
2011/12/13,234.18
2011/12/14,232.92
2011/12/15,228.81
2011/12/16,233.08
2011/12/17,233.08
2011/12/18,233.08
2011/12/19,230.28
2011/12/20,230.09
2011/12/21,234.72
2011/12/22,234.8
2011/12/23,238.19
2011/12/24,238.19
2011/12/25,238.19
2011/12/26,238.19
2011/12/27,238.19
2011/12/28,235.53
2011/12/29,233.91
2011/12/30,234.17
2011/12/31,234.17
2012/01/01,234.17
2012/01/02,234.17
2012/01/03,239.94
2012/01/04,237.69
2012/01/05,238.48
2012/01/06,235.87
2012/01/07,235.87
2012/01/08,235.87
2012/01/09,240.05
2012/01/10,243.08
2012/01/11,245.04
2012/01/12,244.58
2012/01/13,246.26
2012/01/14,246.26
2012/01/15,246.26
2012/01/16,243.02
2012/01/17,251.56
2012/01/18,251.28
2012/01/19,254.49
2012/01/20,255.46
2012/01/21,255.46
2012/01/22,255.46
2012/01/23,255.46
2012/01/24,255.46
2012/01/25,255.46
2012/01/26,259.78
2012/01/27,259.95
2012/01/28,259.95
2012/01/29,259.95
2012/01/30,254.54
2012/01/31,257.31
2012/02/01,256.31
2012/02/02,262.02
2012/02/03,262.9
2012/02/04,262.9
2012/02/05,262.9
2012/02/06,261.79
2012/02/07,261.33
2012/02/08,266.05
2012/02/09,266.93
2012/02/10,263.61
2012/02/11,263.61
2012/02/12,263.61
2012/02/13,263.66
2012/02/14,264.54
2012/02/15,271.21
2012/02/16,269.23
2012/02/17,272.16
2012/02/18,272.16
2012/02/19,272.16
2012/02/20,271.76
2012/02/21,271.66
2012/02/22,273.34
2012/02/23,270.3
2012/02/24,269.57
2012/02/25,269.57
2012/02/26,269.57
2012/02/27,266.32
2012/02/28,270.85
2012/02/29,271.75
2012/03/01,266.46
2012/03/02,269.67
2012/03/03,269.67
2012/03/04,269.67
2012/03/05,265.16
2012/03/06,257.93
2012/03/07,255.42
2012/03/08,259.59
2012/03/09,261.63
2012/03/10,261.63
2012/03/11,261.63
2012/03/12,261.06
2012/03/13,264.07
2012/03/14,263.88
2012/03/15,263.51
2012/03/16,263.23
2012/03/17,263.23
2012/03/18,263.23
2012/03/19,260.62
2012/03/20,257.22
2012/03/21,255.34
2012/03/22,255.69
2012/03/23,253.09
2012/03/24,253.09
2012/03/25,253.09
2012/03/26,252.88
2012/03/27,258.28
2012/03/28,256.14
2012/03/29,252.48
2012/03/30,252.56
2012/03/31,252.56
2012/04/01,252.56
2012/04/02,252.25
2012/04/03,256.41
2012/04/04,256.41
2012/04/05,254.43
2012/04/06,254.43
2012/04/07,254.43
2012/04/08,254.43
2012/04/09,254.43
2012/04/10,250.99
2012/04/11,248.58
2012/04/12,251.49
2012/04/13,256.35
2012/04/14,256.35
2012/04/15,256.35
2012/04/16,255.24
2012/04/17,254.16
2012/04/18,256.9
2012/04/19,259.56
2012/04/20,259.37
2012/04/21,259.37
2012/04/22,259.37
2012/04/23,254.88
2012/04/24,254.96
2012/04/25,255.04
2012/04/26,256.79
2012/04/27,255.72
2012/04/28,255.72
2012/04/29,255.72
2012/04/30,259.87
2012/05/01,259.87
2012/05/02,262.35
2012/05/03,261.0
2012/05/04,259.3
2012/05/05,259.3
2012/05/06,259.3
2012/05/07,252.62
2012/05/08,252.43
2012/05/09,250.2
2012/05/10,249.48
2012/05/11,246.45
2012/05/12,246.45
2012/05/13,246.45
2012/05/14,243.59
2012/05/15,244.99
2012/05/16,237.38
2012/05/17,237.36
2012/05/18,234.61
2012/05/19,234.61
2012/05/20,234.61
2012/05/21,234.67
2012/05/22,235.99
2012/05/23,233.23
2012/05/24,231.98
2012/05/25,232.41
2012/05/26,232.41
2012/05/27,232.41
2012/05/28,232.91
2012/05/29,235.65
2012/05/30,232.62
2012/05/31,232.42
2012/06/01,231.88
2012/06/02,231.88
2012/06/03,231.88
2012/06/04,227.95
2012/06/05,228.73
2012/06/06,232.71
2012/06/07,234.82
2012/06/08,232.42
2012/06/09,232.42
2012/06/10,232.42
2012/06/11,236.82
2012/06/12,236.1
2012/06/13,237.94
2012/06/14,236.25
2012/06/15,240.84
2012/06/16,240.84
2012/06/17,240.84
2012/06/18,243.28
2012/06/19,243.62
2012/06/20,244.67
2012/06/21,240.85
2012/06/22,237.37
2012/06/23,237.37
2012/06/24,237.37
2012/06/25,236.27
2012/06/26,236.79
2012/06/27,238.9
2012/06/28,237.13
2012/06/29,242.34
2012/06/30,242.34
2012/07/01,242.34
2012/07/02,242.34
2012/07/03,245.84
2012/07/04,245.47
2012/07/05,246.53
2012/07/06,246.51
2012/07/07,246.51
2012/07/08,246.51
2012/07/09,242.14
2012/07/10,242.22
2012/07/11,242.3
2012/07/12,237.53
2012/07/13,238.13
2012/07/14,238.13
2012/07/15,238.13
2012/07/16,238.54
2012/07/17,242.49
2012/07/18,239.73
2012/07/19,243.45
2012/07/20,244.41
2012/07/21,244.41
2012/07/22,244.41
2012/07/23,238.0
2012/07/24,236.31
2012/07/25,235.77
2012/07/26,236.11
2012/07/27,240.43
2012/07/28,240.43
2012/07/29,240.43
2012/07/30,243.75
2012/07/31,246.21
2012/08/01,246.11
2012/08/02,244.59
2012/08/03,244.4
2012/08/04,244.4
2012/08/05,244.4
2012/08/06,247.91
2012/08/07,248.43
2012/08/08,248.33
2012/08/09,250.7
2012/08/10,249.36
2012/08/11,249.36
2012/08/12,249.36
2012/08/13,248.62
2012/08/14,250.81
2012/08/15,248.78
2012/08/16,248.06
2012/08/17,249.63
2012/08/18,249.63
2012/08/19,249.63
2012/08/20,249.6
2012/08/21,249.41
2012/08/22,247.27
2012/08/23,250.27
2012/08/24,247.53
2012/08/25,247.53
2012/08/26,247.53
2012/08/27,246.61
2012/08/28,246.77
2012/08/29,247.03
2012/08/30,244.9
2012/08/31,244.71
2012/09/01,244.71
2012/09/02,244.71
2012/09/03,245.9
2012/09/04,244.4
2012/09/05,241.4
2012/09/06,242.62
2012/09/07,248.69
2012/09/08,248.69
2012/09/09,248.69
2012/09/10,248.56
2012/09/11,249.08
2012/09/12,251.44
2012/09/13,251.16
2012/09/14,257.05
2012/09/15,257.05
2012/09/16,257.05
2012/09/17,257.19
2012/09/18,256.47
2012/09/19,258.76
2012/09/20,255.83
2012/09/21,257.49
2012/09/22,257.49
2012/09/23,257.49
2012/09/24,257.28
2012/09/25,257.44
2012/09/26,255.75
2012/09/27,258.3
2012/09/28,260.05
2012/09/29,260.05
2012/09/30,260.05
2012/10/01,260.05
2012/10/02,260.05
2012/10/03,260.61
2012/10/04,260.33
2012/10/05,261.46
2012/10/06,261.46
2012/10/07,261.46
2012/10/08,259.05
2012/10/09,260.0
2012/10/10,260.08
2012/10/11,260.15
2012/10/12,261.37
2012/10/13,261.37
2012/10/14,261.37
2012/10/15,261.25
2012/10/16,262.2
2012/10/17,264.3
2012/10/18,264.64
2012/10/19,264.28
2012/10/20,264.28
2012/10/21,264.28
2012/10/22,265.91
2012/10/23,265.91
2012/10/24,266.85
2012/10/25,267.27
2012/10/26,265.5
2012/10/27,265.5
2012/10/28,265.5
2012/10/29,264.67
2012/10/30,264.3
2012/10/31,266.5
2012/11/01,268.16
2012/11/02,271.4
2012/11/03,271.4
2012/11/04,271.4
2012/11/05,270.66
2012/11/06,269.76
2012/11/07,271.33
2012/11/08,266.39
2012/11/09,264.97
2012/11/10,264.97
2012/11/11,264.97
2012/11/12,265.99
2012/11/13,263.43
2012/11/14,266.24
2012/11/15,262.43
2012/11/16,262.86
2012/11/17,262.86
2012/11/18,262.86
2012/11/19,264.4
2012/11/20,264.38
2012/11/21,267.53
2012/11/22,270.6
2012/11/23,272.87
2012/11/24,272.87
2012/11/25,272.87
2012/11/26,271.69
2012/11/27,271.76
2012/11/28,270.26
2012/11/29,272.62
2012/11/30,273.91
2012/12/01,273.91
2012/12/02,273.91
2012/12/03,271.41
2012/12/04,271.13
2012/12/05,275.16
2012/12/06,274.97
2012/12/07,275.57
2012/12/08,275.57
2012/12/09,275.57
2012/12/10,276.32
2012/12/11,276.04
2012/12/12,278.31
2012/12/13,276.89
2012/12/14,278.72
2012/12/15,278.72
2012/12/16,278.72
2012/12/17,276.75
2012/12/18,276.03
2012/12/19,277.16
2012/12/20,277.76
2012/12/21,275.91
2012/12/22,275.91
2012/12/23,275.91
2012/12/24,276.13
2012/12/25,276.13
2012/12/26,276.13
2012/12/27,276.62
2012/12/28,277.66
2012/12/29,277.66
2012/12/30,277.66
2012/12/31,277.88
2013/01/01,277.88
2013/01/02,285.06
2013/01/03,286.36
2013/01/04,286.08
2013/01/05,286.08
2013/01/06,286.08
2013/01/07,287.62
2013/01/08,284.72
2013/01/09,286.81
2013/01/10,287.85
2013/01/11,286.79
2013/01/12,286.79
2013/01/13,286.79
2013/01/14,289.63
2013/01/15,289.96
2013/01/16,289.42
2013/01/17,288.79
2013/01/18,292.46
2013/01/19,292.46
2013/01/20,292.46
2013/01/21,293.3
2013/01/22,294.07
2013/01/23,293.27
2013/01/24,292.55
2013/01/25,291.83
2013/01/26,291.83
2013/01/27,291.83
2013/01/28,292.93
2013/01/29,293.09
2013/01/30,294.92
2013/01/31,293.33
2013/02/01,293.75
2013/02/02,293.75
2013/02/03,293.75
2013/02/04,293.89
2013/02/05,287.82
2013/02/06,289.56
2013/02/07,287.97
2013/02/08,288.75
2013/02/09,288.75
2013/02/10,288.75
2013/02/11,288.75
2013/02/12,288.75
2013/02/13,288.75
2013/02/14,292.42
2013/02/15,293.81
2013/02/16,293.81
2013/02/17,293.81
2013/02/18,292.37
2013/02/19,288.78
2013/02/20,290.87
2013/02/21,285.78
2013/02/22,283.93
2013/02/23,283.93
2013/02/24,283.93
2013/02/25,283.98
2013/02/26,278.81
2013/02/27,280.81
2013/02/28,287.45
2013/03/01,286.74
2013/03/02,286.74
2013/03/03,286.74
2013/03/04,281.29
2013/03/05,282.5
2013/03/06,284.93
2013/03/07,284.48
2013/03/08,287.18
2013/03/09,287.18
2013/03/10,287.18
2013/03/11,285.91
2013/03/12,283.37
2013/03/13,279.0
2013/03/14,280.73
2013/03/15,279.32
2013/03/16,279.32
2013/03/17,279.32
2013/03/18,274.15
2013/03/19,275.18
2013/03/20,278.66
2013/03/21,278.99
2013/03/22,277.93
2013/03/23,277.93
2013/03/24,277.93
2013/03/25,279.64
2013/03/26,279.54
2013/03/27,282.05
2013/03/28,279.42
2013/03/29,279.42
2013/03/30,279.42
2013/03/31,279.42
2013/04/01,279.42
2013/04/02,279.62
2013/04/03,278.9
2013/04/04,278.9
2013/04/05,270.67
2013/04/06,270.67
2013/04/07,270.67
2013/04/08,270.89
2013/04/09,273.67
2013/04/10,276.71
2013/04/11,276.87
2013/04/12,276.86
2013/04/13,276.86
2013/04/14,276.86
2013/04/15,273.33
2013/04/16,272.62
2013/04/17,271.73
2013/04/18,270.85
2013/04/19,276.85
2013/04/20,276.85
2013/04/21,276.85
2013/04/22,278.12
2013/04/23,275.4
2013/04/24,279.57
2013/04/25,281.22
2013/04/26,281.9
2013/04/27,281.9
2013/04/28,281.9
2013/04/29,282.03
2013/04/30,284.46
2013/05/01,284.46
2013/05/02,284.43
2013/05/03,285.82
2013/05/04,285.82
2013/05/05,285.82
2013/05/06,288.83
2013/05/07,290.73
2013/05/08,292.46
2013/05/09,291.57
2013/05/10,293.04
2013/05/11,293.04
2013/05/12,293.04
2013/05/13,289.52
2013/05/14,288.72
2013/05/15,291.31
2013/05/16,291.64
2013/05/17,291.64
2013/05/18,291.64
2013/05/19,291.64
2013/05/20,296.11
2013/05/21,293.49
2013/05/22,291.91
2013/05/23,285.46
2013/05/24,285.79
2013/05/25,285.79
2013/05/26,285.79
2013/05/27,287.14
2013/05/28,290.52
2013/05/29,286.68
2013/05/30,285.62
2013/05/31,284.88
2013/06/01,284.88
2013/06/02,284.88
2013/06/03,282.92
2013/06/04,283.34
2013/06/05,280.81
2013/06/06,277.67
2013/06/07,275.75
2013/06/08,275.75
2013/06/09,275.75
2013/06/10,276.31
2013/06/11,272.49
2013/06/12,272.49
2013/06/13,267.28
2013/06/14,269.6
2013/06/15,269.6
2013/06/16,269.6
2013/06/17,272.93
2013/06/18,274.05
2013/06/19,271.95
2013/06/20,263.62
2013/06/21,261.18
2013/06/22,261.18
2013/06/23,261.18
2013/06/24,253.28
2013/06/25,251.88
2013/06/26,259.4
2013/06/27,261.81
2013/06/28,266.73
2013/06/29,266.73
2013/06/30,266.73
2013/07/01,266.73
2013/07/02,266.16
2013/07/03,259.3
2013/07/04,261.8
2013/07/05,265.78
2013/07/06,265.78
2013/07/07,265.78
2013/07/08,263.05
2013/07/09,263.73
2013/07/10,266.06
2013/07/11,273.51
2013/07/12,272.89
2013/07/13,272.89
2013/07/14,272.89
2013/07/15,273.89
2013/07/16,274.4
2013/07/17,273.95
2013/07/18,272.81
2013/07/19,272.19
2013/07/20,272.19
2013/07/21,272.19
2013/07/22,273.02
2013/07/23,278.74
2013/07/24,279.86
2013/07/25,279.41
2013/07/26,279.13
2013/07/27,279.13
2013/07/28,279.13
2013/07/29,277.1
2013/07/30,277.95
2013/07/31,278.03
2013/08/01,280.97
2013/08/02,281.82
2013/08/03,281.82
2013/08/04,281.82
2013/08/05,281.87
2013/08/06,278.64
2013/08/07,274.29
2013/08/08,275.06
2013/08/09,277.13
2013/08/10,277.13
2013/08/11,277.13
2013/08/12,281.68
2013/08/13,284.61
2013/08/14,284.61
2013/08/15,284.06
2013/08/16,283.79
2013/08/17,283.79
2013/08/18,283.79
2013/08/19,282.7
2013/08/20,276.79
2013/08/21,276.08
2013/08/22,276.59
2013/08/23,277.01
2013/08/24,277.01
2013/08/25,277.01
2013/08/26,279.04
2013/08/27,276.69
2013/08/28,272.17
2013/08/29,275.02
2013/08/30,276.22
2013/08/31,276.22
2013/09/01,276.22
2013/09/02,279.99
2013/09/03,282.32
2013/09/04,280.83
2013/09/05,283.5
2013/09/06,282.79
2013/09/07,282.79
2013/09/08,282.79
2013/09/09,285.44
2013/09/10,288.72
2013/09/11,288.01
2013/09/12,287.56
2013/09/13,287.55
2013/09/14,287.55
2013/09/15,287.55
2013/09/16,291.84
2013/09/17,291.56
2013/09/18,290.51
2013/09/19,295.25
2013/09/20,295.25
2013/09/21,295.25
2013/09/22,295.25
2013/09/23,294.5
2013/09/24,291.89
2013/09/25,292.56
2013/09/26,290.91
2013/09/27,291.67
2013/09/28,291.67
2013/09/29,291.67
2013/09/30,288.17
2013/10/01,288.17
2013/10/02,290.13
2013/10/03,293.75
2013/10/04,293.56
2013/10/05,293.56
2013/10/06,293.56
2013/10/07,291.79
2013/10/08,295.24
2013/10/09,293.84
2013/10/10,293.22
2013/10/11,296.49
2013/10/12,296.49
2013/10/13,296.49
2013/10/14,296.49
2013/10/15,299.1
2013/10/16,297.37
2013/10/17,296.66
2013/10/18,300.72
2013/10/19,300.72
2013/10/20,300.72
2013/10/21,302.75
2013/10/22,301.18
2013/10/23,297.28
2013/10/24,295.19
2013/10/25,293.29
2013/10/26,293.29
2013/10/27,293.29
2013/10/28,293.67
2013/10/29,292.62
2013/10/30,298.47
2013/10/31,297.68
2013/11/01,297.92
2013/11/02,297.92
2013/11/03,297.92
2013/11/04,296.59
2013/11/05,295.28
2013/11/06,294.92
2013/11/07,292.92
2013/11/08,290.57
2013/11/09,290.57
2013/11/10,290.57
2013/11/11,294.49
2013/11/12,293.28
2013/11/13,288.53
2013/11/14,291.87
2013/11/15,296.59
2013/11/16,296.59
2013/11/17,296.59
2013/11/18,306.21
2013/11/19,305.33
2013/11/20,306.36
2013/11/21,304.52
2013/11/22,305.72
2013/11/23,305.72
2013/11/24,305.72
2013/11/25,306.19
2013/11/26,306.44
2013/11/27,308.06
2013/11/28,308.39
2013/11/29,310.41
2013/11/30,310.41
2013/12/01,310.41
2013/12/02,311.74
2013/12/03,310.18
2013/12/04,308.87
2013/12/05,309.03
2013/12/06,308.58
2013/12/07,308.58
2013/12/08,308.58
2013/12/09,309.48
2013/12/10,308.69
2013/12/11,305.06
2013/12/12,303.68
2013/12/13,304.77
2013/12/14,304.77
2013/12/15,304.77
2013/12/16,303.79
2013/12/17,303.51
2013/12/18,304.79
2013/12/19,302.11
2013/12/20,299.34
2013/12/21,299.34
2013/12/22,299.34
2013/12/23,301.44
2013/12/24,304.87
2013/12/25,304.87
2013/12/26,304.87
2013/12/27,307.15
2013/12/28,307.15
2013/12/29,307.15
2013/12/30,307.45
2013/12/31,309.5
2014/01/01,309.5
2014/01/02,310.68
2014/01/03,306.44
2014/01/04,306.44
2014/01/05,306.44
2014/01/06,304.33
2014/01/07,304.23
2014/01/08,307.56
2014/01/09,304.8
2014/01/10,304.01
2014/01/11,304.01
2014/01/12,304.01
2014/01/13,305.51
2014/01/14,305.41
2014/01/15,307.54
2014/01/16,308.91
2014/01/17,311.74
2014/01/18,311.74
2014/01/19,311.74
2014/01/20,309.45
2014/01/21,309.52
2014/01/22,310.1
2014/01/23,306.74
2014/01/24,300.82
2014/01/25,300.82
2014/01/26,300.82
2014/01/27,293.52
2014/01/28,294.79
2014/01/29,298.72
2014/01/30,297.25
2014/01/31,297.25
2014/02/01,297.25
2014/02/02,297.25
2014/02/03,297.25
2014/02/04,287.22
2014/02/05,284.55
2014/02/06,287.62
2014/02/07,291.89
2014/02/08,291.89
2014/02/09,291.89
2014/02/10,291.08
2014/02/11,295.43
2014/02/12,299.28
2014/02/13,299.18
2014/02/14,300.28
2014/02/15,300.28
2014/02/16,300.28
2014/02/17,304.21
2014/02/18,304.37
2014/02/19,304.96
2014/02/20,301.16
2014/02/21,302.69
2014/02/22,302.69
2014/02/23,302.69
2014/02/24,300.16
2014/02/25,298.68
2014/02/26,302.1
2014/02/27,306.9
2014/02/28,307.15
2014/03/01,307.15
2014/03/02,307.15
2014/03/03,303.06
2014/03/04,305.46
2014/03/05,304.67
2014/03/06,307.13
2014/03/07,306.18
2014/03/08,306.18
2014/03/09,306.18
2014/03/10,301.5
2014/03/11,302.0
2014/03/12,297.38
2014/03/13,294.21
2014/03/14,289.17
2014/03/15,289.17
2014/03/16,289.17
2014/03/17,289.04
2014/03/18,291.33
2014/03/19,292.0
2014/03/20,286.77
2014/03/21,288.72
2014/03/22,288.72
2014/03/23,288.72
2014/03/24,293.55
2014/03/25,290.03
2014/03/26,293.18
2014/03/27,289.57
2014/03/28,293.59
2014/03/29,293.59
2014/03/30,293.59
2014/03/31,296.64
2014/04/01,302.12
2014/04/02,302.79
2014/04/03,302.6
2014/04/04,300.77
2014/04/05,300.77
2014/04/06,300.77
2014/04/07,296.41
2014/04/08,297.69
2014/04/09,301.96
2014/04/10,307.01
2014/04/11,302.46
2014/04/12,302.46
2014/04/13,302.46
2014/04/14,300.97
2014/04/15,295.75
2014/04/16,296.76
2014/04/17,298.28
2014/04/18,298.28
2014/04/19,298.28
2014/04/20,298.28
2014/04/21,298.28
2014/04/22,299.49
2014/04/23,298.48
2014/04/24,298.81
2014/04/25,294.69
2014/04/26,294.69
2014/04/27,294.69
2014/04/28,290.55
2014/04/29,291.73
2014/04/30,287.52
2014/05/01,287.52
2014/05/02,289.97
2014/05/03,289.97
2014/05/04,289.97
2014/05/05,288.31
2014/05/06,288.31
2014/05/07,283.41
2014/05/08,280.84
2014/05/09,280.91
2014/05/10,280.91
2014/05/11,280.91
2014/05/12,286.85
2014/05/13,289.22
2014/05/14,291.68
2014/05/15,293.37
2014/05/16,292.84
2014/05/17,292.84
2014/05/18,292.84
2014/05/19,292.89
2014/05/20,294.33
2014/05/21,295.43
2014/05/22,298.92
2014/05/23,299.25
2014/05/24,299.25
2014/05/25,299.25
2014/05/26,299.38
2014/05/27,298.93
2014/05/28,300.63
2014/05/29,298.99
2014/05/30,300.44
2014/05/31,300.44
2014/06/01,300.44
2014/06/02,300.44
2014/06/03,303.98
2014/06/04,301.92
2014/06/05,302.67
2014/06/06,301.63
2014/06/07,301.63
2014/06/08,301.63
2014/06/09,303.55
2014/06/10,306.44
2014/06/11,305.66
2014/06/12,306.24
2014/06/13,307.84
2014/06/14,307.84
2014/06/15,307.84
2014/06/16,306.52
2014/06/17,304.8
2014/06/18,304.95
2014/06/19,305.11
2014/06/20,305.78
2014/06/21,305.78
2014/06/22,305.78
2014/06/23,301.17
2014/06/24,302.61
2014/06/25,302.85
2014/06/26,306.59
2014/06/27,306.41
2014/06/28,306.41
2014/06/29,306.41
2014/06/30,306.19
2014/07/01,306.19
2014/07/02,310.94
2014/07/03,311.69
2014/07/04,312.01
2014/07/05,312.01
2014/07/06,312.01
2014/07/07,312.65
2014/07/08,312.8
2014/07/09,308.35
2014/07/10,309.28
2014/07/11,309.77
2014/07/12,309.77
2014/07/13,309.77
2014/07/14,310.41
2014/07/15,311.84
2014/07/16,312.85
2014/07/17,312.41
2014/07/18,311.37
2014/07/19,311.37
2014/07/20,311.37
2014/07/21,310.3
2014/07/22,315.14
2014/07/23,317.34
2014/07/24,319.17
2014/07/25,319.83
2014/07/26,319.83
2014/07/27,319.83
2014/07/28,321.92
2014/07/29,323.01
2014/07/30,322.48
2014/07/31,323.06
2014/08/01,319.64
2014/08/02,319.64
2014/08/03,319.64
2014/08/04,321.38
2014/08/05,321.88
2014/08/06,321.78
2014/08/07,318.96
2014/08/08,318.09
2014/08/09,318.09
2014/08/10,318.09
2014/08/11,323.49
2014/08/12,324.32
2014/08/13,326.01
2014/08/14,323.87
2014/08/15,324.7
2014/08/16,324.7
2014/08/17,324.7
2014/08/18,324.49
2014/08/19,326.17
2014/08/20,326.92
2014/08/21,324.95
2014/08/22,326.21
2014/08/23,326.21
2014/08/24,326.21
2014/08/25,326.33
2014/08/26,324.1
2014/08/27,323.32
2014/08/28,319.56
2014/08/29,321.07
2014/08/30,321.07
2014/08/31,321.07
2014/09/01,321.36
2014/09/02,321.69
2014/09/03,330.0
2014/09/04,330.41
2014/09/05,329.8
2014/09/06,329.8
2014/09/07,329.8
2014/09/08,329.58
2014/09/09,329.58
2014/09/10,323.6
2014/09/11,323.92
2014/09/12,323.4
2014/09/13,323.4
2014/09/14,323.4
2014/09/15,319.54
2014/09/16,315.72
2014/09/17,318.41
2014/09/18,316.62
2014/09/19,317.87
2014/09/20,317.87
2014/09/21,317.87
2014/09/22,312.83
2014/09/23,311.34
2014/09/24,313.45
2014/09/25,312.16
2014/09/26,310.45
2014/09/27,310.45
2014/09/28,310.45
2014/09/29,304.56
2014/09/30,301.66
2014/10/01,301.66
2014/10/02,301.66
2014/10/03,303.74
2014/10/04,303.74
2014/10/05,303.74
2014/10/06,307.51
2014/10/07,309.44
2014/10/08,307.39
2014/10/09,310.43
2014/10/10,304.4
2014/10/11,304.4
2014/10/12,304.4
2014/10/13,303.42
2014/10/14,302.48
2014/10/15,303.99
2014/10/16,300.17
2014/10/17,301.51
2014/10/18,301.51
2014/10/19,301.51
2014/10/20,302.82
2014/10/21,302.72
2014/10/22,307.02
2014/10/23,306.33
2014/10/24,306.29
2014/10/25,306.29
2014/10/26,306.29
2014/10/27,303.44
2014/10/28,307.84
2014/10/29,310.45
2014/10/30,308.4
2014/10/31,312.63
2014/11/01,312.63
2014/11/02,312.63
2014/11/03,311.57
2014/11/04,311.81
2014/11/05,309.33
2014/11/06,308.64
