Date,基金經理精選退休基金_Price
2015/09/22,144.77
2015/09/23,143.38
2015/09/24,142.38
2015/09/25,143.18
2015/09/26,143.18
2015/09/27,143.18
2015/09/28,143.18
2015/09/29,139.73
2015/09/30,142.16
2015/10/01,142.16
2015/10/02,144.95
2015/10/03,144.95
2015/10/04,144.95
2015/10/05,146.95
2015/10/06,147.34
2015/10/07,149.06
2015/10/08,148.49
2015/10/09,149.46
2015/10/10,149.46
2015/10/11,149.46
2015/10/12,150.14
2015/10/13,149.28
2015/10/14,148.2
2015/10/15,150.52
2015/10/16,151.35
2015/10/17,151.35
2015/10/18,151.35
2015/10/19,151.09
2015/10/20,150.88
2015/10/21,150.88
2015/10/22,151.19
2015/10/23,152.7
2015/10/24,152.7
2015/10/25,152.7
2015/10/26,152.84
2015/10/27,152.27
2015/10/28,152.4
2015/10/29,151.53
2015/10/30,151.93
2015/10/31,151.93
2015/11/01,151.93
2015/11/02,151.18
2015/11/03,151.65
2015/11/04,152.72
2015/11/05,152.78
2015/11/06,152.53
2015/11/07,152.53
2015/11/08,152.53
2015/11/09,152.02
2015/11/10,151.17
2015/11/11,151.67
2015/11/12,151.86
2015/11/13,150.61
2015/11/14,150.61
2015/11/15,150.61
2015/11/16,149.55
2015/11/17,150.9
2015/11/18,150.96
2015/11/19,152.51
2015/11/20,153.09
2015/11/21,153.09
2015/11/22,153.09
2015/11/23,152.7
2015/11/24,152.47
2015/11/25,152.35
2015/11/26,152.82
2015/11/27,151.6
2015/11/28,151.6
2015/11/29,151.6
2015/11/30,151.05
2015/12/01,152.77
2015/12/02,152.67
2015/12/03,151.99
2015/12/04,151.21
2015/12/05,151.21
2015/12/06,151.21
2015/12/07,151.38
2015/12/08,149.88
2015/12/09,149.47
2015/12/10,148.76
2015/12/11,147.18
2015/12/12,147.18
2015/12/13,147.18
2015/12/14,146.44
2015/12/15,146.54
2015/12/16,148.41
2015/12/17,149.3
2015/12/18,148.13
2015/12/19,148.13
2015/12/20,148.13
2015/12/21,148.16
2015/12/22,148.69
2015/12/23,149.71
2015/12/24,149.7
2015/12/25,149.7
2015/12/26,149.7
2015/12/27,149.7
2015/12/28,149.4
2015/12/29,150.27
2015/12/30,150.0
2015/12/31,149.97
2016/01/01,149.97
2016/01/02,149.97
2016/01/03,149.97
2016/01/04,146.51
2016/01/05,145.94
2016/01/06,144.71
2016/01/07,141.76
2016/01/08,141.43
2016/01/09,141.43
2016/01/10,141.43
2016/01/11,139.86
2016/01/12,138.78
2016/01/13,139.77
2016/01/14,138.54
2016/01/15,137.09
2016/01/16,137.09
2016/01/17,137.09
2016/01/18,136.16
2016/01/19,137.79
2016/01/20,134.14
2016/01/21,132.64
2016/01/22,136.09
2016/01/23,136.09
2016/01/24,136.09
2016/01/25,136.95
2016/01/26,135.79
2016/01/27,136.96
2016/01/28,136.67
2016/01/29,138.88
2016/01/30,138.88
2016/01/31,138.88
2016/02/01,139.93
2016/02/02,138.62
2016/02/03,136.77
2016/02/04,137.1
2016/02/05,136.18
2016/02/06,136.18
2016/02/07,136.18
2016/02/08,136.18
2016/02/09,136.18
2016/02/10,136.18
2016/02/11,131.93
2016/02/12,129.46
2016/02/13,129.46
2016/02/14,129.46
2016/02/15,133.26
2016/02/16,133.99
2016/02/17,134.17
2016/02/18,135.75
2016/02/19,135.1
2016/02/20,135.1
2016/02/21,135.1
2016/02/22,136.08
2016/02/23,135.38
2016/02/24,134.25
2016/02/25,134.83
2016/02/26,135.69
2016/02/27,135.69
2016/02/28,135.69
2016/02/29,135.13
2016/03/01,136.75
2016/03/02,139.05
2016/03/03,139.77
2016/03/04,140.62
2016/03/05,140.62
2016/03/06,140.62
2016/03/07,140.19
2016/03/08,139.36
2016/03/09,139.1
2016/03/10,139.33
2016/03/11,141.02
2016/03/12,141.02
2016/03/13,141.02
2016/03/14,142.13
2016/03/15,141.33
2016/03/16,141.03
2016/03/17,142.93
2016/03/18,143.09
2016/03/19,143.09
2016/03/20,143.09
2016/03/21,143.04
2016/03/22,143.52
2016/03/23,142.81
2016/03/24,141.71
2016/03/25,141.71
2016/03/26,141.71
2016/03/27,141.71
2016/03/28,141.71
2016/03/29,142.64
2016/03/30,144.22
2016/03/31,143.79
2016/04/01,141.62
2016/04/02,141.62
2016/04/03,141.62
2016/04/04,141.62
2016/04/05,140.1
2016/04/06,140.5
2016/04/07,140.86
2016/04/08,141.63
2016/04/09,141.63
2016/04/10,141.63
2016/04/11,142.09
2016/04/12,142.59
2016/04/13,145.31
2016/04/14,146.49
2016/04/15,146.11
2016/04/16,146.11
2016/04/17,146.11
2016/04/18,145.3
2016/04/19,147.01
2016/04/20,146.71
2016/04/21,147.7
2016/04/22,146.96
2016/04/23,146.96
2016/04/24,146.96
2016/04/25,146.21
2016/04/26,146.32
2016/04/27,146.15
2016/04/28,145.69
2016/04/29,144.85
2016/04/30,144.85
2016/05/01,144.85
2016/05/02,144.85
2016/05/03,143.48
2016/05/04,142.68
2016/05/05,142.36
2016/05/06,141.4
2016/05/07,141.4
2016/05/08,141.4
2016/05/09,141.43
2016/05/10,142.63
2016/05/11,142.52
2016/05/12,142.09
2016/05/13,141.16
2016/05/14,141.16
2016/05/15,141.16
2016/05/16,141.62
2016/05/17,142.28
2016/05/18,141.59
2016/05/19,140.48
2016/05/20,141.29
2016/05/21,141.29
2016/05/22,141.29
2016/05/23,141.23
2016/05/24,141.5
2016/05/25,143.19
2016/05/26,143.6
2016/05/27,144.37
2016/05/28,144.37
2016/05/29,144.37
2016/05/30,144.62
2016/05/31,145.22
2016/06/01,144.82
2016/06/02,144.59
2016/06/03,145.42
2016/06/04,145.42
2016/06/05,145.42
2016/06/06,145.95
2016/06/07,147.27
2016/06/08,147.61
2016/06/09,147.61
2016/06/10,144.99
2016/06/11,144.99
2016/06/12,144.99
2016/06/13,142.13
2016/06/14,140.79
2016/06/15,141.43
2016/06/16,139.91
2016/06/17,140.95
2016/06/18,140.95
2016/06/19,140.95
2016/06/20,143.52
2016/06/21,144.31
2016/06/22,144.64
2016/06/23,145.55
2016/06/24,139.8
2016/06/25,139.8
2016/06/26,139.8
2016/06/27,138.93
2016/06/28,139.7
2016/06/29,142.08
2016/06/30,143.49
2016/07/01,143.49
2016/07/02,143.49
2016/07/03,143.49
2016/07/04,144.82
2016/07/05,143.72
2016/07/06,142.26
2016/07/07,142.74
2016/07/08,142.7
2016/07/09,142.7
2016/07/10,142.7
2016/07/11,144.76
2016/07/12,146.0
2016/07/13,146.24
2016/07/14,146.75
2016/07/15,146.77
2016/07/16,146.77
2016/07/17,146.77
2016/07/18,147.04
2016/07/19,146.97
2016/07/20,147.55
2016/07/21,147.87
2016/07/22,147.6
2016/07/23,147.6
2016/07/24,147.6
2016/07/25,147.54
2016/07/26,147.86
2016/07/27,148.16
2016/07/28,148.07
2016/07/29,148.62
2016/07/30,148.62
2016/07/31,148.62
2016/08/01,149.34
2016/08/02,149.34
2016/08/03,147.15
2016/08/04,147.65
2016/08/05,148.35
2016/08/06,148.35
2016/08/07,148.35
2016/08/08,149.43
2016/08/09,150.18
2016/08/10,150.57
2016/08/11,151.12
2016/08/12,151.47
2016/08/13,151.47
2016/08/14,151.47
2016/08/15,151.87
2016/08/16,151.42
2016/08/17,151.11
2016/08/18,151.62
2016/08/19,151.2
2016/08/20,151.2
2016/08/21,151.2
2016/08/22,151.26
2016/08/23,151.37
2016/08/24,151.12
2016/08/25,150.84
2016/08/26,150.79
2016/08/27,150.79
2016/08/28,150.79
2016/08/29,150.46
2016/08/30,150.92
2016/08/31,150.73
2016/09/01,151.04
2016/09/02,151.59
2016/09/03,151.59
2016/09/04,151.59
2016/09/05,152.76
2016/09/06,154.01
2016/09/07,154.32
2016/09/08,154.51
2016/09/09,153.37
2016/09/10,153.37
2016/09/11,153.37
2016/09/12,150.9
2016/09/13,150.46
2016/09/14,149.98
2016/09/15,150.47
2016/09/16,150.47
2016/09/17,150.47
2016/09/18,150.47
2016/09/19,151.31
2016/09/20,151.67
2016/09/21,153.06
2016/09/22,154.03
2016/09/23,153.77
2016/09/24,153.77
2016/09/25,153.77
2016/09/26,152.29
2016/09/27,153.2
2016/09/28,153.24
2016/09/29,153.41
2016/09/30,152.37
2016/10/01,152.37
2016/10/02,152.37
2016/10/03,153.05
2016/10/04,153.16
2016/10/05,153.22
2016/10/06,153.45
2016/10/07,153.03
2016/10/08,153.03
2016/10/09,153.03
2016/10/10,153.03
2016/10/11,152.04
2016/10/12,151.34
2016/10/13,150.45
2016/10/14,150.95
2016/10/15,150.95
2016/10/16,150.95
2016/10/17,150.5
2016/10/18,151.8
2016/10/19,152.03
2016/10/20,152.25
2016/10/21,152.25
2016/10/22,152.25
2016/10/23,152.25
2016/10/24,152.48
2016/10/25,152.39
2016/10/26,151.81
2016/10/27,151.08
2016/10/28,150.6
2016/10/29,150.6
2016/10/30,150.6
2016/10/31,150.64
2016/11/01,150.89
2016/11/02,149.62
2016/11/03,149.2
2016/11/04,148.68
2016/11/05,148.68
2016/11/06,148.68
2016/11/07,149.82
2016/11/08,150.25
2016/11/09,149.41
2016/11/10,149.96
2016/11/11,148.57
2016/11/12,148.57
2016/11/13,148.57
2016/11/14,147.54
2016/11/15,147.87
2016/11/16,147.96
2016/11/17,148.1
2016/11/18,147.78
2016/11/19,147.78
2016/11/20,147.78
2016/11/21,148.24
2016/11/22,149.22
2016/11/23,149.15
2016/11/24,148.85
2016/11/25,149.42
2016/11/26,149.42
2016/11/27,149.42
2016/11/28,149.76
2016/11/29,149.56
2016/11/30,149.47
2016/12/01,149.42
2016/12/02,148.71
2016/12/03,148.71
2016/12/04,148.71
2016/12/05,148.56
2016/12/06,149.31
2016/12/07,150.39
2016/12/08,151.21
2016/12/09,151.06
2016/12/10,151.06
2016/12/11,151.06
2016/12/12,150.2
2016/12/13,150.81
2016/12/14,150.53
2016/12/15,149.1
2016/12/16,149.14
2016/12/17,149.14
2016/12/18,149.14
2016/12/19,148.96
2016/12/20,148.69
2016/12/21,148.7
2016/12/22,148.2
2016/12/23,148.02
2016/12/24,148.02
2016/12/25,148.02
2016/12/26,148.02
2016/12/27,148.02
2016/12/28,148.23
2016/12/29,148.35
2016/12/30,148.47
2016/12/31,148.47
2017/01/01,148.47
2017/01/02,148.47
2017/01/03,149.13
2017/01/04,149.85
2017/01/05,150.91
2017/01/06,150.96
2017/01/07,150.96
2017/01/08,150.96
2017/01/09,150.87
2017/01/10,151.36
2017/01/11,151.94
2017/01/12,152.0
2017/01/13,152.17
2017/01/14,152.17
2017/01/15,152.17
2017/01/16,151.63
2017/01/17,151.77
2017/01/18,152.35
2017/01/19,151.91
2017/01/20,151.98
2017/01/21,151.98
2017/01/22,151.98
2017/01/23,151.99
2017/01/24,152.52
2017/01/25,153.36
2017/01/26,153.95
2017/01/27,153.76
2017/01/28,153.76
2017/01/29,153.76
2017/01/30,153.76
2017/01/31,153.76
2017/02/01,153.33
2017/02/02,153.22
2017/02/03,153.58
2017/02/04,153.58
2017/02/05,153.58
2017/02/06,153.97
2017/02/07,153.86
2017/02/08,154.38
2017/02/09,154.61
2017/02/10,155.14
2017/02/11,155.14
2017/02/12,155.14
2017/02/13,155.82
2017/02/14,155.85
2017/02/15,156.62
2017/02/16,156.98
2017/02/17,156.85
2017/02/18,156.85
2017/02/19,156.85
2017/02/20,157.12
2017/02/21,157.1
2017/02/22,157.61
2017/02/23,157.73
2017/02/24,157.28
2017/02/25,157.28
2017/02/26,157.28
2017/02/27,156.97
2017/02/28,156.61
2017/03/01,157.53
2017/03/02,157.28
2017/03/03,156.9
2017/03/04,156.9
2017/03/05,156.9
2017/03/06,157.01
2017/03/07,157.03
2017/03/08,157.02
2017/03/09,156.45
2017/03/10,156.87
2017/03/11,156.87
2017/03/12,156.87
2017/03/13,157.75
2017/03/14,157.65
2017/03/15,158.21
2017/03/16,159.35
2017/03/17,159.42
2017/03/18,159.42
2017/03/19,159.42
2017/03/20,159.57
2017/03/21,159.23
2017/03/22,158.54
2017/03/23,158.7
2017/03/24,158.89
2017/03/25,158.89
2017/03/26,158.89
2017/03/27,158.35
2017/03/28,159.34
2017/03/29,159.54
2017/03/30,159.3
2017/03/31,158.57
2017/04/01,158.57
2017/04/02,158.57
2017/04/03,158.97
2017/04/04,158.97
2017/04/05,159.0
2017/04/06,158.53
2017/04/07,158.61
2017/04/08,158.61
2017/04/09,158.61
2017/04/10,158.56
2017/04/11,158.38
2017/04/12,158.38
2017/04/13,158.1
2017/04/14,158.1
2017/04/15,158.1
2017/04/16,158.1
2017/04/17,158.1
2017/04/18,157.88
2017/04/19,157.71
2017/04/20,158.48
2017/04/21,158.73
2017/04/22,158.73
2017/04/23,158.73
2017/04/24,159.75
2017/04/25,160.86
2017/04/26,161.15
2017/04/27,161.32
2017/04/28,161.12
2017/04/29,161.12
2017/04/30,161.12
2017/05/01,161.12
2017/05/02,161.63
2017/05/03,161.63
2017/05/04,161.31
2017/05/05,161.19
2017/05/06,161.19
2017/05/07,161.19
2017/05/08,161.97
2017/05/09,162.09
2017/05/10,162.39
2017/05/11,162.45
2017/05/12,162.39
2017/05/13,162.39
2017/05/14,162.39
2017/05/15,162.92
2017/05/16,163.23
2017/05/17,162.19
2017/05/18,161.8
2017/05/19,162.37
2017/05/20,162.37
2017/05/21,162.37
2017/05/22,163.42
2017/05/23,163.45
2017/05/24,163.53
2017/05/25,164.43
2017/05/26,164.39
2017/05/27,164.39
2017/05/28,164.39
2017/05/29,164.47
2017/05/30,164.47
2017/05/31,164.44
2017/06/01,165.13
2017/06/02,166.06
2017/06/03,166.06
2017/06/04,166.06
2017/06/05,166.13
2017/06/06,166.07
2017/06/07,166.29
2017/06/08,166.27
2017/06/09,166.1
2017/06/10,166.1
2017/06/11,166.1
2017/06/12,165.4
2017/06/13,165.84
2017/06/14,165.99
2017/06/15,165.13
2017/06/16,165.17
2017/06/17,165.17
2017/06/18,165.17
2017/06/19,166.37
2017/06/20,166.1
2017/06/21,165.66
2017/06/22,165.78
2017/06/23,165.99
2017/06/24,165.99
2017/06/25,165.99
2017/06/26,166.5
2017/06/27,166.25
2017/06/28,166.22
2017/06/29,166.4
2017/06/30,165.89
2017/07/01,165.89
2017/07/02,165.89
2017/07/03,166.02
2017/07/04,164.99
2017/07/05,165.47
2017/07/06,165.22
2017/07/07,164.96
2017/07/08,164.96
2017/07/09,164.96
2017/07/10,165.46
2017/07/11,166.29
2017/07/12,167.13
2017/07/13,168.05
2017/07/14,168.6
2017/07/15,168.6
2017/07/16,168.6
2017/07/17,168.75
2017/07/18,168.97
2017/07/19,169.92
2017/07/20,170.27
2017/07/21,170.14
2017/07/22,170.14
2017/07/23,170.14
2017/07/24,170.37
2017/07/25,170.41
2017/07/26,170.36
2017/07/27,171.12
2017/07/28,170.46
2017/07/29,170.46
2017/07/30,170.46
2017/07/31,171.07
2017/08/01,171.77
2017/08/02,172.09
2017/08/03,171.72
2017/08/04,171.86
2017/08/05,171.86
2017/08/06,171.86
2017/08/07,172.39
2017/08/08,172.54
2017/08/09,171.94
2017/08/10,170.59
2017/08/11,169.38
2017/08/12,169.38
2017/08/13,169.38
2017/08/14,170.37
2017/08/15,170.39
2017/08/16,170.86
2017/08/17,170.63
2017/08/18,170.06
2017/08/19,170.06
2017/08/20,170.06
2017/08/21,170.24
2017/08/22,171.17
2017/08/23,171.17
2017/08/24,171.24
2017/08/25,171.83
2017/08/26,171.83
2017/08/27,171.83
2017/08/28,171.98
2017/08/29,171.92
2017/08/30,172.49
2017/08/31,172.89
2017/09/01,173.27
2017/09/02,173.27
2017/09/03,173.27
2017/09/04,172.73
2017/09/05,172.3
2017/09/06,172.31
2017/09/07,172.38
2017/09/08,172.65
2017/09/09,172.65
2017/09/10,172.65
2017/09/11,173.78
2017/09/12,174.1
2017/09/13,174.15
2017/09/14,173.86
2017/09/15,174.09
2017/09/16,174.09
2017/09/17,174.09
2017/09/18,175.0
2017/09/19,175.0
2017/09/20,175.26
2017/09/21,174.84
2017/09/22,174.53
2017/09/23,174.53
2017/09/24,174.53
2017/09/25,173.58
2017/09/26,173.17
2017/09/27,173.49
2017/09/28,173.48
2017/09/29,174.18
2017/09/30,174.18
2017/10/01,174.18
2017/10/02,174.18
2017/10/03,175.62
2017/10/04,175.97
2017/10/05,175.97
2017/10/06,176.15
2017/10/07,176.15
2017/10/08,176.15
2017/10/09,175.79
2017/10/10,176.75
2017/10/11,176.82
2017/10/12,177.28
2017/10/13,177.74
2017/10/14,177.74
2017/10/15,177.74
2017/10/16,178.41
2017/10/17,178.22
2017/10/18,178.17
2017/10/19,177.33
2017/10/20,177.95
2017/10/21,177.95
2017/10/22,177.95
2017/10/23,177.8
2017/10/24,177.68
2017/10/25,177.81
2017/10/26,177.65
2017/10/27,178.19
2017/10/28,178.19
2017/10/29,178.19
2017/10/30,178.22
2017/10/31,178.46
2017/11/01,179.47
2017/11/02,179.49
2017/11/03,179.59
2017/11/04,179.59
2017/11/05,179.59
2017/11/06,179.67
2017/11/07,180.54
2017/11/08,180.55
2017/11/09,180.52
2017/11/10,180.29
2017/11/11,180.29
2017/11/12,180.29
2017/11/13,179.81
2017/11/14,179.68
2017/11/15,178.5
2017/11/16,179.72
2017/11/17,180.34
2017/11/18,180.34
2017/11/19,180.34
2017/11/20,180.51
2017/11/21,182.05
2017/11/22,182.64
2017/11/23,182.03
2017/11/24,182.67
2017/11/25,182.67
2017/11/26,182.67
2017/11/27,181.82
2017/11/28,182.07
2017/11/29,182.28
2017/11/30,181.33
2017/12/01,180.81
2017/12/02,180.81
2017/12/03,180.81
2017/12/04,181.09
2017/12/05,180.3
2017/12/06,178.47
2017/12/07,178.97
2017/12/08,180.29
2017/12/09,180.29
2017/12/10,180.29
2017/12/11,181.5
2017/12/12,181.06
2017/12/13,181.7
2017/12/14,181.56
2017/12/15,181.1
2017/12/16,181.1
2017/12/17,181.1
2017/12/18,182.46
2017/12/19,182.75
2017/12/20,182.83
2017/12/21,183.16
2017/12/22,183.62
2017/12/23,183.62
2017/12/24,183.62
2017/12/25,183.62
2017/12/26,183.62
2017/12/27,183.81
2017/12/28,184.59
2017/12/29,184.8
2017/12/30,184.8
2017/12/31,184.8
2018/01/01,184.8
2018/01/02,186.4
2018/01/03,187.02
2018/01/04,188.63
2018/01/05,189.42
2018/01/06,189.42
2018/01/07,189.42
2018/01/08,189.65
2018/01/09,190.25
2018/01/10,190.61
2018/01/11,190.88
2018/01/12,192.14
2018/01/13,192.14
2018/01/14,192.14
2018/01/15,192.49
2018/01/16,193.51
2018/01/17,193.74
2018/01/18,193.59
2018/01/19,194.76
2018/01/20,194.76
2018/01/21,194.76
2018/01/22,195.66
2018/01/23,197.23
2018/01/24,197.19
2018/01/25,196.75
2018/01/26,198.0
2018/01/27,198.0
2018/01/28,198.0
2018/01/29,197.04
2018/01/30,195.2
2018/01/31,195.45
2018/02/01,195.44
2018/02/02,193.47
2018/02/03,193.47
2018/02/04,193.47
2018/02/05,188.54
2018/02/06,186.01
2018/02/07,184.72
2018/02/08,182.04
2018/02/09,180.85
2018/02/10,180.85
2018/02/11,180.85
2018/02/12,182.03
2018/02/13,183.35
2018/02/14,185.47
2018/02/15,187.77
2018/02/16,187.77
2018/02/17,187.77
2018/02/18,187.77
2018/02/19,187.77
2018/02/20,187.8
2018/02/21,188.65
2018/02/22,187.56
2018/02/23,189.27
2018/02/24,189.27
2018/02/25,189.27
2018/02/26,190.52
2018/02/27,189.59
2018/02/28,187.69
2018/03/01,186.72
2018/03/02,185.42
2018/03/03,185.42
2018/03/04,185.42
2018/03/05,184.54
2018/03/06,186.63
2018/03/07,186.07
2018/03/08,187.36
2018/03/09,188.63
2018/03/10,188.63
2018/03/11,188.63
2018/03/12,190.52
2018/03/13,190.41
2018/03/14,189.64
2018/03/15,189.95
2018/03/16,189.77
2018/03/17,189.77
2018/03/18,189.77
2018/03/19,188.68
2018/03/20,188.69
2018/03/21,188.34
2018/03/22,186.06
2018/03/23,183.1
2018/03/24,183.1
2018/03/25,183.1
2018/03/26,184.56
2018/03/27,185.51
2018/03/28,183.35
2018/03/29,183.96
2018/03/30,183.96
2018/03/31,183.96
2018/04/01,183.96
2018/04/02,183.96
2018/04/03,183.72
2018/04/04,182.75
2018/04/05,182.75
2018/04/06,183.42
2018/04/07,183.42
2018/04/08,183.42
2018/04/09,184.42
2018/04/10,186.56
2018/04/11,186.46
2018/04/12,186.35
2018/04/13,186.3
2018/04/14,186.3
2018/04/15,186.3
2018/04/16,185.85
2018/04/17,185.71
2018/04/18,186.62
2018/04/19,187.23
2018/04/20,185.49
2018/04/21,185.49
2018/04/22,185.49
2018/04/23,184.88
2018/04/24,185.21
2018/04/25,183.94
2018/04/26,183.79
2018/04/27,184.61
2018/04/28,184.61
2018/04/29,184.61
2018/04/30,185.46
2018/05/01,185.46
2018/05/02,184.65
2018/05/03,183.63
2018/05/04,183.5
2018/05/05,183.5
2018/05/06,183.5
2018/05/07,184.0
2018/05/08,184.72
2018/05/09,185.09
2018/05/10,186.24
2018/05/11,187.66
2018/05/12,187.66
2018/05/13,187.66
2018/05/14,188.56
2018/05/15,187.17
2018/05/16,186.95
2018/05/17,186.82
2018/05/18,186.94
2018/05/19,186.94
2018/05/20,186.94
2018/05/21,187.54
2018/05/22,187.54
2018/05/23,186.36
2018/05/24,186.21
2018/05/25,185.67
2018/05/26,185.67
2018/05/27,185.67
2018/05/28,185.84
2018/05/29,184.23
2018/05/30,183.51
2018/05/31,184.53
2018/06/01,185.16
2018/06/02,185.16
2018/06/03,185.16
2018/06/04,186.84
2018/06/05,186.86
2018/06/06,187.79
2018/06/07,188.5
2018/06/08,187.17
2018/06/09,187.17
2018/06/10,187.17
2018/06/11,187.83
2018/06/12,187.89
2018/06/13,187.21
2018/06/14,186.43
2018/06/15,185.52
2018/06/16,185.52
2018/06/17,185.52
2018/06/18,185.52
2018/06/19,181.99
2018/06/20,182.66
2018/06/21,181.33
2018/06/22,181.87
2018/06/23,181.87
2018/06/24,181.87
2018/06/25,179.48
2018/06/26,179.05
2018/06/27,177.48
2018/06/28,177.12
2018/06/29,178.91
2018/06/30,178.91
2018/07/01,178.91
2018/07/02,178.91
2018/07/03,177.17
2018/07/04,176.43
2018/07/05,176.89
2018/07/06,178.04
2018/07/07,178.04
2018/07/08,178.04
2018/07/09,180.15
2018/07/10,180.19
2018/07/11,178.38
2018/07/12,179.09
2018/07/13,179.79
2018/07/14,179.79
2018/07/15,179.79
2018/07/16,179.54
2018/07/17,179.31
2018/07/18,179.43
2018/07/19,178.86
2018/07/20,179.62
2018/07/21,179.62
2018/07/22,179.62
2018/07/23,179.59
2018/07/24,181.09
2018/07/25,181.98
2018/07/26,181.96
2018/07/27,182.22
2018/07/28,182.22
2018/07/29,182.22
2018/07/30,181.49
2018/07/31,181.04
2018/08/01,180.6
2018/08/02,178.7
2018/08/03,178.81
2018/08/04,178.81
2018/08/05,178.81
2018/08/06,178.83
2018/08/07,180.34
2018/08/08,180.65
2018/08/09,180.92
2018/08/10,179.14
2018/08/11,179.14
2018/08/12,179.14
2018/08/13,177.36
2018/08/14,177.19
2018/08/15,175.17
2018/08/16,175.27
2018/08/17,175.81
2018/08/18,175.81
2018/08/19,175.81
2018/08/20,176.81
2018/08/21,177.83
2018/08/22,178.58
2018/08/23,177.97
2018/08/24,178.31
2018/08/25,178.31
2018/08/26,178.31
2018/08/27,180.4
2018/08/28,180.68
2018/08/29,181.09
2018/08/30,180.35
2018/08/31,179.59
2018/09/01,179.59
2018/09/02,179.59
2018/09/03,178.96
2018/09/04,178.8
2018/09/05,177.01
2018/09/06,176.11
2018/09/07,175.53
2018/09/08,175.53
2018/09/09,175.53
2018/09/10,175.03
2018/09/11,174.49
2018/09/12,174.48
2018/09/13,176.14
2018/09/14,177.23
2018/09/15,177.23
2018/09/16,177.23
2018/09/17,176.41
2018/09/18,177.1
2018/09/19,178.25
2018/09/20,179.22
2018/09/21,180.18
2018/09/22,180.18
2018/09/23,180.18
2018/09/24,179.09
2018/09/25,179.09
2018/09/26,179.86
2018/09/27,179.49
2018/09/28,179.37
2018/09/29,179.37
2018/09/30,179.37
2018/10/01,179.37
2018/10/02,177.8
2018/10/03,177.7
2018/10/04,175.81
2018/10/05,174.95
2018/10/06,174.95
2018/10/07,174.95
2018/10/08,173.51
2018/10/09,173.19
2018/10/10,171.41
2018/10/11,168.59
2018/10/12,170.27
2018/10/13,170.27
2018/10/14,170.27
2018/10/15,169.23
2018/10/16,170.25
2018/10/17,170.25
2018/10/18,169.27
2018/10/19,169.3
2018/10/20,169.3
2018/10/21,169.3
2018/10/22,170.07
2018/10/23,167.64
2018/10/24,166.32
2018/10/25,165.77
2018/10/26,164.7
2018/10/27,164.7
2018/10/28,164.7
2018/10/29,164.64
2018/10/30,164.74
2018/10/31,166.66
2018/11/01,168.1
2018/11/02,170.22
2018/11/03,170.22
2018/11/04,170.22
2018/11/05,169.23
2018/11/06,169.75
2018/11/07,170.94
2018/11/08,171.18
2018/11/09,169.46
2018/11/10,169.46
2018/11/11,169.46
2018/11/12,168.32
2018/11/13,168.22
2018/11/14,167.75
2018/11/15,168.62
2018/11/16,168.84
2018/11/17,168.84
2018/11/18,168.84
2018/11/19,168.77
2018/11/20,166.54
2018/11/21,166.92
2018/11/22,166.96
2018/11/23,166.3
2018/11/24,166.3
2018/11/25,166.3
2018/11/26,167.61
2018/11/27,167.58
2018/11/28,168.83
2018/11/29,169.11
2018/11/30,169.15
2018/12/01,169.15
2018/12/02,169.15
2018/12/03,171.25
2018/12/04,169.87
2018/12/05,168.74
2018/12/06,166.76
2018/12/07,166.19
2018/12/08,166.19
2018/12/09,166.19
2018/12/10,164.69
2018/12/11,164.83
2018/12/12,166.56
2018/12/13,167.08
2018/12/14,165.22
2018/12/15,165.22
2018/12/16,165.22
2018/12/17,164.68
2018/12/18,163.9
2018/12/19,164.06
2018/12/20,162.55
2018/12/21,161.98
2018/12/22,161.98
2018/12/23,161.98
2018/12/24,161.22
2018/12/25,161.22
2018/12/26,161.22
2018/12/27,162.03
2018/12/28,162.74
2018/12/29,162.74
2018/12/30,162.74
2018/12/31,163.57
2019/01/01,163.57
2019/01/02,162.31
2019/01/03,161.59
2019/01/04,163.77
2019/01/05,163.77
2019/01/06,163.77
2019/01/07,164.88
2019/01/08,165.29
2019/01/09,167.16
2019/01/10,167.42
2019/01/11,167.83
2019/01/12,167.83
2019/01/13,167.83
2019/01/14,166.94
2019/01/15,168.33
2019/01/16,168.61
2019/01/17,168.61
2019/01/18,169.95
2019/01/19,169.95
2019/01/20,169.95
2019/01/21,170.15
2019/01/22,169.23
2019/01/23,169.19
2019/01/24,169.71
2019/01/25,171.35
2019/01/26,171.35
2019/01/27,171.35
2019/01/28,171.01
2019/01/29,171.11
2019/01/30,171.81
2019/01/31,173.46
2019/02/01,173.41
2019/02/02,173.41
2019/02/03,173.41
2019/02/04,173.64
2019/02/05,173.64
2019/02/06,173.64
2019/02/07,173.64
2019/02/08,172.82
2019/02/09,172.82
2019/02/10,172.82
2019/02/11,173.11
2019/02/12,173.91
2019/02/13,174.81
2019/02/14,174.62
2019/02/15,174.08
2019/02/16,174.08
2019/02/17,174.08
2019/02/18,175.33
2019/02/19,175.28
2019/02/20,176.37
2019/02/21,176.46
2019/02/22,177.11
2019/02/23,177.11
2019/02/24,177.11
2019/02/25,177.77
2019/02/26,177.54
2019/02/27,177.26
2019/02/28,176.53
2019/03/01,177.23
2019/03/02,177.23
2019/03/03,177.23
2019/03/04,177.55
2019/03/05,177.41
2019/03/06,177.5
2019/03/07,176.36
2019/03/08,174.5
2019/03/09,174.5
2019/03/10,174.5
2019/03/11,175.56
2019/03/12,176.84
2019/03/13,177.06
2019/03/14,176.94
2019/03/15,177.88
