"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","172.07"	
"2017/01/02","172.07"	
"2017/01/03","172.23"	
"2017/01/04","172.62"	
"2017/01/05","173.42"	
"2017/01/06","173.34"	
"2017/01/07","173.34"	
"2017/01/08","173.34"	
"2017/01/09","173.3"	
"2017/01/10","173.61"	
"2017/01/11","173.87"	
"2017/01/12","174.14"	
"2017/01/13","174.04"	
"2017/01/14","174.04"	
"2017/01/15","174.04"	
"2017/01/16","173.82"	
"2017/01/17","174.12"	
"2017/01/18","174.2"	
"2017/01/19","173.63"	
"2017/01/20","173.6"	
"2017/01/21","173.6"	
"2017/01/22","173.6"	
"2017/01/23","173.9"	
"2017/01/24","174.13"	
"2017/01/25","174.29"	
"2017/01/26","174.32"	
"2017/01/27","174.34"	
"2017/01/28","174.34"	
"2017/01/29","174.34"	
"2017/01/30","174.34"	
"2017/01/31","174.34"	
"2017/02/01","174.16"	
"2017/02/02","174.26"	
"2017/02/03","174.44"	
"2017/02/04","174.44"	
"2017/02/05","174.44"	
"2017/02/06","174.68"	
"2017/02/07","174.72"	
"2017/02/08","175.19"	
"2017/02/09","175.28"	
"2017/02/10","175.42"	
"2017/02/11","175.42"	
"2017/02/12","175.42"	
"2017/02/13","175.66"	
"2017/02/14","175.6"	
"2017/02/15","175.87"	
"2017/02/16","176.22"	
"2017/02/17","176.32"	
"2017/02/18","176.32"	
"2017/02/19","176.32"	
"2017/02/20","176.43"	
"2017/02/21","176.37"	
"2017/02/22","176.68"	
"2017/02/23","176.97"	
"2017/02/24","177.06"	
"2017/02/25","177.06"	
"2017/02/26","177.06"	
"2017/02/27","176.93"	
"2017/02/28","176.79"	
"2017/03/01","176.88"	
"2017/03/02","176.58"	
"2017/03/03","176.38"	
"2017/03/04","176.38"	
"2017/03/05","176.38"	
"2017/03/06","176.48"	
"2017/03/07","176.4"	
"2017/03/08","176.16"	
"2017/03/09","175.65"	
"2017/03/10","175.82"	
"2017/03/11","175.82"	
"2017/03/12","175.82"	
"2017/03/13","176.24"	
"2017/03/14","176.21"	
"2017/03/15","176.73"	
"2017/03/16","177.32"	
"2017/03/17","177.45"	
"2017/03/18","177.45"	
"2017/03/19","177.45"	
"2017/03/20","177.65"	
"2017/03/21","177.58"	
"2017/03/22","177.52"	
"2017/03/23","177.54"	
"2017/03/24","177.67"	
"2017/03/25","177.67"	
"2017/03/26","177.67"	
"2017/03/27","177.65"	
"2017/03/28","178.1"	
"2017/03/29","178.17"	
"2017/03/30","178.1"	
"2017/03/31","177.72"	
"2017/04/01","177.72"	
"2017/04/02","177.72"	
"2017/04/03","178.01"	
"2017/04/04","178.01"	
"2017/04/05","178.03"	
"2017/04/06","177.89"	
"2017/04/07","177.93"	
"2017/04/08","177.93"	
"2017/04/09","177.93"	
"2017/04/10","177.85"	
"2017/04/11","178.01"	
"2017/04/12","178.07"	
"2017/04/13","178.12"	
"2017/04/14","178.12"	
"2017/04/15","178.12"	
"2017/04/16","178.12"	
"2017/04/17","178.12"	
"2017/04/18","178.24"	
