"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","171.15"	
"2016/01/02","171.15"	
"2016/01/03","171.15"	
"2016/01/04","169.75"	
"2016/01/05","169.5"	
"2016/01/06","169.16"	
"2016/01/07","167.83"	
"2016/01/08","167.75"	
"2016/01/09","167.75"	
"2016/01/10","167.75"	
"2016/01/11","166.93"	
"2016/01/12","166.49"	
"2016/01/13","167.06"	
"2016/01/14","166.64"	
"2016/01/15","166.18"	
"2016/01/16","166.18"	
"2016/01/17","166.18"	
"2016/01/18","165.7"	
"2016/01/19","166.48"	
"2016/01/20","164.88"	
"2016/01/21","164.09"	
"2016/01/22","165.39"	
"2016/01/23","165.39"	
"2016/01/24","165.39"	
"2016/01/25","165.89"	
"2016/01/26","165.57"	
"2016/01/27","166.04"	
"2016/01/28","165.98"	
"2016/01/29","167.27"	
"2016/01/30","167.27"	
"2016/01/31","167.27"	
"2016/02/01","167.73"	
"2016/02/02","167.36"	
"2016/02/03","166.61"	
"2016/02/04","166.8"	
"2016/02/05","166.45"	
"2016/02/06","166.45"	
"2016/02/07","166.45"	
"2016/02/08","166.45"	
"2016/02/09","166.45"	
"2016/02/10","166.45"	
"2016/02/11","164.99"	
"2016/02/12","163.48"	
"2016/02/13","163.48"	
"2016/02/14","163.48"	
"2016/02/15","165.15"	
"2016/02/16","165.41"	
"2016/02/17","165.49"	
"2016/02/18","166.46"	
"2016/02/19","166.21"	
"2016/02/20","166.21"	
"2016/02/21","166.21"	
"2016/02/22","166.75"	
"2016/02/23","166.47"	
"2016/02/24","165.94"	
"2016/02/25","166.36"	
"2016/02/26","166.74"	
"2016/02/27","166.74"	
"2016/02/28","166.74"	
"2016/02/29","166.62"	
"2016/03/01","167.32"	
"2016/03/02","168.39"	
"2016/03/03","168.8"	
"2016/03/04","169.15"	
"2016/03/05","169.15"	
"2016/03/06","169.15"	
"2016/03/07","168.93"	
"2016/03/08","168.89"	
"2016/03/09","168.54"	
"2016/03/10","168.52"	
"2016/03/11","169.37"	
"2016/03/12","169.37"	
"2016/03/13","169.37"	
"2016/03/14","170.01"	
"2016/03/15","169.58"	
"2016/03/16","169.57"	
"2016/03/17","170.89"	
"2016/03/18","171.15"	
"2016/03/19","171.15"	
"2016/03/20","171.15"	
"2016/03/21","171.05"	
"2016/03/22","171.24"	
"2016/03/23","170.89"	
"2016/03/24","170.38"	
"2016/03/25","170.38"	
"2016/03/26","170.38"	
"2016/03/27","170.38"	
"2016/03/28","170.38"	
"2016/03/29","171.06"	
"2016/03/30","171.97"	
"2016/03/31","171.94"	
"2016/04/01","170.91"	
"2016/04/02","170.91"	
"2016/04/03","170.91"	
"2016/04/04","170.91"	
"2016/04/05","170.44"	
"2016/04/06","170.54"	
"2016/04/07","170.82"	
"2016/04/08","171.16"	
"2016/04/09","171.16"	
"2016/04/10","171.16"	
"2016/04/11","171.38"	
"2016/04/12","171.42"	
"2016/04/13","172.82"	
"2016/04/14","173.32"	
"2016/04/15","173.25"	
"2016/04/16","173.25"	
"2016/04/17","173.25"	
