"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","175.01"	
"2015/01/02","175.13"	
"2015/01/03","175.13"	
"2015/01/04","175.13"	
"2015/01/05","174.23"	
"2015/01/06","173.84"	
"2015/01/07","173.67"	
"2015/01/08","174.42"	
"2015/01/09","174.5"	
"2015/01/10","174.5"	
"2015/01/11","174.5"	
"2015/01/12","174.84"	
"2015/01/13","175.18"	
"2015/01/14","174.94"	
"2015/01/15","175.46"	
"2015/01/16","175.3"	
"2015/01/17","175.3"	
"2015/01/18","175.3"	
"2015/01/19","174.91"	
"2015/01/20","175.37"	
"2015/01/21","175.64"	
"2015/01/22","175.88"	
"2015/01/23","176.28"	
"2015/01/24","176.28"	
"2015/01/25","176.28"	
"2015/01/26","176.17"	
"2015/01/27","176.26"	
"2015/01/28","176.51"	
"2015/01/29","176.03"	
"2015/01/30","176.05"	
"2015/01/31","176.05"	
"2015/02/01","176.05"	
"2015/02/02","176.21"	
"2015/02/03","176.21"	
"2015/02/04","176.5"	
"2015/02/05","176.2"	
"2015/02/06","175.92"	
"2015/02/07","175.92"	
"2015/02/08","175.92"	
"2015/02/09","175.06"	
"2015/02/10","175.1"	
"2015/02/11","174.86"	
"2015/02/12","175.4"	
"2015/02/13","176.1"	
"2015/02/14","176.1"	
"2015/02/15","176.1"	
"2015/02/16","176.17"	
"2015/02/17","176.1"	
"2015/02/18","176.34"	
"2015/02/19","176.34"	
"2015/02/20","176.34"	
"2015/02/21","176.34"	
"2015/02/22","176.34"	
"2015/02/23","177.07"	
"2015/02/24","177.43"	
"2015/02/25","177.91"	
"2015/02/26","178.16"	
"2015/02/27","177.88"	
"2015/02/28","177.88"	
"2015/03/01","177.88"	
"2015/03/02","177.62"	
"2015/03/03","177.19"	
"2015/03/04","176.82"	
"2015/03/05","176.67"	
"2015/03/06","176.19"	
"2015/03/07","176.19"	
"2015/03/08","176.19"	
"2015/03/09","175.57"	
"2015/03/10","175.06"	
"2015/03/11","175.16"	
"2015/03/12","175.59"	
"2015/03/13","175.57"	
"2015/03/14","175.57"	
"2015/03/15","175.57"	
"2015/03/16","175.88"	
"2015/03/17","176.06"	
"2015/03/18","176.86"	
"2015/03/19","177.81"	
"2015/03/20","177.97"	
"2015/03/21","177.97"	
"2015/03/22","177.97"	
"2015/03/23","178.54"	
"2015/03/24","178.66"	
"2015/03/25","178.49"	
"2015/03/26","177.8"	
"2015/03/27","177.63"	
"2015/03/28","177.63"	
"2015/03/29","177.63"	
"2015/03/30","178.23"	
"2015/03/31","177.81"	
"2015/04/01","178.09"	
"2015/04/02","178.71"	
"2015/04/03","178.71"	
"2015/04/04","178.71"	
"2015/04/05","178.71"	
"2015/04/06","178.71"	
"2015/04/07","178.71"	
"2015/04/08","180.2"	
"2015/04/09","180.53"	
"2015/04/10","180.71"	
"2015/04/11","180.71"	
"2015/04/12","180.71"	
"2015/04/13","181.09"	
"2015/04/14","180.98"	
"2015/04/15","181.14"	
"2015/04/16","181.55"	
"2015/04/17","181.08"	
"2015/04/18","181.08"	
