"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","195.12"	
"2020/01/02","195.72"	
"2020/01/03","195.51"	
"2020/01/04","195.51"	
"2020/01/05","195.51"	
"2020/01/06","195.02"	
"2020/01/07","195.14"	
"2020/01/08","194.6"	
"2020/01/09","194.97"	
"2020/01/10","195.31"	
"2020/01/11","195.31"	
"2020/01/12","195.31"	
"2020/01/13","195.65"	
"2020/01/14","195.85"	
"2020/01/15","195.93"	
"2020/01/16","196.15"	
"2020/01/17","196.26"	
"2020/01/18","196.26"	
"2020/01/19","196.26"	
"2020/01/20","196.08"	
"2020/01/21","195.67"	
"2020/01/22","196.15"	
"2020/01/23","195.69"	
"2020/01/24","195.81"	
"2020/01/25","195.81"	
"2020/01/26","195.81"	
"2020/01/27","195.81"	
"2020/01/28","195.81"	
"2020/01/29","194.9"	
"2020/01/30","194.19"	
"2020/01/31","194.14"	
"2020/02/01","194.14"	
"2020/02/02","194.14"	
"2020/02/03","193.93"	
"2020/02/04","194.48"	
"2020/02/05","194.62"	
"2020/02/06","195.29"	
"2020/02/07","195.29"	
"2020/02/08","195.29"	
"2020/02/09","195.29"	
"2020/02/10","195.17"	
"2020/02/11","195.51"	
"2020/02/12","195.9"	
"2020/02/13","195.67"	
"2020/02/14","195.8"	
"2020/02/15","195.8"	
"2020/02/16","195.8"	
"2020/02/17","195.81"	
"2020/02/18","195.33"	
"2020/02/19","195.41"	
"2020/02/20","195.5"	
"2020/02/21","195.55"	
"2020/02/22","195.55"	
"2020/02/23","195.55"	
"2020/02/24","194.42"	
"2020/02/25","193.39"	
"2020/02/26","193.14"	
"2020/02/27","192.24"	
"2020/02/28","191.56"	
"2020/02/29","191.56"	
"2020/03/01","191.56"	
"2020/03/02","192.91"	
"2020/03/03","192.84"	
"2020/03/04","193.81"	
"2020/03/05","194.03"	
"2020/03/06","193.74"	
"2020/03/07","193.74"	
"2020/03/08","193.74"	
"2020/03/09","190.94"	
"2020/03/10","190.25"	
"2020/03/11","188.55"	
"2020/03/12","182.58"	
"2020/03/13","182.29"	
"2020/03/14","182.29"	
"2020/03/15","182.29"	
"2020/03/16","178.88"	
"2020/03/17","177.68"	
"2020/03/18","173.04"	
"2020/03/19","171.99"	
"2020/03/20","173.53"	
"2020/03/21","173.53"	
"2020/03/22","173.53"	
"2020/03/23","172.52"	
"2020/03/24","175.68"	
"2020/03/25","177.47"	
"2020/03/26","180.29"	
"2020/03/27","180.25"	
"2020/03/28","180.25"	
"2020/03/29","180.25"	
"2020/03/30","180.68"	
"2020/03/31","180.53"	
"2020/04/01","179.24"	
"2020/04/02","179.17"	
"2020/04/03","178.64"	
"2020/04/04","178.64"	
"2020/04/05","178.64"	
"2020/04/06","180.17"	
"2020/04/07","181.25"	
"2020/04/08","181.62"	
"2020/04/09","183.25"	
"2020/04/10","183.25"	
"2020/04/11","183.25"	
"2020/04/12","183.25"	
"2020/04/13","183.25"	
"2020/04/14","184.58"	
"2020/04/15","184.08"	
"2020/04/16","183.94"	
"2020/04/17","185.13"	
