"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","163.15"	
"2011/01/02","163.15"	
"2011/01/03","163.73"	
"2011/01/04","164.02"	
"2011/01/05","163.36"	
"2011/01/06","162.85"	
"2011/01/07","162.56"	
"2011/01/08","162.56"	
"2011/01/09","162.56"	
"2011/01/10","162.15"	
"2011/01/11","162.49"	
"2011/01/12","163.18"	
"2011/01/13","163.9"	
"2011/01/14","164.41"	
"2011/01/15","164.41"	
"2011/01/16","164.41"	
"2011/01/17","164.08"	
"2011/01/18","164.12"	
"2011/01/19","164.64"	
"2011/01/20","163.71"	
"2011/01/21","163.64"	
"2011/01/22","163.64"	
"2011/01/23","163.64"	
"2011/01/24","164.14"	
"2011/01/25","164.4"	
"2011/01/26","164.5"	
"2011/01/27","164.53"	
"2011/01/28","164.01"	
"2011/01/29","164.01"	
"2011/01/30","164.01"	
"2011/01/31","163.77"	
"2011/02/01","164.53"	
"2011/02/02","165.03"	
"2011/02/03","165.03"	
"2011/02/04","165.03"	
"2011/02/05","165.03"	
"2011/02/06","165.03"	
"2011/02/07","163.91"	
"2011/02/08","163.85"	
"2011/02/09","163.29"	
"2011/02/10","162.52"	
"2011/02/11","162.38"	
"2011/02/12","162.38"	
"2011/02/13","162.38"	
"2011/02/14","162.82"	
"2011/02/15","162.71"	
"2011/02/16","163.01"	
"2011/02/17","163.56"	
"2011/02/18","164.04"	
"2011/02/19","164.04"	
"2011/02/20","164.04"	
"2011/02/21","164.01"	
"2011/02/22","163.15"	
"2011/02/23","162.99"	
"2011/02/24","162.93"	
"2011/02/25","163.71"	
"2011/02/26","163.71"	
"2011/02/27","163.71"	
"2011/02/28","164.16"	
"2011/03/01","164.32"	
"2011/03/02","163.94"	
"2011/03/03","164.28"	
"2011/03/04","164.8"	
"2011/03/05","164.8"	
"2011/03/06","164.8"	
"2011/03/07","164.45"	
"2011/03/08","164.58"	
"2011/03/09","164.62"	
"2011/03/10","163.96"	
"2011/03/11","163.49"	
"2011/03/12","163.49"	
"2011/03/13","163.49"	
"2011/03/14","163.86"	
"2011/03/15","162.91"	
"2011/03/16","163.04"	
"2011/03/17","163.18"	
"2011/03/18","163.3"	
"2011/03/19","163.3"	
"2011/03/20","163.3"	
"2011/03/21","164.3"	
"2011/03/22","164.66"	
"2011/03/23","164.58"	
"2011/03/24","164.98"	
"2011/03/25","165.32"	
"2011/03/26","165.32"	
"2011/03/27","165.32"	
"2011/03/28","164.62"	
"2011/03/29","164.68"	
"2011/03/30","165.27"	
"2011/03/31","165.4"	
"2011/04/01","165.62"	
"2011/04/02","165.62"	
"2011/04/03","165.62"	
"2011/04/04","166.31"	
"2011/04/05","166.31"	
"2011/04/06","166.21"	
"2011/04/07","166.22"	
"2011/04/08","166.39"	
"2011/04/09","166.39"	
"2011/04/10","166.39"	
"2011/04/11","166.43"	
"2011/04/12","165.97"	
"2011/04/13","166.5"	
"2011/04/14","166.53"	
"2011/04/15","166.8"	
"2011/04/16","166.8"	
"2011/04/17","166.8"	
"2011/04/18","166.28"	
