"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","158.42"	
"2012/01/02","158.42"	
"2012/01/03","159.4"	
"2012/01/04","159.24"	
"2012/01/05","158.85"	
"2012/01/06","158.11"	
"2012/01/07","158.11"	
"2012/01/08","158.11"	
"2012/01/09","158.43"	
"2012/01/10","159.22"	
"2012/01/11","159.48"	
"2012/01/12","159.64"	
"2012/01/13","159.9"	
"2012/01/14","159.9"	
"2012/01/15","159.9"	
"2012/01/16","159.45"	
"2012/01/17","160.59"	
"2012/01/18","160.91"	
"2012/01/19","161.48"	
"2012/01/20","161.66"	
"2012/01/21","161.66"	
"2012/01/22","161.66"	
"2012/01/23","161.66"	
"2012/01/24","161.66"	
"2012/01/25","161.66"	
"2012/01/26","162.9"	
"2012/01/27","163.2"	
"2012/01/28","163.2"	
"2012/01/29","163.2"	
"2012/01/30","163.0"	
"2012/01/31","163.49"	
"2012/02/01","163.8"	
"2012/02/02","164.54"	
"2012/02/03","164.57"	
"2012/02/04","164.57"	
"2012/02/05","164.57"	
"2012/02/06","164.48"	
"2012/02/07","164.44"	
"2012/02/08","165.07"	
"2012/02/09","165.11"	
"2012/02/10","164.47"	
"2012/02/11","164.47"	
"2012/02/12","164.47"	
"2012/02/13","164.71"	
"2012/02/14","164.59"	
"2012/02/15","164.99"	
"2012/02/16","164.57"	
"2012/02/17","165.07"	
"2012/02/18","165.07"	
"2012/02/19","165.07"	
"2012/02/20","165.29"	
"2012/02/21","165.16"	
"2012/02/22","165.27"	
"2012/02/23","165.12"	
"2012/02/24","165.67"	
"2012/02/25","165.67"	
"2012/02/26","165.67"	
"2012/02/27","165.42"	
"2012/02/28","166.14"	
"2012/02/29","166.34"	
"2012/03/01","165.77"	
"2012/03/02","165.92"	
"2012/03/03","165.92"	
"2012/03/04","165.92"	
"2012/03/05","165.14"	
"2012/03/06","164.11"	
"2012/03/07","163.95"	
"2012/03/08","164.74"	
"2012/03/09","164.91"	
"2012/03/10","164.91"	
"2012/03/11","164.91"	
"2012/03/12","164.51"	
"2012/03/13","165.0"	
"2012/03/14","164.29"	
"2012/03/15","164.15"	
"2012/03/16","164.22"	
"2012/03/17","164.22"	
"2012/03/18","164.22"	
"2012/03/19","164.35"	
"2012/03/20","163.91"	
"2012/03/21","163.75"	
"2012/03/22","163.8"	
"2012/03/23","163.82"	
"2012/03/24","163.82"	
"2012/03/25","163.82"	
"2012/03/26","164.22"	
"2012/03/27","165.02"	
"2012/03/28","164.65"	
"2012/03/29","164.3"	
"2012/03/30","164.64"	
"2012/03/31","164.64"	
"2012/04/01","164.64"	
"2012/04/02","164.76"	
"2012/04/03","165.18"	
"2012/04/04","165.18"	
"2012/04/05","163.94"	
"2012/04/06","163.94"	
"2012/04/07","163.94"	
"2012/04/08","163.94"	
"2012/04/09","163.94"	
"2012/04/10","163.48"	
"2012/04/11","163.42"	
"2012/04/12","164.08"	
"2012/04/13","164.43"	
"2012/04/14","164.43"	
"2012/04/15","164.43"	
"2012/04/16","163.91"	
"2012/04/17","164.27"	
