"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","140.65"	
"2007/01/02","141.61"	
"2007/01/03","141.74"	
"2007/01/04","141.07"	
"2007/01/05","140.66"	
"2007/01/06","140.66"	
"2007/01/07","140.66"	
"2007/01/08","140.44"	
"2007/01/09","140.37"	
"2007/01/10","139.45"	
"2007/01/11","139.26"	
"2007/01/12","139.49"	
"2007/01/13","139.49"	
"2007/01/14","139.49"	
"2007/01/15","140.3"	
"2007/01/16","140.29"	
"2007/01/17","140.38"	
"2007/01/18","140.52"	
"2007/01/19","140.63"	
"2007/01/20","140.63"	
"2007/01/21","140.63"	
"2007/01/22","140.97"	
"2007/01/23","140.91"	
"2007/01/24","141.22"	
"2007/01/25","140.76"	
"2007/01/26","139.99"	
"2007/01/27","139.99"	
"2007/01/28","139.99"	
"2007/01/29","139.89"	
"2007/01/30","140.32"	
"2007/01/31","140.2"	
"2007/02/01","140.91"	
"2007/02/02","141.08"	
"2007/02/03","141.08"	
"2007/02/04","141.08"	
"2007/02/05","140.95"	
"2007/02/06","141.37"	
"2007/02/07","141.7"	
"2007/02/08","141.72"	
"2007/02/09","141.62"	
"2007/02/10","141.62"	
"2007/02/11","141.62"	
"2007/02/12","141.2"	
"2007/02/13","140.83"	
"2007/02/14","141.65"	
"2007/02/15","142.57"	
"2007/02/16","142.61"	
"2007/02/17","142.61"	
"2007/02/18","142.61"	
"2007/02/19","142.61"	
"2007/02/20","142.61"	
"2007/02/21","142.69"	
"2007/02/22","142.65"	
"2007/02/23","142.78"	
"2007/02/24","142.78"	
"2007/02/25","142.78"	
"2007/02/26","143.17"	
"2007/02/27","142.5"	
"2007/02/28","141.89"	
"2007/03/01","141.28"	
"2007/03/02","141.26"	
"2007/03/03","141.26"	
"2007/03/04","141.26"	
"2007/03/05","139.95"	
"2007/03/06","140.54"	
"2007/03/07","140.83"	
"2007/03/08","141.49"	
"2007/03/09","141.25"	
"2007/03/10","141.25"	
"2007/03/11","141.25"	
"2007/03/12","141.72"	
"2007/03/13","141.69"	
"2007/03/14","141.0"	
"2007/03/15","141.27"	
"2007/03/16","141.39"	
"2007/03/17","141.39"	
"2007/03/18","141.39"	
"2007/03/19","141.8"	
"2007/03/20","142.06"	
"2007/03/21","142.55"	
"2007/03/22","143.17"	
"2007/03/23","142.86"	
"2007/03/24","142.86"	
"2007/03/25","142.86"	
"2007/03/26","142.86"	
"2007/03/27","142.79"	
"2007/03/28","142.59"	
"2007/03/29","142.72"	
"2007/03/30","142.65"	
"2007/03/31","142.65"	
"2007/04/01","142.65"	
"2007/04/02","142.76"	
"2007/04/03","143.15"	
"2007/04/04","143.58"	
"2007/04/05","143.58"	
"2007/04/06","143.58"	
"2007/04/07","143.58"	
"2007/04/08","143.58"	
"2007/04/09","143.58"	
"2007/04/10","143.9"	
"2007/04/11","144.01"	
"2007/04/12","143.95"	
"2007/04/13","144.01"	
"2007/04/14","144.01"	
"2007/04/15","144.01"	
"2007/04/16","144.73"	
"2007/04/17","144.75"	
"2007/04/18","145.19"	
