"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2005/01/01","127.73"	
"2005/01/02","127.73"	
"2005/01/03","127.58"	
"2005/01/04","126.89"	
"2005/01/05","125.88"	
"2005/01/06","125.75"	
"2005/01/07","125.41"	
"2005/01/08","125.41"	
"2005/01/09","125.41"	
"2005/01/10","125.38"	
"2005/01/11","125.65"	
"2005/01/12","125.96"	
"2005/01/13","126.28"	
"2005/01/14","126.17"	
"2005/01/15","126.17"	
"2005/01/16","126.17"	
"2005/01/17","126.37"	
"2005/01/18","126.19"	
"2005/01/19","126.25"	
"2005/01/20","125.74"	
"2005/01/21","125.51"	
"2005/01/22","125.51"	
"2005/01/23","125.51"	
"2005/01/24","125.78"	
"2005/01/25","125.78"	
"2005/01/26","125.93"	
"2005/01/27","126.06"	
"2005/01/28","126.12"	
"2005/01/29","126.12"	
"2005/01/30","126.12"	
"2005/01/31","126.33"	
"2005/02/01","126.24"	
"2005/02/02","126.41"	
"2005/02/03","126.05"	
"2005/02/04","126.36"	
"2005/02/05","126.36"	
"2005/02/06","126.36"	
"2005/02/07","126.43"	
"2005/02/08","126.1"	
"2005/02/09","126.1"	
"2005/02/10","126.1"	
"2005/02/11","126.1"	
"2005/02/12","126.1"	
"2005/02/13","126.1"	
"2005/02/14","126.96"	
"2005/02/15","126.95"	
"2005/02/16","126.88"	
"2005/02/17","126.65"	
"2005/02/18","126.67"	
"2005/02/19","126.67"	
"2005/02/20","126.67"	
"2005/02/21","126.61"	
"2005/02/22","126.67"	
"2005/02/23","126.86"	
"2005/02/24","126.87"	
"2005/02/25","127.21"	
"2005/02/26","127.21"	
"2005/02/27","127.21"	
"2005/02/28","127.62"	
"2005/03/01","127.4"	
"2005/03/02","126.83"	
"2005/03/03","126.82"	
"2005/03/04","127.02"	
"2005/03/05","127.02"	
"2005/03/06","127.02"	
"2005/03/07","127.45"	
"2005/03/08","127.44"	
"2005/03/09","127.66"	
"2005/03/10","127.53"	
"2005/03/11","127.68"	
"2005/03/12","127.68"	
"2005/03/13","127.68"	
"2005/03/14","127.48"	
"2005/03/15","127.05"	
"2005/03/16","127.2"	
"2005/03/17","127.29"	
"2005/03/18","127.1"	
"2005/03/19","127.1"	
"2005/03/20","127.1"	
"2005/03/21","126.71"	
"2005/03/22","126.15"	
"2005/03/23","125.25"	
"2005/03/24","124.87"	
"2005/03/25","124.87"	
"2005/03/26","124.87"	
"2005/03/27","124.87"	
"2005/03/28","124.87"	
"2005/03/29","124.28"	
"2005/03/30","124.43"	
"2005/03/31","124.87"	
"2005/04/01","125.04"	
"2005/04/02","125.04"	
"2005/04/03","125.04"	
"2005/04/04","124.73"	
"2005/04/05","124.73"	
"2005/04/06","124.8"	
"2005/04/07","125.03"	
"2005/04/08","124.91"	
"2005/04/09","124.91"	
"2005/04/10","124.91"	
"2005/04/11","125.27"	
"2005/04/12","125.42"	
"2005/04/13","125.53"	
"2005/04/14","125.19"	
"2005/04/15","124.68"	
"2005/04/16","124.68"	
"2005/04/17","124.68"	
"2005/04/18","124.37"	
