"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2002/01/01","99.4"	
"2002/01/02","99.4"	
"2002/01/03","99.68"	
"2002/01/04","100.16"	
"2002/01/05","100.48"	
"2002/01/06","100.48"	
"2002/01/07","100.48"	
"2002/01/08","100.29"	
"2002/01/09","99.9"	
"2002/01/10","99.71"	
"2002/01/11","99.66"	
"2002/01/12","99.94"	
"2002/01/13","99.94"	
"2002/01/14","99.94"	
"2002/01/15","99.59"	
"2002/01/16","99.19"	
"2002/01/17","99.11"	
"2002/01/18","98.86"	
"2002/01/19","99.09"	
"2002/01/20","99.09"	
"2002/01/21","99.09"	
"2002/01/22","98.69"	
"2002/01/23","98.73"	
"2002/01/24","98.58"	
"2002/01/25","98.47"	
"2002/01/26","98.34"	
"2002/01/27","98.34"	
"2002/01/28","98.34"	
"2002/01/29","98.27"	
"2002/01/30","98.07"	
"2002/01/31","98.19"	
"2002/02/01","97.89"	
"2002/02/02","97.98"	
"2002/02/03","97.98"	
"2002/02/04","97.98"	
"2002/02/05","97.98"	
"2002/02/06","97.85"	
"2002/02/07","97.62"	
"2002/02/08","97.82"	
"2002/02/09","98.27"	
"2002/02/10","98.27"	
"2002/02/11","98.27"	
"2002/02/12","98.79"	
"2002/02/13","98.79"	
"2002/02/14","98.79"	
"2002/02/15","98.79"	
"2002/02/16","98.98"	
"2002/02/17","98.98"	
"2002/02/18","98.98"	
"2002/02/19","98.54"	
"2002/02/20","98.51"	
"2002/02/21","98.33"	
"2002/02/22","98.32"	
"2002/02/23","98.3"	
"2002/02/24","98.3"	
"2002/02/25","98.3"	
"2002/02/26","98.23"	
"2002/02/27","98.32"	
"2002/02/28","98.35"	
"2002/03/01","98.62"	
"2002/03/02","99.09"	
"2002/03/03","99.09"	
"2002/03/04","99.09"	
"2002/03/05","99.41"	
"2002/03/06","99.51"	
"2002/03/07","99.83"	
"2002/03/08","99.79"	
"2002/03/09","99.64"	
"2002/03/10","99.64"	
"2002/03/11","99.64"	
"2002/03/12","99.54"	
"2002/03/13","99.37"	
"2002/03/14","99.5"	
"2002/03/15","99.55"	
"2002/03/16","99.62"	
"2002/03/17","99.62"	
"2002/03/18","99.62"	
"2002/03/19","99.77"	
"2002/03/20","99.54"	
"2002/03/21","99.28"	
"2002/03/22","99.2"	
"2002/03/23","98.83"	
"2002/03/24","98.83"	
"2002/03/25","98.83"	
"2002/03/26","98.8"	
"2002/03/27","99.13"	
"2002/03/28","99.25"	
"2002/03/29","99.22"	
"2002/03/30","99.22"	
"2002/03/31","99.22"	
"2002/04/01","99.22"	
"2002/04/02","99.22"	
"2002/04/03","99.27"	
"2002/04/04","99.42"	
"2002/04/05","99.39"	
"2002/04/06","99.39"	
"2002/04/07","99.39"	
"2002/04/08","99.39"	
"2002/04/09","99.2"	
"2002/04/10","99.3"	
"2002/04/11","99.25"	
"2002/04/12","99.31"	
"2002/04/13","99.58"	
"2002/04/14","99.58"	
"2002/04/15","99.58"	
"2002/04/16","99.86"	
"2002/04/17","100.34"	
"2002/04/18","100.54"	
