"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","157.65"	
"2008/01/02","157.72"	
"2008/01/03","157.91"	
"2008/01/04","158.01"	
"2008/01/05","158.01"	
"2008/01/06","158.01"	
"2008/01/07","157.66"	
"2008/01/08","157.31"	
"2008/01/09","157.85"	
"2008/01/10","157.2"	
"2008/01/11","157.22"	
"2008/01/12","157.22"	
"2008/01/13","157.22"	
"2008/01/14","157.34"	
"2008/01/15","156.95"	
"2008/01/16","155.35"	
"2008/01/17","155.49"	
"2008/01/18","155.42"	
"2008/01/19","155.42"	
"2008/01/20","155.42"	
"2008/01/21","153.41"	
"2008/01/22","151.77"	
"2008/01/23","153.52"	
"2008/01/24","153.59"	
"2008/01/25","155.26"	
"2008/01/26","155.26"	
"2008/01/27","155.26"	
"2008/01/28","154.43"	
"2008/01/29","154.68"	
"2008/01/30","153.94"	
"2008/01/31","154.78"	
"2008/02/01","155.56"	
"2008/02/02","155.56"	
"2008/02/03","155.56"	
"2008/02/04","156.12"	
"2008/02/05","155.67"	
"2008/02/06","154.38"	
"2008/02/07","154.38"	
"2008/02/08","154.38"	
"2008/02/09","154.38"	
"2008/02/10","154.38"	
"2008/02/11","153.08"	
"2008/02/12","153.23"	
"2008/02/13","153.38"	
"2008/02/14","153.9"	
"2008/02/15","154.32"	
"2008/02/16","154.32"	
"2008/02/17","154.32"	
"2008/02/18","154.05"	
"2008/02/19","154.25"	
"2008/02/20","153.49"	
"2008/02/21","153.78"	
"2008/02/22","153.88"	
"2008/02/23","153.88"	
"2008/02/24","153.88"	
"2008/02/25","153.95"	
"2008/02/26","154.29"	
"2008/02/27","155.68"	
"2008/02/28","156.54"	
"2008/02/29","156.74"	
"2008/03/01","156.74"	
"2008/03/02","156.74"	
"2008/03/03","156.35"	
"2008/03/04","155.87"	
"2008/03/05","155.57"	
"2008/03/06","156.01"	
"2008/03/07","155.67"	
"2008/03/08","155.67"	
"2008/03/09","155.67"	
"2008/03/10","155.35"	
"2008/03/11","155.58"	
"2008/03/12","156.06"	
"2008/03/13","155.73"	
"2008/03/14","155.59"	
"2008/03/15","155.59"	
"2008/03/16","155.59"	
"2008/03/17","155.42"	
"2008/03/18","155.43"	
"2008/03/19","155.16"	
"2008/03/20","154.59"	
"2008/03/21","154.59"	
"2008/03/22","154.59"	
"2008/03/23","154.59"	
"2008/03/24","154.59"	
"2008/03/25","155.3"	
"2008/03/26","156.14"	
"2008/03/27","156.48"	
"2008/03/28","156.76"	
"2008/03/29","156.76"	
"2008/03/30","156.76"	
"2008/03/31","156.59"	
"2008/04/01","156.53"	
"2008/04/02","156.5"	
"2008/04/03","156.94"	
"2008/04/04","156.94"	
"2008/04/05","156.94"	
"2008/04/06","156.94"	
"2008/04/07","157.69"	
"2008/04/08","157.38"	
"2008/04/09","156.97"	
"2008/04/10","157.78"	
"2008/04/11","157.93"	
"2008/04/12","157.93"	
"2008/04/13","157.93"	
"2008/04/14","157.28"	
"2008/04/15","157.26"	
"2008/04/16","157.42"	
"2008/04/17","157.37"	
