"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","191.25"	
"2018/01/02","191.75"	
"2018/01/03","192.04"	
"2018/01/04","192.84"	
"2018/01/05","193.2"	
"2018/01/06","193.2"	
"2018/01/07","193.2"	
"2018/01/08","193.27"	
"2018/01/09","193.29"	
"2018/01/10","193.44"	
"2018/01/11","193.65"	
"2018/01/12","194.33"	
"2018/01/13","194.33"	
"2018/01/14","194.33"	
"2018/01/15","194.69"	
"2018/01/16","195.06"	
"2018/01/17","195.03"	
"2018/01/18","194.85"	
"2018/01/19","195.27"	
"2018/01/20","195.27"	
"2018/01/21","195.27"	
"2018/01/22","195.63"	
"2018/01/23","196.46"	
"2018/01/24","196.56"	
"2018/01/25","196.57"	
"2018/01/26","196.92"	
"2018/01/27","196.92"	
"2018/01/28","196.92"	
"2018/01/29","196.22"	
"2018/01/30","195.51"	
"2018/01/31","195.69"	
"2018/02/01","195.6"	
"2018/02/02","194.42"	
"2018/02/03","194.42"	
"2018/02/04","194.42"	
"2018/02/05","192.41"	
"2018/02/06","191.44"	
"2018/02/07","190.8"	
"2018/02/08","189.55"	
"2018/02/09","189.01"	
"2018/02/10","189.01"	
"2018/02/11","189.01"	
"2018/02/12","189.48"	
"2018/02/13","190.09"	
"2018/02/14","190.89"	
"2018/02/15","191.89"	
"2018/02/16","191.89"	
"2018/02/17","191.89"	
"2018/02/18","191.89"	
"2018/02/19","191.89"	
"2018/02/20","191.83"	
"2018/02/21","192.09"	
"2018/02/22","191.69"	
"2018/02/23","192.49"	
"2018/02/24","192.49"	
"2018/02/25","192.49"	
"2018/02/26","193.09"	
"2018/02/27","192.58"	
"2018/02/28","191.79"	
"2018/03/01","191.49"	
"2018/03/02","191.1"	
"2018/03/03","191.1"	
"2018/03/04","191.1"	
"2018/03/05","190.75"	
"2018/03/06","191.63"	
"2018/03/07","191.49"	
"2018/03/08","192.0"	
"2018/03/09","192.33"	
"2018/03/10","192.33"	
"2018/03/11","192.33"	
"2018/03/12","193.2"	
"2018/03/13","193.31"	
"2018/03/14","193.07"	
"2018/03/15","193.13"	
"2018/03/16","193.05"	
"2018/03/17","193.05"	
"2018/03/18","193.05"	
"2018/03/19","192.59"	
"2018/03/20","192.42"	
"2018/03/21","192.2"	
"2018/03/22","191.6"	
"2018/03/23","190.5"	
"2018/03/24","190.5"	
"2018/03/25","190.5"	
"2018/03/26","191.15"	
"2018/03/27","191.63"	
"2018/03/28","190.79"	
"2018/03/29","191.07"	
"2018/03/30","191.07"	
"2018/03/31","191.07"	
"2018/04/01","191.07"	
"2018/04/02","191.07"	
"2018/04/03","190.88"	
"2018/04/04","190.53"	
"2018/04/05","190.53"	
"2018/04/06","190.74"	
"2018/04/07","190.74"	
"2018/04/08","190.74"	
"2018/04/09","191.22"	
"2018/04/10","192.13"	
"2018/04/11","192.26"	
"2018/04/12","191.98"	
"2018/04/13","191.96"	
"2018/04/14","191.96"	
"2018/04/15","191.96"	
"2018/04/16","191.82"	
"2018/04/17","191.8"	
"2018/04/18","192.1"	
