"基金名稱","穩定資本組合"	
"2009/04/19","135.39"	
"2009/04/20","134.92"	
"2009/04/21","134.72"	
"2009/04/22","134.26"	
"2009/04/23","135.03"	
"2009/04/24","135.75"	
"2009/04/25","135.75"	
"2009/04/26","135.75"	
"2009/04/27","135.43"	
"2009/04/28","134.56"	
"2009/04/29","135.66"	
"2009/04/30","136.89"	
"2009/05/01","136.89"	
"2009/05/02","136.89"	
"2009/05/03","136.89"	
"2009/05/04","138.47"	
"2009/05/05","138.78"	
"2009/05/06","139.47"	
"2009/05/07","139.63"	
"2009/05/08","140.1"	
"2009/05/09","140.1"	
"2009/05/10","140.1"	
"2009/05/11","140.62"	
"2009/05/12","140.59"	
"2009/05/13","140.97"	
"2009/05/14","140.19"	
"2009/05/15","140.61"	
"2009/05/16","140.61"	
"2009/05/17","140.61"	
"2009/05/18","140.91"	
"2009/05/19","141.7"	
"2009/05/20","142.24"	
"2009/05/21","142.08"	
"2009/05/22","142.21"	
"2009/05/23","142.21"	
"2009/05/24","142.21"	
"2009/05/25","142.29"	
"2009/05/26","142.27"	
"2009/05/27","142.89"	
"2009/05/28","142.89"	
"2009/05/29","143.88"	
"2009/05/30","143.88"	
"2009/05/31","143.88"	
"2009/06/01","145.27"	
"2009/06/02","145.01"	
"2009/06/03","145.51"	
"2009/06/04","144.75"	
"2009/06/05","144.34"	
"2009/06/06","144.34"	
"2009/06/07","144.34"	
"2009/06/08","143.0"	
"2009/06/09","142.97"	
"2009/06/10","144.15"	
"2009/06/11","144.17"	
"2009/06/12","144.62"	
"2009/06/13","144.62"	
"2009/06/14","144.62"	
"2009/06/15","143.58"	
"2009/06/16","142.93"	
"2009/06/17","143.05"	
"2009/06/18","142.93"	
"2009/06/19","143.11"	
"2009/06/20","143.11"	
"2009/06/21","143.11"	
"2009/06/22","143.26"	
"2009/06/23","142.69"	
"2009/06/24","143.77"	
"2009/06/25","144.19"	
"2009/06/26","145.17"	
"2009/06/27","145.17"	
"2009/06/28","145.17"	
"2009/06/29","145.35"	
"2009/06/30","145.06"	
"2009/07/01","145.06"	
"2009/07/02","144.89"	
"2009/07/03","144.8"	
"2009/07/04","144.8"	
"2009/07/05","144.8"	
"2009/07/06","144.61"	
"2009/07/07","144.42"	
"2009/07/08","144.21"	
"2009/07/09","144.49"	
"2009/07/10","144.7"	
"2009/07/11","144.7"	
"2009/07/12","144.7"	
"2009/07/13","144.22"	
"2009/07/14","144.83"	
"2009/07/15","145.58"	
"2009/07/16","146.08"	
"2009/07/17","146.55"	
"2009/07/18","146.55"	
"2009/07/19","146.55"	
"2009/07/20","147.53"	
"2009/07/21","148.33"	
"2009/07/22","148.09"	
"2009/07/23","148.59"	
"2009/07/24","148.55"	
"2009/07/25","148.55"	
"2009/07/26","148.55"	
"2009/07/27","149.03"	
"2009/07/28","149.67"	
"2009/07/29","149.0"	
"2009/07/30","149.11"	
"2009/07/31","150.27"	
"2009/08/01","150.27"	
"2009/08/02","150.27"	
"2009/08/03","151.31"	
"2009/08/04","151.25"	
"2009/08/05","150.77"	
"2009/08/06","151.08"	
"2009/08/07","149.86"	
"2009/08/08","149.86"	
"2009/08/09","149.86"	
"2009/08/10","149.94"	
"2009/08/11","150.0"	
"2009/08/12","149.68"	
"2009/08/13","150.74"	
"2009/08/14","151.28"	
"2009/08/15","151.28"	
"2009/08/16","151.28"	
"2009/08/17","149.79"	
"2009/08/18","149.83"	
"2009/08/19","149.99"	
"2009/08/20","150.82"	
"2009/08/21","150.88"	
"2009/08/22","150.88"	
"2009/08/23","150.88"	
"2009/08/24","151.67"	
"2009/08/25","151.74"	
"2009/08/26","151.7"	
"2009/08/27","151.35"	
"2009/08/28","151.77"	
"2009/08/29","151.77"	
"2009/08/30","151.77"	
"2009/08/31","151.33"	
"2009/09/01","151.3"	
"2009/09/02","150.67"	
"2009/09/03","151.23"	
"2009/09/04","151.71"	
"2009/09/05","151.71"	
"2009/09/06","151.71"	
"2009/09/07","152.39"	
"2009/09/08","153.26"	
"2009/09/09","153.48"	
"2009/09/10","154.35"	
"2009/09/11","154.94"	
"2009/09/12","154.94"	
"2009/09/13","154.94"	
"2009/09/14","154.55"	
"2009/09/15","154.41"	
"2009/09/16","155.42"	
"2009/09/17","156.0"	
"2009/09/18","155.66"	
"2009/09/19","155.66"	
"2009/09/20","155.66"	
"2009/09/21","155.03"	
"2009/09/22","155.56"	
"2009/09/23","155.77"	
"2009/09/24","155.07"	
"2009/09/25","154.94"	
"2009/09/26","154.94"	
"2009/09/27","154.94"	
"2009/09/28","154.83"	
"2009/09/29","155.04"	
"2009/09/30","155.18"	
"2009/10/01","155.18"	
"2009/10/02","154.09"	
"2009/10/03","154.09"	
"2009/10/04","154.09"	
"2009/10/05","154.4"	
"2009/10/06","155.54"	
"2009/10/07","156.25"	
"2009/10/08","156.94"	
"2009/10/09","156.69"	
"2009/10/10","156.69"	
"2009/10/11","156.69"	
"2009/10/12","156.33"	
"2009/10/13","156.66"	
"2009/10/14","157.53"	
"2009/10/15","157.78"	
"2009/10/16","157.3"	
"2009/10/17","157.3"	
"2009/10/18","157.3"	
"2009/10/19","157.78"	
"2009/10/20","158.4"	
"2009/10/21","158.01"	
"2009/10/22","157.84"	
"2009/10/23","157.91"	
"2009/10/24","157.91"	
"2009/10/25","157.91"	
"2009/10/26","157.91"	
"2009/10/27","156.74"	
"2009/10/28","155.8"	
"2009/10/29","155.27"	
"2009/10/30","155.92"	
"2009/10/31","155.92"	
"2009/11/01","155.92"	
"2009/11/02","155.82"	
"2009/11/03","155.19"	
"2009/11/04","155.74"	
"2009/11/05","155.9"	
"2009/11/06","156.55"	
"2009/11/07","156.55"	
"2009/11/08","156.55"	
"2009/11/09","157.86"	
"2009/11/10","158.23"	
"2009/11/11","158.78"	
"2009/11/12","158.34"	
"2009/11/13","158.37"	
"2009/11/14","158.37"	
"2009/11/15","158.37"	
"2009/11/16","159.8"	
"2009/11/17","159.82"	
"2009/11/18","159.63"	
"2009/11/19","159.08"	
"2009/11/20","158.62"	
"2009/11/21","158.62"	
"2009/11/22","158.62"	
"2009/11/23","159.35"	
"2009/11/24","159.15"	
"2009/11/25","159.8"	
"2009/11/26","159.59"	
"2009/11/27","157.87"	
"2009/11/28","157.87"	
"2009/11/29","157.87"	
"2009/11/30","158.94"	
"2009/12/01","159.91"	
"2009/12/02","160.28"	
"2009/12/03","160.29"	
"2009/12/04","159.58"	
"2009/12/05","159.58"	
"2009/12/06","159.58"	
"2009/12/07","158.97"	
"2009/12/08","158.71"	
"2009/12/09","158.07"	
"2009/12/10","157.82"	
"2009/12/11","157.87"	
"2009/12/12","157.87"	
"2009/12/13","157.87"	
"2009/12/14","158.18"	
"2009/12/15","157.59"	
"2009/12/16","157.33"	
"2009/12/17","156.55"	
"2009/12/18","155.94"	
"2009/12/19","155.94"	
"2009/12/20","155.94"	
"2009/12/21","155.48"	
"2009/12/22","155.34"	
"2009/12/23","155.61"	
"2009/12/24","156.06"	
"2009/12/25","156.06"	
"2009/12/26","156.06"	
"2009/12/27","156.06"	
"2009/12/28","156.16"	
"2009/12/29","156.21"	
"2009/12/30","155.88"	
"2009/12/31","156.33"	
