"基金名稱","穩定資本組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","169.46"	
"2013/01/02","170.35"	
"2013/01/03","170.21"	
"2013/01/04","169.66"	
"2013/01/05","169.66"	
"2013/01/06","169.66"	
"2013/01/07","169.77"	
"2013/01/08","169.66"	
"2013/01/09","169.94"	
"2013/01/10","170.19"	
"2013/01/11","170.31"	
"2013/01/12","170.31"	
"2013/01/13","170.31"	
"2013/01/14","170.72"	
"2013/01/15","170.8"	
"2013/01/16","170.71"	
"2013/01/17","170.6"	
"2013/01/18","170.9"	
"2013/01/19","170.9"	
"2013/01/20","170.9"	
"2013/01/21","170.85"	
"2013/01/22","171.11"	
"2013/01/23","171.18"	
"2013/01/24","170.96"	
"2013/01/25","170.66"	
"2013/01/26","170.66"	
"2013/01/27","170.66"	
"2013/01/28","170.4"	
"2013/01/29","170.72"	
"2013/01/30","170.81"	
"2013/01/31","170.82"	
"2013/02/01","170.89"	
"2013/02/02","170.89"	
"2013/02/03","170.89"	
"2013/02/04","170.56"	
"2013/02/05","169.91"	
"2013/02/06","170.16"	
"2013/02/07","169.82"	
"2013/02/08","169.94"	
"2013/02/09","169.94"	
"2013/02/10","169.94"	
"2013/02/11","169.94"	
"2013/02/12","169.94"	
"2013/02/13","169.94"	
"2013/02/14","170.21"	
"2013/02/15","170.11"	
"2013/02/16","170.11"	
"2013/02/17","170.11"	
"2013/02/18","169.99"	
"2013/02/19","169.91"	
"2013/02/20","170.08"	
"2013/02/21","169.17"	
"2013/02/22","169.17"	
"2013/02/23","169.17"	
"2013/02/24","169.17"	
"2013/02/25","168.98"	
"2013/02/26","168.83"	
"2013/02/27","169.31"	
"2013/02/28","170.07"	
"2013/03/01","169.93"	
"2013/03/02","169.93"	
"2013/03/03","169.93"	
"2013/03/04","169.3"	
"2013/03/05","169.71"	
"2013/03/06","170.09"	
"2013/03/07","169.6"	
"2013/03/08","169.76"	
"2013/03/09","169.76"	
"2013/03/10","169.76"	
"2013/03/11","169.57"	
"2013/03/12","169.42"	
"2013/03/13","169.08"	
"2013/03/14","169.29"	
"2013/03/15","169.49"	
"2013/03/16","169.49"	
"2013/03/17","169.49"	
"2013/03/18","168.86"	
"2013/03/19","169.0"	
"2013/03/20","169.29"	
"2013/03/21","169.28"	
"2013/03/22","169.39"	
"2013/03/23","169.39"	
"2013/03/24","169.39"	
"2013/03/25","169.75"	
"2013/03/26","169.77"	
"2013/03/27","170.03"	
"2013/03/28","169.91"	
"2013/03/29","169.91"	
"2013/03/30","169.91"	
"2013/03/31","169.91"	
"2013/04/01","169.91"	
"2013/04/02","169.99"	
"2013/04/03","169.91"	
"2013/04/04","169.91"	
"2013/04/05","169.81"	
"2013/04/06","169.81"	
"2013/04/07","169.81"	
"2013/04/08","169.76"	
"2013/04/09","170.01"	
"2013/04/10","170.51"	
"2013/04/11","170.91"	
"2013/04/12","170.93"	
"2013/04/13","170.93"	
"2013/04/14","170.93"	
"2013/04/15","170.15"	
"2013/04/16","170.36"	
"2013/04/17","170.23"	
"2013/04/18","169.76"	
